Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Adam Treloar,14.0,24.0,38.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,7.0,4.0,1.0,2.0,0.0,15.0,19.0,23.0,60.5,0.0,0.0,1.0,0.0,3.0,4.0,9.0,283.0,4.0,1.0,0.0,77.0,1,0
Dayne Beams,15.0,15.0,30.0,5.0,0.0,3.0,2.0,0.0,1.0,4.0,7.0,3.0,3.0,1.0,1.0,11.0,20.0,22.0,73.3,1.0,1.0,0.0,0.0,4.0,3.0,11.0,388.0,3.0,3.0,0.0,83.0,1,0
Steele Sidebottom,16.0,13.0,29.0,6.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,8.0,20.0,23.0,79.3,0.0,1.0,2.0,0.0,0.0,2.0,11.0,451.0,4.0,4.0,0.0,90.0,1,2
Scott Pendlebury,13.0,14.0,27.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,5.0,4.0,2.0,0.0,1.0,11.0,16.0,19.0,70.4,0.0,0.0,1.0,0.0,1.0,4.0,10.0,430.0,6.0,4.0,0.0,80.0,1,0
Jack Crisp,14.0,13.0,27.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,13.0,12.0,22.0,81.5,1.0,0.0,2.0,0.0,0.0,2.0,6.0,314.0,5.0,10.0,0.0,92.0,1,0
Christopher Mayne,12.0,13.0,25.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,1.0,7.0,16.0,21.0,84.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,133.0,3.0,4.0,0.0,81.0,1,0
Brodie Grundy,16.0,8.0,24.0,4.0,0.0,0.0,6.0,49.0,0.0,3.0,7.0,4.0,2.0,3.0,0.0,18.0,6.0,13.0,54.2,3.0,0.0,5.0,0.0,2.0,5.0,5.0,242.0,6.0,3.0,0.0,90.0,1,3
Tom Phillips,13.0,7.0,20.0,6.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,7.0,13.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,315.0,3.0,3.0,0.0,88.0,1,0
Levi Greenwood,10.0,7.0,17.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,14.0,13.0,76.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,127.0,2.0,4.0,0.0,90.0,1,0
Jaidyn Stephenson,11.0,6.0,17.0,8.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,14.0,12.0,70.6,1.0,3.0,3.0,0.0,0.0,0.0,7.0,316.0,6.0,1.0,1.0,89.0,1,0
Ben Reid,10.0,6.0,16.0,7.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,10.0,6.0,12.0,75.0,5.0,3.0,0.0,0.0,0.0,1.0,10.0,236.0,3.0,2.0,0.0,85.0,1,0
Brayden Maynard,8.0,6.0,14.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,4.0,8.0,12.0,85.7,0.0,0.0,2.0,0.0,0.0,0.0,4.0,252.0,2.0,3.0,0.0,84.0,1,0
