Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Josh P. Kennedy,14.0,26.0,40.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,11.0,1.0,1.0,0.0,0.0,16.0,20.0,32.0,80.0,1.0,0.0,2.0,0.0,4.0,7.0,11.0,406.0,3.0,1.0,0.0,86.0,1,0
Tom Mitchell,21.0,16.0,37.0,10.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,6.0,0.0,1.0,0.0,5.0,32.0,21.0,56.8,0.0,0.0,1.0,1.0,1.0,0.0,12.0,704.0,7.0,1.0,0.0,78.0,1,1
Daniel Hannebery,15.0,16.0,31.0,5.0,0.0,0.0,4.0,0.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,17.0,16.0,19.0,61.3,0.0,0.0,1.0,0.0,4.0,1.0,7.0,501.0,5.0,7.0,1.0,79.0,1,0
Luke Parker,11.0,18.0,29.0,6.0,0.0,1.0,3.0,1.0,0.0,3.0,7.0,5.0,1.0,0.0,2.0,15.0,17.0,22.0,75.9,0.0,2.0,1.0,0.0,5.0,2.0,11.0,312.0,7.0,2.0,0.0,86.0,1,0
Jarrad McVeigh,19.0,9.0,28.0,10.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,7.0,0.0,0.0,3.0,24.0,23.0,82.1,1.0,0.0,2.0,1.0,0.0,1.0,10.0,598.0,1.0,4.0,1.0,88.0,1,0
Jake Lloyd,12.0,12.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,1.0,9.0,15.0,20.0,83.3,1.0,0.0,2.0,0.0,0.0,3.0,7.0,334.0,6.0,5.0,0.0,85.0,1,0
Heath Grundy,15.0,7.0,22.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,8.0,14.0,16.0,72.7,2.0,0.0,3.0,0.0,0.0,0.0,3.0,355.0,4.0,9.0,0.0,94.0,1,0
Isaac Heeney,13.0,9.0,22.0,9.0,5.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0,11.0,15.0,68.2,3.0,4.0,2.0,0.0,0.0,0.0,10.0,308.0,2.0,2.0,0.0,88.0,1,3
Lance Franklin,16.0,5.0,21.0,4.0,6.0,3.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,3.0,2.0,10.0,12.0,15.0,71.4,1.0,4.0,4.0,0.0,0.0,0.0,15.0,574.0,5.0,1.0,1.0,92.0,1,2
Kieren Jack,12.0,8.0,20.0,7.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,8.0,14.0,16.0,80.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,185.0,3.0,1.0,0.0,68.0,1,0
