Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Luke Parker,13.0,12.0,25.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,2.0,1.0,2.0,1.0,16.0,10.0,15.0,60.0,0.0,0.0,2.0,0.0,5.0,4.0,6.0,259.0,4.0,2.0,1.0,82.0,0,Home,0
Jake Lloyd,11.0,11.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,8.0,10.0,16.0,72.7,0.0,0.0,1.0,0.0,0.0,2.0,1.0,322.0,5.0,5.0,0.0,91.0,0,Home,0
Josh P. Kennedy,13.0,6.0,19.0,3.0,1.0,0.0,8.0,0.0,1.0,4.0,2.0,6.0,1.0,0.0,1.0,5.0,13.0,14.0,73.7,0.0,1.0,0.0,1.0,0.0,2.0,7.0,280.0,5.0,2.0,1.0,80.0,0,Home,0
Callum Mills,13.0,5.0,18.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,5.0,12.0,14.0,77.8,0.0,0.0,4.0,0.0,1.0,1.0,5.0,292.0,3.0,4.0,2.0,93.0,0,Home,0
Jordan Dawson,10.0,6.0,16.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,10.0,12.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,346.0,2.0,4.0,1.0,80.0,0,Home,0
George Hewett,5.0,9.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,5.0,11.0,78.6,1.0,0.0,0.0,0.0,0.0,2.0,2.0,127.0,2.0,6.0,0.0,85.0,0,Home,0
James Rowbottom,9.0,5.0,14.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,6.0,3.0,3.0,3.0,8.0,6.0,9.0,64.3,1.0,0.0,1.0,0.0,0.0,3.0,3.0,198.0,3.0,4.0,2.0,85.0,0,Home,0
Harry Cunningham,8.0,5.0,13.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,9.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.0,5.0,5.0,0.0,88.0,0,Home,0
Tom Papley,10.0,3.0,13.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,9.0,8.0,61.5,0.0,6.0,0.0,0.0,0.0,2.0,8.0,280.0,2.0,1.0,0.0,91.0,0,Home,2
Oliver Florent,7.0,6.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,6.0,7.0,8.0,61.5,0.0,0.0,3.0,1.0,1.0,2.0,2.0,174.0,4.0,2.0,1.0,79.0,0,Home,0
