Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Leigh Montagna,19.0,15.0,34.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,10.0,21.0,29.0,85.3,0.0,0.0,0.0,0.0,0.0,1.0,6.0,612.0,6.0,6.0,0.0,89.0,0,Home,2
Jack Newnes,16.0,11.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,1.0,3.0,5.0,22.0,18.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,5.0,548.0,11.0,4.0,0.0,90.0,0,Home,0
Nick Riewoldt,18.0,6.0,24.0,16.0,3.0,0.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,0.0,8.0,16.0,18.0,75.0,4.0,4.0,1.0,0.0,0.0,1.0,7.0,318.0,2.0,2.0,1.0,96.0,0,Home,3
Sam Gilbert,15.0,9.0,24.0,7.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,6.0,6.0,0.0,2.0,7.0,16.0,15.0,62.5,2.0,0.0,4.0,0.0,0.0,0.0,3.0,649.0,8.0,8.0,0.0,93.0,0,Home,0
Shane Savage,14.0,8.0,22.0,7.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,3.0,1.0,1.0,5.0,18.0,16.0,72.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,447.0,3.0,7.0,0.0,86.0,0,Home,0
Jarryn Geary,8.0,11.0,19.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,9.0,10.0,17.0,89.5,1.0,0.0,0.0,0.0,1.0,3.0,4.0,81.0,1.0,7.0,0.0,85.0,0,Home,0
Luke Dunstan,9.0,10.0,19.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,7.0,12.0,14.0,73.7,0.0,0.0,1.0,0.0,1.0,1.0,3.0,218.0,1.0,2.0,0.0,77.0,0,Home,0
Maverick Weller,5.0,12.0,17.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,9.0,9.0,13.0,76.5,0.0,1.0,1.0,0.0,0.0,2.0,7.0,159.0,4.0,3.0,0.0,84.0,0,Home,0
David Armitage,5.0,11.0,16.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,8.0,8.0,10.0,62.5,1.0,0.0,2.0,0.0,2.0,1.0,2.0,227.0,3.0,2.0,2.0,67.0,0,Home,0
Sebastian Ross,9.0,7.0,16.0,4.0,0.0,0.0,7.0,1.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,8.0,10.0,12.0,75.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,211.0,2.0,1.0,0.0,82.0,0,Home,0
Sam Fisher,10.0,5.0,15.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,4.0,12.0,14.0,93.3,0.0,0.0,6.0,1.0,0.0,1.0,2.0,268.0,3.0,5.0,0.0,89.0,0,Home,0
Jack Steven,6.0,9.0,15.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,6.0,5.0,2.0,1.0,2.0,10.0,5.0,9.0,60.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,222.0,7.0,2.0,1.0,84.0,0,Home,0
