Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Callan Ward,14.0,18.0,32.0,4.0,2.0,0.0,6.0,1.0,0.0,6.0,11.0,2.0,0.0,1.0,1.0,18.0,15.0,24.0,75.0,0.0,1.0,1.0,1.0,3.0,8.0,9.0,499.0,6.0,5.0,0.0,82.0,1,3
Stephen Coniglio,21.0,9.0,30.0,4.0,1.0,1.0,6.0,0.0,1.0,4.0,7.0,6.0,2.0,3.0,3.0,13.0,17.0,19.0,63.3,0.0,0.0,0.0,0.0,2.0,5.0,13.0,423.0,4.0,2.0,3.0,86.0,1,0
Joshua Kelly,15.0,14.0,29.0,1.0,0.0,0.0,7.0,0.0,0.0,6.0,3.0,2.0,2.0,3.0,0.0,13.0,16.0,20.0,69.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,358.0,5.0,5.0,3.0,83.0,1,0
Dylan Shiel,15.0,13.0,28.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,1.0,0.0,12.0,14.0,20.0,71.4,0.0,1.0,1.0,0.0,4.0,4.0,9.0,347.0,3.0,1.0,0.0,78.0,1,0
Lachie Whitfield,11.0,14.0,25.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,9.0,17.0,18.0,72.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,341.0,5.0,5.0,0.0,89.0,1,0
Harrison Himmelberg,10.0,11.0,21.0,4.0,1.0,0.0,3.0,0.0,1.0,6.0,1.0,5.0,1.0,2.0,3.0,13.0,8.0,18.0,85.7,2.0,1.0,1.0,0.0,0.0,1.0,9.0,336.0,4.0,2.0,1.0,86.0,1,0
Nick Haynes,15.0,5.0,20.0,7.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,11.0,9.0,15.0,75.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,622.0,5.0,12.0,0.0,86.0,1,1
Jacob Hopper,11.0,9.0,20.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,3.0,11.0,10.0,9.0,45.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,400.0,7.0,2.0,2.0,76.0,1,0
Tim Taranto,9.0,11.0,20.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,8.0,12.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,225.0,5.0,3.0,0.0,81.0,1,0
Phil Davis,7.0,11.0,18.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,1.0,7.0,11.0,13.0,72.2,1.0,0.0,11.0,0.0,0.0,0.0,2.0,201.0,4.0,12.0,0.0,97.0,1,0
Adam Tomlinson,12.0,6.0,18.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,5.0,2.0,0.0,2.0,10.0,10.0,11.0,61.1,0.0,0.0,2.0,0.0,0.0,3.0,7.0,383.0,5.0,4.0,1.0,82.0,1,0
Samuel Reid,8.0,8.0,16.0,3.0,0.0,2.0,6.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,7.0,11.0,9.0,56.2,0.0,0.0,2.0,0.0,0.0,0.0,10.0,320.0,3.0,2.0,3.0,78.0,1,0
Ryan Griffen,5.0,10.0,15.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,10.0,6.0,11.0,73.3,0.0,0.0,3.0,0.0,0.0,3.0,7.0,159.0,2.0,2.0,1.0,81.0,1,0
Aidan Corr,11.0,4.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,3.0,1.0,9.0,6.0,11.0,73.3,1.0,0.0,10.0,0.0,0.0,1.0,4.0,318.0,3.0,6.0,0.0,85.0,1,0
Jeremy Finlayson,12.0,2.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,4.0,5.0,10.0,11.0,78.6,1.0,0.0,2.0,0.0,0.0,0.0,4.0,297.0,2.0,5.0,0.0,71.0,1,0
Heath Shaw,7.0,4.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,9.0,9.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.0,1.0,1.0,0.0,92.0,1,0
Matthew De Boer,5.0,6.0,11.0,3.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,7.0,63.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,88.0,2.0,2.0,4.0,84.0,1,0
Jonathon Patton,6.0,4.0,10.0,5.0,1.0,3.0,1.0,8.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,8.0,3.0,4.0,40.0,2.0,5.0,3.0,0.0,1.0,1.0,7.0,177.0,3.0,1.0,1.0,87.0,1,0
