Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Brandon Ellis,12.0,12.0,24.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,9.0,12.0,19.0,79.2,0.0,0.0,3.0,0.0,1.0,0.0,4.0,285.0,4.0,9.0,0.0,94.0,0,0
Trent Cotchin,18.0,4.0,22.0,2.0,0.0,0.0,1.0,0.0,2.0,8.0,7.0,3.0,1.0,0.0,0.0,12.0,10.0,10.0,45.5,0.0,1.0,4.0,0.0,3.0,4.0,6.0,476.0,3.0,1.0,0.0,77.0,0,0
Shane Edwards,11.0,9.0,20.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,4.0,2.0,1.0,2.0,9.0,10.0,16.0,80.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,322.0,5.0,2.0,0.0,85.0,0,0
Dustin Martin,11.0,8.0,19.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,8.0,10.0,13.0,68.4,2.0,1.0,1.0,0.0,1.0,0.0,5.0,196.0,3.0,2.0,0.0,81.0,0,0
Dion Prestia,10.0,7.0,17.0,6.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,3.0,0.0,4.0,3.0,17.0,13.0,76.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,263.0,3.0,1.0,2.0,84.0,0,0
Maverick Weller,8.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,7.0,10.0,11.0,68.8,1.0,0.0,2.0,0.0,0.0,0.0,1.0,275.0,6.0,1.0,0.0,78.0,0,0
Jayden Short,15.0,1.0,16.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,10.0,14.0,87.5,0.0,1.0,1.0,1.0,0.0,1.0,5.0,447.0,2.0,3.0,0.0,78.0,0,0
Jack Graham,7.0,9.0,16.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,5.0,11.0,10.0,62.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,79.0,3.0,0.0,0.0,85.0,0,0
Nick Vlastuin,9.0,6.0,15.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,4.0,5.0,8.0,12.0,80.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,239.0,2.0,9.0,0.0,86.0,0,0
Toby Nankervis,8.0,7.0,15.0,4.0,0.0,0.0,4.0,23.0,0.0,3.0,4.0,4.0,1.0,2.0,3.0,8.0,6.0,10.0,66.7,0.0,0.0,3.0,0.0,2.0,2.0,2.0,182.0,2.0,4.0,0.0,87.0,0,0
Kane Lambert,8.0,6.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,10.0,9.0,64.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,214.0,4.0,4.0,1.0,83.0,0,0
Jason Castagna,6.0,6.0,12.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,9.0,6.0,50.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,215.0,3.0,1.0,0.0,68.0,0,0
Daniel Rioli,4.0,8.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,7.0,9.0,75.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,243.0,3.0,1.0,0.0,79.0,0,0
Jack Riewoldt,8.0,3.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,2.0,0.0,1.0,0.0,4.0,7.0,8.0,72.7,0.0,0.0,0.0,0.0,2.0,2.0,2.0,269.0,4.0,0.0,0.0,81.0,0,0
Dylan Grimes,5.0,6.0,11.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,8.0,10.0,90.9,1.0,0.0,7.0,0.0,0.0,1.0,3.0,216.0,2.0,9.0,0.0,83.0,0,0
Kamdyn Mcintosh,8.0,3.0,11.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,8.0,72.7,0.0,0.0,3.0,0.0,0.0,0.0,2.0,217.0,2.0,2.0,1.0,71.0,0,0
Tom Lynch,9.0,1.0,10.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,6.0,6.0,60.0,2.0,3.0,2.0,0.0,0.0,0.0,6.0,232.0,5.0,0.0,0.0,86.0,0,0
David Astbury,6.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,8.0,88.9,0.0,0.0,3.0,0.0,0.0,0.0,2.0,224.0,3.0,4.0,0.0,95.0,0,0
Jack Higgins,5.0,4.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,6.0,66.7,0.0,1.0,2.0,0.0,0.0,2.0,3.0,188.0,3.0,0.0,1.0,74.0,0,0
Daniel Butler,5.0,3.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,6.0,5.0,62.5,0.0,0.0,2.0,0.0,0.0,0.0,1.0,172.0,4.0,1.0,0.0,75.0,0,0
Oleg Markov,6.0,2.0,8.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,4.0,3.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,177.0,2.0,1.0,1.0,86.0,0,0
Nathan Broad,5.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,5.0,4.0,5.0,62.5,0.0,0.0,8.0,0.0,0.0,0.0,1.0,92.0,2.0,6.0,0.0,82.0,0,0
Adam Treloar,18.0,21.0,39.0,6.0,1.0,0.0,7.0,0.0,0.0,6.0,5.0,2.0,1.0,4.0,0.0,12.0,28.0,32.0,82.1,0.0,0.0,0.0,1.0,1.0,4.0,5.0,196.0,2.0,4.0,1.0,73.0,1,1
Dayne Beams,18.0,18.0,36.0,9.0,0.0,0.0,3.0,0.0,1.0,7.0,5.0,4.0,2.0,2.0,1.0,9.0,28.0,29.0,80.6,0.0,0.0,0.0,0.0,3.0,2.0,7.0,261.0,4.0,2.0,0.0,75.0,1,2
Christopher Mayne,18.0,15.0,33.0,11.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,26.0,30.0,90.9,0.0,0.0,3.0,0.0,0.0,1.0,8.0,253.0,1.0,6.0,0.0,85.0,1,0
Jack Crisp,24.0,8.0,32.0,14.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,6.0,4.0,3.0,1.0,9.0,23.0,25.0,78.1,1.0,0.0,2.0,0.0,0.0,1.0,8.0,532.0,6.0,8.0,0.0,87.0,1,0
Scott Pendlebury,18.0,13.0,31.0,4.0,1.0,0.0,3.0,0.0,1.0,8.0,6.0,2.0,0.0,1.0,1.0,13.0,20.0,26.0,83.9,0.0,0.0,3.0,0.0,5.0,1.0,11.0,536.0,2.0,1.0,2.0,78.0,1,0
Tom Phillips,18.0,7.0,25.0,10.0,1.0,0.0,3.0,0.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,5.0,20.0,21.0,84.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,417.0,5.0,2.0,3.0,85.0,1,0
Brodie Grundy,8.0,15.0,23.0,7.0,0.0,0.0,2.0,28.0,1.0,2.0,6.0,3.0,2.0,4.0,1.0,11.0,14.0,21.0,91.3,1.0,0.0,4.0,0.0,2.0,4.0,4.0,149.0,2.0,3.0,1.0,92.0,1,0
James Aish,13.0,10.0,23.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,6.0,3.0,0.0,0.0,5.0,17.0,15.0,65.2,0.0,0.0,0.0,0.0,0.0,1.0,8.0,219.0,4.0,4.0,1.0,88.0,1,0
Steele Sidebottom,12.0,9.0,21.0,12.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,20.0,17.0,81.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,286.0,3.0,2.0,0.0,89.0,1,0
Levi Greenwood,12.0,8.0,20.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,16.0,17.0,85.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,252.0,5.0,3.0,0.0,85.0,1,0
