Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Jackson Macrae,10.0,14.0,24.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,1.0,5.0,2.0,0.0,8.0,16.0,18.0,75.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,331.0,2.0,2.0,0.0,89.0,0.5,Home,0
Thomas Liberatore,9.0,14.0,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,2.0,9.0,14.0,16.0,69.6,0.0,0.0,0.0,0.0,3.0,2.0,8.0,236.0,5.0,1.0,0.0,89.0,0.5,Home,2
Jason Johannisen,15.0,7.0,22.0,5.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0,5.0,15.0,17.0,77.3,0.0,0.0,2.0,0.0,0.0,1.0,8.0,422.0,5.0,5.0,0.0,85.0,0.5,Home,0
Toby McLean,10.0,12.0,22.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,7.0,15.0,16.0,72.7,0.0,0.0,0.0,0.0,0.0,2.0,3.0,332.0,4.0,3.0,0.0,87.0,0.5,Home,0
Caleb Daniel,12.0,10.0,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,15.0,19.0,86.4,0.0,0.0,3.0,0.0,0.0,1.0,10.0,409.0,4.0,7.0,0.0,85.0,0.5,Home,0
Timothy English,9.0,13.0,22.0,8.0,0.0,1.0,2.0,15.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,13.0,14.0,63.6,3.0,1.0,2.0,0.0,1.0,1.0,7.0,174.0,2.0,5.0,0.0,97.0,0.5,Home,0
Patrick Lipinski,7.0,13.0,20.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,13.0,14.0,70.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,142.0,3.0,3.0,1.0,84.0,0.5,Home,0
Hayden Crozier,11.0,4.0,15.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,5.0,12.0,14.0,93.3,0.0,0.0,6.0,0.0,0.0,1.0,2.0,366.0,4.0,5.0,0.0,82.0,0.5,Home,0
Bailey Williams,8.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,7.0,12.0,80.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,382.0,2.0,6.0,0.0,85.0,0.5,Home,0
Rhylee West,5.0,10.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,11.0,13.0,86.7,0.0,0.0,2.0,0.0,0.0,0.0,7.0,95.0,2.0,1.0,1.0,85.0,0.5,Home,0
Easton Wood,8.0,6.0,14.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0,8.0,11.0,78.6,4.0,0.0,4.0,2.0,0.0,0.0,1.0,177.0,4.0,9.0,0.0,82.0,0.5,Home,1
Lin Jong,3.0,10.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,9.0,12.0,92.3,3.0,1.0,1.0,0.0,0.0,0.0,6.0,66.0,1.0,1.0,0.0,74.0,0.5,Home,0
Laitham Vandermeer,9.0,4.0,13.0,3.0,1.0,0.0,6.0,0.0,1.0,6.0,3.0,2.0,1.0,2.0,0.0,6.0,7.0,9.0,69.2,0.0,1.0,0.0,0.0,1.0,2.0,6.0,458.0,4.0,0.0,0.0,62.0,0.5,Home,0
Alex Keath,7.0,5.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,8.0,10.0,83.3,1.0,0.0,5.0,0.0,0.0,0.0,1.0,212.0,5.0,5.0,0.0,100.0,0.5,Home,0
Marcus Bontempelli,4.0,8.0,12.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,6.0,7.0,7.0,58.3,0.0,0.0,4.0,0.0,1.0,1.0,3.0,112.0,4.0,1.0,0.0,79.0,0.5,Home,0
Bailey Dale,7.0,5.0,12.0,3.0,1.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,7.0,7.0,58.3,2.0,3.0,3.0,0.0,0.0,1.0,6.0,242.0,2.0,1.0,1.0,87.0,0.5,Home,0
Ed Richards,5.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,2.0,2.0,7.0,5.0,8.0,66.7,0.0,0.0,2.0,1.0,0.0,3.0,4.0,163.0,2.0,3.0,0.0,74.0,0.5,Home,0
Zaine Cordy,7.0,4.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,9.0,8.0,72.7,0.0,0.0,8.0,0.0,0.0,0.0,2.0,200.0,2.0,4.0,0.0,94.0,0.5,Home,0
Josh Schache,7.0,4.0,11.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,6.0,8.0,72.7,0.0,2.0,1.0,0.0,0.0,0.0,5.0,207.0,1.0,2.0,0.0,93.0,0.5,Home,0
Mitchell Wallis,6.0,4.0,10.0,6.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,9.0,90.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,148.0,1.0,0.0,1.0,82.0,0.5,Home,0
Josh Bruce,7.0,3.0,10.0,6.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,10.0,100.0,3.0,4.0,2.0,0.0,0.0,0.0,9.0,180.0,0.0,0.0,0.0,93.0,0.5,Home,3
Bailey Smith,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,0.0,0.0,13.0,0.5,Home,0
Jy Simpkin,6.0,14.0,20.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,5.0,1.0,0.0,2.0,0.0,9.0,12.0,16.0,80.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,226.0,2.0,1.0,1.0,80.0,0.5,Away,0
Trent Dumont,13.0,5.0,18.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,13.0,12.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,390.0,5.0,3.0,1.0,84.0,0.5,Away,0
Robbie Tarrant,15.0,2.0,17.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,2.0,2.0,13.0,14.0,82.4,1.0,0.0,3.0,0.0,0.0,0.0,3.0,472.0,4.0,7.0,0.0,97.0,0.5,Away,0
Joshua Walker,7.0,10.0,17.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,9.0,5.0,11.0,64.7,2.0,0.0,6.0,0.0,0.0,0.0,3.0,89.0,5.0,12.0,0.0,95.0,0.5,Away,0
