Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Luke Ryan,17.0,8.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,3.0,19.0,23.0,92.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,400.0,2.0,7.0,0.0,100.0,0,Home,0
Caleb Serong,13.0,12.0,25.0,4.0,0.0,0.0,6.0,0.0,1.0,6.0,3.0,2.0,1.0,2.0,0.0,12.0,15.0,17.0,68.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,346.0,5.0,2.0,2.0,79.0,0,Home,0
Nathan Fyfe,10.0,13.0,23.0,4.0,2.0,0.0,4.0,0.0,0.0,5.0,6.0,5.0,1.0,0.0,2.0,12.0,11.0,18.0,78.3,1.0,1.0,2.0,0.0,3.0,3.0,4.0,333.0,3.0,1.0,0.0,71.0,0,Home,2
Blake Acres,15.0,7.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,5.0,17.0,15.0,68.2,0.0,0.0,0.0,0.0,1.0,1.0,4.0,500.0,5.0,1.0,0.0,85.0,0,Home,0
Stephen Hill,13.0,6.0,19.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,3.0,16.0,13.0,68.4,0.0,0.0,2.0,0.0,0.0,0.0,3.0,344.0,2.0,3.0,1.0,88.0,0,Home,0
Adam Cerra,9.0,9.0,18.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,6.0,11.0,13.0,72.2,0.0,0.0,1.0,0.0,2.0,2.0,1.0,241.0,1.0,0.0,0.0,68.0,0,Home,0
Ethan Hughes,8.0,9.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,5.0,11.0,15.0,88.2,1.0,0.0,3.0,0.0,0.0,1.0,1.0,212.0,2.0,5.0,0.0,82.0,0,Home,0
Nathan Wilson,12.0,4.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,4.0,10.0,13.0,81.2,0.0,0.0,2.0,0.0,0.0,1.0,4.0,351.0,2.0,4.0,0.0,83.0,0,Home,0
Andrew Brayshaw,4.0,12.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,4.0,1.0,0.0,7.0,9.0,13.0,81.2,0.0,0.0,1.0,2.0,2.0,3.0,1.0,112.0,2.0,1.0,1.0,63.0,0,Home,0
Sean Darcy,4.0,11.0,15.0,2.0,1.0,1.0,1.0,28.0,1.0,1.0,4.0,4.0,0.0,0.0,3.0,13.0,4.0,12.0,80.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,79.0,2.0,3.0,0.0,86.0,0,Home,0
James Aish,10.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,12.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,212.0,0.0,1.0,0.0,84.0,0,Home,0
Jesse Hogan,7.0,6.0,13.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,7.0,9.0,69.2,0.0,2.0,1.0,0.0,0.0,0.0,4.0,121.0,2.0,1.0,3.0,98.0,0,Home,0
Reece Conca,8.0,3.0,11.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,9.0,81.8,0.0,1.0,1.0,0.0,0.0,1.0,2.0,150.0,1.0,1.0,2.0,85.0,0,Home,0
Brennan Cox,4.0,6.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,10.0,100.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,89.0,0,Home,0
Lachlan Schultz,8.0,2.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,4.0,4.0,8.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,207.0,5.0,1.0,0.0,89.0,0,Home,0
Taylin Duman,8.0,1.0,9.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,6.0,7.0,77.8,0.0,0.0,2.0,0.0,0.0,0.0,1.0,31.0,1.0,5.0,0.0,75.0,0,Home,0
David Mundy,4.0,4.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,75.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,95.0,2.0,0.0,0.0,65.0,0,Home,0
Travis Colyer,4.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,5.0,5.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,3.0,1.0,0.0,76.0,0,Home,0
Rory Lobb,5.0,2.0,7.0,4.0,0.0,1.0,1.0,15.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,4.0,4.0,57.1,2.0,1.0,1.0,0.0,0.0,0.0,3.0,82.0,0.0,1.0,1.0,100.0,0,Home,0
