Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Matt Crouch,17.0,19.0,36.0,7.0,0.0,2.0,3.0,0.0,0.0,4.0,9.0,0.0,1.0,1.0,0.0,16.0,21.0,28.0,77.8,0.0,0.0,1.0,0.0,7.0,2.0,9.0,365.0,2.0,3.0,0.0,73.0,1,1
Rory Sloane,15.0,17.0,32.0,7.0,1.0,0.0,8.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,15.0,17.0,25.0,78.1,2.0,1.0,3.0,0.0,1.0,2.0,11.0,406.0,5.0,3.0,1.0,79.0,1,2
Rory Laird,11.0,19.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,26.0,25.0,83.3,0.0,0.0,0.0,0.0,0.0,1.0,8.0,314.0,3.0,7.0,0.0,77.0,1,0
Jake Lever,19.0,11.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,23.0,27.0,90.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,250.0,1.0,9.0,0.0,87.0,1,0
Jarryd Lyons,16.0,12.0,28.0,4.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,9.0,19.0,20.0,71.4,0.0,0.0,0.0,0.0,3.0,1.0,7.0,439.0,2.0,3.0,0.0,74.0,1,0
Daniel Talia,18.0,8.0,26.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,24.0,24.0,92.3,1.0,0.0,3.0,0.0,0.0,0.0,9.0,301.0,4.0,9.0,0.0,96.0,1,0
Sam Jacobs,16.0,8.0,24.0,6.0,1.0,1.0,4.0,27.0,0.0,7.0,3.0,1.0,0.0,2.0,0.0,7.0,14.0,17.0,70.8,1.0,1.0,5.0,0.0,0.0,3.0,12.0,334.0,5.0,2.0,2.0,79.0,1,0
Brodie Smith,16.0,8.0,24.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,3.0,2.0,2.0,0.0,5.0,19.0,14.0,58.3,1.0,0.0,1.0,1.0,0.0,0.0,8.0,591.0,4.0,3.0,0.0,86.0,1,0
Josh Jenkins,20.0,4.0,24.0,13.0,7.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,14.0,20.0,83.3,3.0,9.0,3.0,0.0,0.0,0.0,16.0,356.0,1.0,1.0,0.0,93.0,1,3
Luke Brown,12.0,12.0,24.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,9.0,16.0,23.0,95.8,0.0,0.0,0.0,0.0,1.0,0.0,5.0,66.0,1.0,7.0,0.0,81.0,1,0
Paul Seedsman,14.0,8.0,22.0,10.0,1.0,0.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,2.0,0.0,4.0,19.0,20.0,90.9,0.0,0.0,1.0,2.0,1.0,0.0,8.0,483.0,1.0,1.0,0.0,78.0,1,0
Taylor Walker,15.0,6.0,21.0,10.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,10.0,15.0,71.4,3.0,5.0,2.0,0.0,0.0,0.0,14.0,249.0,2.0,2.0,0.0,87.0,1,0
Tom Lynch,11.0,10.0,21.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,16.0,13.0,61.9,0.0,2.0,0.0,0.0,0.0,1.0,7.0,248.0,6.0,1.0,0.0,87.0,1,0
Ricky Henderson,10.0,10.0,20.0,7.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,8.0,12.0,16.0,80.0,1.0,1.0,2.0,0.0,0.0,3.0,10.0,299.0,3.0,3.0,0.0,80.0,1,0
Rory Atkins,13.0,6.0,19.0,8.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,6.0,13.0,14.0,73.7,0.0,1.0,0.0,1.0,0.0,1.0,7.0,246.0,3.0,2.0,0.0,78.0,1,0
Kyle Hartigan,9.0,10.0,19.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,15.0,17.0,89.5,2.0,0.0,7.0,0.0,0.0,0.0,3.0,241.0,1.0,5.0,0.0,83.0,1,0
Kyle Cheney,12.0,6.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,15.0,16.0,88.9,0.0,0.0,4.0,0.0,0.0,0.0,5.0,232.0,3.0,4.0,0.0,88.0,1,0
