Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Kade Simpson,21.0,7.0,28.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,6.0,20.0,25.0,89.3,0.0,0.0,2.0,2.0,0.0,1.0,5.0,477.0,4.0,7.0,0.0,94.0,0,Home,2
Matthew Wright,16.0,8.0,24.0,5.0,1.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,10.0,14.0,15.0,62.5,0.0,1.0,1.0,0.0,2.0,1.0,4.0,383.0,5.0,2.0,0.0,81.0,0,Home,0
Edward Curnow,12.0,11.0,23.0,5.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,10.0,12.0,19.0,82.6,0.0,0.0,1.0,0.0,0.0,1.0,3.0,94.0,2.0,5.0,1.0,89.0,0,Home,0
Sam Docherty,12.0,11.0,23.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,3.0,5.0,14.0,21.0,91.3,1.0,0.0,1.0,2.0,0.0,1.0,4.0,507.0,4.0,4.0,0.0,93.0,0,Home,0
Dale Thomas,13.0,9.0,22.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,1.0,3.0,2.0,1.0,10.0,12.0,14.0,63.6,0.0,0.0,0.0,1.0,2.0,4.0,3.0,343.0,3.0,3.0,0.0,78.0,0,Home,0
Bryce Gibbs,15.0,7.0,22.0,5.0,2.0,1.0,4.0,2.0,0.0,5.0,4.0,2.0,2.0,2.0,1.0,10.0,13.0,12.0,54.5,0.0,3.0,0.0,0.0,0.0,4.0,6.0,337.0,3.0,2.0,0.0,79.0,0,Home,0
Patrick Cripps,4.0,17.0,21.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,11.0,10.0,15.0,71.4,0.0,0.0,0.0,0.0,1.0,4.0,4.0,-21.0,4.0,3.0,1.0,84.0,0,Home,0
Jed Lamb,12.0,8.0,20.0,7.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,16.0,16.0,80.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,367.0,4.0,1.0,0.0,82.0,0,Home,0
Sam Kerridge,8.0,12.0,20.0,5.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,4.0,16.0,11.0,55.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,249.0,4.0,1.0,0.0,92.0,0,Home,0
Ciaran Byrne,10.0,9.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,6.0,12.0,14.0,73.7,0.0,0.0,4.0,0.0,0.0,1.0,1.0,248.0,5.0,5.0,0.0,70.0,0,Home,0
