Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Tom Mitchell,11.0,14.0,25.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0,3.0,3.0,3.0,0.0,14.0,10.0,21.0,84.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,254.0,3.0,4.0,0.0,89.0,1,Home,0
Liam Shiels,15.0,9.0,24.0,4.0,0.0,0.0,6.0,0.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,7.0,18.0,19.0,79.2,1.0,1.0,1.0,0.0,1.0,0.0,4.0,446.0,7.0,5.0,1.0,77.0,1,Home,1
Jaeger O'Meara,11.0,12.0,23.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,2.0,14.0,10.0,13.0,56.5,1.0,0.0,0.0,0.0,3.0,1.0,0.0,299.0,9.0,5.0,0.0,77.0,1,Home,0
Chad Wingard,14.0,6.0,20.0,5.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,8.0,12.0,14.0,70.0,2.0,2.0,0.0,2.0,0.0,1.0,7.0,538.0,2.0,1.0,1.0,81.0,1,Home,3
Isaac Smith,12.0,7.0,19.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,0.0,7.0,10.0,15.0,78.9,0.0,0.0,1.0,0.0,0.0,2.0,6.0,349.0,4.0,6.0,1.0,82.0,1,Home,0
James Worpel,13.0,6.0,19.0,5.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,7.0,14.0,13.0,68.4,0.0,0.0,2.0,0.0,1.0,1.0,7.0,333.0,2.0,1.0,1.0,78.0,1,Home,0
James Sicily,15.0,2.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,1.0,1.0,5.0,10.0,10.0,58.8,1.0,0.0,5.0,0.0,0.0,1.0,1.0,468.0,10.0,9.0,0.0,88.0,1,Home,0
Jack Gunston,13.0,3.0,16.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,1.0,4.0,8.0,12.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,442.0,2.0,7.0,0.0,80.0,1,Home,0
Tom Scully,9.0,6.0,15.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,3.0,13.0,9.0,60.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,311.0,4.0,1.0,0.0,87.0,1,Home,0
Oliver Hanrahan,9.0,6.0,15.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,8.0,7.0,46.7,0.0,1.0,1.0,1.0,0.0,0.0,8.0,144.0,4.0,0.0,0.0,67.0,1,Home,0
