Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Gary Ablett,17.0,15.0,32.0,5.0,1.0,0.0,5.0,0.0,0.0,9.0,3.0,9.0,2.0,1.0,1.0,6.0,25.0,20.0,62.5,0.0,0.0,2.0,1.0,2.0,1.0,9.0,483.0,8.0,2.0,0.0,86.0,1,0
Aaron Hall,22.0,10.0,32.0,10.0,1.0,2.0,8.0,0.0,0.0,2.0,3.0,3.0,7.0,0.0,0.0,6.0,26.0,24.0,75.0,1.0,0.0,1.0,1.0,0.0,3.0,10.0,569.0,5.0,3.0,3.0,77.0,1,3
Jarrod Harbrow,12.0,18.0,30.0,6.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,8.0,22.0,23.0,76.7,0.0,0.0,4.0,1.0,1.0,0.0,4.0,336.0,4.0,9.0,0.0,87.0,1,0
Michael Barlow,15.0,14.0,29.0,6.0,1.0,0.0,6.0,0.0,0.0,4.0,4.0,4.0,2.0,0.0,3.0,10.0,18.0,18.0,62.1,0.0,0.0,1.0,0.0,1.0,3.0,6.0,328.0,5.0,4.0,1.0,83.0,1,2
Jarryd Lyons,14.0,14.0,28.0,1.0,1.0,0.0,4.0,0.0,1.0,5.0,5.0,3.0,0.0,1.0,0.0,13.0,15.0,21.0,75.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,329.0,4.0,2.0,0.0,70.0,1,0
Matthew Rosa,10.0,16.0,26.0,11.0,0.0,1.0,6.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,7.0,18.0,20.0,76.9,0.0,1.0,0.0,0.0,0.0,1.0,6.0,233.0,3.0,4.0,2.0,85.0,1,0
Steven May,17.0,9.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,5.0,16.0,24.0,92.3,1.0,0.0,6.0,3.0,0.0,1.0,7.0,511.0,5.0,9.0,0.0,87.0,1,0
David Swallow,11.0,12.0,23.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,10.0,2.0,1.0,1.0,0.0,20.0,3.0,17.0,73.9,3.0,0.0,1.0,0.0,4.0,6.0,5.0,157.0,3.0,2.0,0.0,67.0,1,0
Tom Lynch,12.0,10.0,22.0,8.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,12.0,16.0,72.7,2.0,2.0,2.0,0.0,0.0,0.0,13.0,318.0,2.0,1.0,0.0,98.0,1,0
Alex Sexton,15.0,7.0,22.0,8.0,2.0,0.0,3.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,1.0,4.0,19.0,16.0,72.7,0.0,0.0,2.0,0.0,0.0,2.0,11.0,530.0,6.0,1.0,0.0,84.0,1,0
