Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Bryce Gibbs,21.0,15.0,36.0,5.0,0.0,0.0,9.0,0.0,1.0,4.0,9.0,3.0,4.0,1.0,1.0,15.0,19.0,24.0,66.7,0.0,0.0,1.0,1.0,3.0,6.0,8.0,522.0,5.0,2.0,1.0,79.0,0,Home,2
Matt Crouch,13.0,23.0,36.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,7.0,3.0,0.0,2.0,0.0,18.0,17.0,23.0,63.9,0.0,0.0,1.0,0.0,3.0,4.0,5.0,359.0,5.0,6.0,0.0,77.0,0,Home,0
Rory Laird,17.0,13.0,30.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,4.0,6.0,1.0,1.0,14.0,16.0,22.0,73.3,0.0,0.0,1.0,2.0,0.0,3.0,4.0,472.0,9.0,9.0,0.0,90.0,0,Home,0
Sam Gibson,14.0,11.0,25.0,5.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,10.0,16.0,14.0,56.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,355.0,4.0,1.0,0.0,80.0,0,Home,0
Hugh Greenwood,9.0,11.0,20.0,3.0,0.0,2.0,7.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,17.0,3.0,14.0,70.0,2.0,0.0,1.0,0.0,1.0,3.0,6.0,240.0,3.0,5.0,1.0,74.0,0,Home,0
Richard Douglas,11.0,8.0,19.0,0.0,2.0,4.0,3.0,0.0,1.0,7.0,2.0,3.0,0.0,4.0,3.0,11.0,9.0,10.0,52.6,0.0,0.0,3.0,0.0,0.0,2.0,13.0,361.0,2.0,1.0,1.0,71.0,0,Home,0
Cameron E-Yolmen,6.0,12.0,18.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,13.0,5.0,13.0,72.2,0.0,0.0,4.0,0.0,3.0,5.0,3.0,123.0,1.0,0.0,0.0,75.0,0,Home,0
Tom Doedee,9.0,9.0,18.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,10.0,11.0,61.1,0.0,0.0,8.0,0.0,0.0,2.0,1.0,303.0,8.0,6.0,0.0,92.0,0,Home,0
Paul Seedsman,7.0,9.0,16.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,11.0,7.0,12.0,75.0,1.0,0.0,5.0,1.0,1.0,2.0,4.0,318.0,1.0,5.0,0.0,83.0,0,Home,0
Eddie Betts,8.0,7.0,15.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,10.0,4.0,9.0,60.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,192.0,2.0,1.0,0.0,87.0,0,Home,0
David MacKay,10.0,4.0,14.0,3.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,9.0,64.3,0.0,0.0,2.0,1.0,0.0,1.0,3.0,334.0,3.0,0.0,0.0,88.0,0,Home,0
Daniel Talia,8.0,6.0,14.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,7.0,6.0,12.0,85.7,2.0,0.0,9.0,0.0,0.0,0.0,4.0,147.0,1.0,8.0,0.0,95.0,0,Home,0
Rory Atkins,12.0,2.0,14.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,2.0,0.0,1.0,5.0,9.0,7.0,50.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,387.0,5.0,1.0,0.0,88.0,0,Home,0
Wayne Milera,12.0,2.0,14.0,6.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,6.0,12.0,7.0,50.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,377.0,0.0,0.0,0.0,80.0,0,Home,0
