Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Taylor Adams,19.0,13.0,32.0,4.0,0.0,0.0,6.0,0.0,0.0,9.0,7.0,7.0,2.0,3.0,2.0,15.0,18.0,19.0,59.4,1.0,0.0,0.0,0.0,3.0,4.0,7.0,491.0,6.0,2.0,0.0,85.0,0,0
Jack Crisp,18.0,12.0,30.0,9.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,9.0,2.0,2.0,3.0,10.0,22.0,21.0,70.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,466.0,6.0,6.0,0.0,79.0,0,1
Scott Pendlebury,10.0,19.0,29.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,3.0,2.0,2.0,1.0,15.0,13.0,22.0,75.9,0.0,0.0,1.0,0.0,7.0,1.0,5.0,160.0,3.0,3.0,0.0,79.0,0,0
Brayden Maynard,22.0,5.0,27.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,1.0,4.0,19.0,24.0,88.9,0.0,0.0,2.0,1.0,0.0,0.0,3.0,661.0,5.0,5.0,0.0,87.0,0,0
Steele Sidebottom,13.0,12.0,25.0,10.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,5.0,21.0,22.0,88.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,362.0,2.0,1.0,1.0,86.0,0,0
Christopher Mayne,16.0,8.0,24.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,17.0,22.0,91.7,1.0,0.0,2.0,0.0,1.0,0.0,3.0,198.0,2.0,7.0,0.0,86.0,0,0
Brodie Grundy,8.0,14.0,22.0,7.0,2.0,0.0,3.0,27.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,9.0,13.0,15.0,68.2,3.0,3.0,2.0,0.0,1.0,1.0,7.0,219.0,2.0,3.0,0.0,79.0,0,0
Jordan Roughead,15.0,4.0,19.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,15.0,18.0,94.7,0.0,0.0,4.0,0.0,0.0,0.0,2.0,216.0,3.0,6.0,0.0,97.0,0,0
Jack Madgen,11.0,8.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,8.0,9.0,15.0,78.9,0.0,0.0,6.0,1.0,0.0,0.0,2.0,291.0,6.0,9.0,0.0,87.0,0,0
Josh Daicos,8.0,10.0,18.0,5.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,4.0,15.0,13.0,72.2,0.0,0.0,0.0,0.0,0.0,1.0,3.0,148.0,3.0,2.0,0.0,81.0,0,0
