Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Ben Cunnington,7.0,20.0,27.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,1.0,23.0,4.0,17.0,63.0,1.0,0.0,2.0,0.0,2.0,8.0,6.0,158.0,3.0,4.0,1.0,79.0,1,Home,0
Jack Ziebell,16.0,10.0,26.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,7.0,7.0,1.0,0.0,3.0,16.0,12.0,13.0,50.0,0.0,0.0,3.0,0.0,4.0,3.0,5.0,471.0,5.0,2.0,0.0,79.0,1,Home,0
Sam Gibson,11.0,14.0,25.0,3.0,0.0,0.0,6.0,0.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,21.0,19.0,76.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,375.0,2.0,3.0,3.0,83.0,1,Home,0
Robbie Tarrant,16.0,8.0,24.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,5.0,5.0,2.0,3.0,7.0,15.0,18.0,75.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,495.0,3.0,10.0,1.0,91.0,1,Home,0
Nick Dal Santo,12.0,9.0,21.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,6.0,0.0,4.0,2.0,0.0,9.0,11.0,15.0,71.4,0.0,1.0,1.0,1.0,2.0,4.0,6.0,287.0,0.0,1.0,0.0,80.0,1,Home,0
Jarrad Waite,14.0,6.0,20.0,7.0,3.0,1.0,6.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,11.0,9.0,14.0,70.0,3.0,3.0,1.0,0.0,0.0,0.0,10.0,257.0,2.0,1.0,3.0,98.0,1,Home,1
Daniel Wells,14.0,4.0,18.0,5.0,0.0,0.0,7.0,0.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,9.0,9.0,15.0,83.3,0.0,0.0,1.0,0.0,2.0,4.0,11.0,498.0,3.0,2.0,1.0,79.0,1,Home,0
Shaun Higgins,8.0,10.0,18.0,5.0,1.0,0.0,9.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,16.0,88.9,1.0,1.0,0.0,0.0,0.0,1.0,5.0,338.0,4.0,2.0,3.0,86.0,1,Home,0
Michael Firrito,10.0,7.0,17.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,12.0,16.0,94.1,1.0,0.0,7.0,1.0,0.0,0.0,3.0,244.0,4.0,9.0,0.0,90.0,1,Home,0
Andrew Swallow,9.0,8.0,17.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,11.0,9.0,9.0,52.9,0.0,0.0,3.0,0.0,0.0,2.0,3.0,144.0,5.0,7.0,0.0,77.0,1,Home,0
Shaun Atley,10.0,7.0,17.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,4.0,13.0,12.0,70.6,0.0,0.0,3.0,5.0,0.0,0.0,4.0,346.0,4.0,3.0,0.0,84.0,1,Home,0
Brent Harvey,12.0,4.0,16.0,5.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,13.0,15.0,93.8,0.0,0.0,1.0,1.0,0.0,1.0,5.0,343.0,2.0,1.0,0.0,84.0,1,Home,0
Samuel Wright,8.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,1.0,5.0,10.0,12.0,80.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,258.0,2.0,4.0,0.0,91.0,1,Home,0
Jamie MacMillan,11.0,4.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,6.0,9.0,11.0,73.3,0.0,0.0,5.0,3.0,0.0,2.0,4.0,412.0,5.0,4.0,0.0,81.0,1,Home,0
Lindsay Thomas,10.0,4.0,14.0,4.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,6.0,7.0,7.0,50.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,225.0,3.0,2.0,1.0,76.0,1,Home,0
Todd Goldstein,8.0,5.0,13.0,4.0,1.0,0.0,7.0,44.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,8.0,4.0,9.0,69.2,4.0,0.0,2.0,0.0,2.0,1.0,9.0,157.0,2.0,1.0,2.0,92.0,1,Home,3
Scott Thompson,7.0,6.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,10.0,13.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,222.0,1.0,5.0,0.0,88.0,1,Home,0
Luke McDonald,8.0,4.0,12.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,8.0,10.0,83.3,1.0,0.0,2.0,0.0,0.0,0.0,4.0,210.0,2.0,4.0,0.0,89.0,1,Home,0
Taylor Garner,5.0,6.0,11.0,5.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,90.9,1.0,1.0,1.0,0.0,0.0,0.0,5.0,82.0,1.0,2.0,4.0,71.0,1,Home,0
Ben Brown,9.0,2.0,11.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,4.0,7.0,9.0,81.8,1.0,1.0,4.0,0.0,0.0,1.0,5.0,282.0,5.0,1.0,1.0,83.0,1,Home,0
