Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Mark Lecras,20.0,7.0,27.0,9.0,3.0,3.0,1.0,0.0,2.0,5.0,5.0,1.0,0.0,1.0,0.0,9.0,18.0,14.0,51.9,0.0,4.0,3.0,0.0,0.0,5.0,12.0,478.0,5.0,1.0,1.0,88.0,1,3
Luke Shuey,12.0,13.0,25.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,6.0,1.0,1.0,6.0,0.0,11.0,14.0,19.0,76.0,0.0,1.0,1.0,0.0,3.0,3.0,10.0,271.0,5.0,5.0,0.0,68.0,1,1
Matthew Priddis,8.0,15.0,23.0,2.0,0.0,1.0,8.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,3.0,9.0,16.0,15.0,65.2,0.0,0.0,1.0,0.0,1.0,1.0,6.0,353.0,6.0,1.0,1.0,77.0,1,0
Jack Redden,9.0,13.0,22.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,6.0,2.0,0.0,0.0,1.0,14.0,9.0,16.0,72.7,1.0,1.0,2.0,0.0,4.0,2.0,9.0,214.0,3.0,3.0,0.0,82.0,1,0
Bradley Sheppard,12.0,9.0,21.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,4.0,16.0,18.0,85.7,1.0,0.0,2.0,0.0,0.0,0.0,4.0,467.0,2.0,7.0,0.0,82.0,1,0
Andrew Gaff,13.0,8.0,21.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,1.0,1.0,8.0,13.0,17.0,81.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,309.0,3.0,2.0,0.0,86.0,1,0
Mark Hutchings,11.0,8.0,19.0,2.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,8.0,12.0,12.0,63.2,0.0,0.0,0.0,0.0,1.0,2.0,4.0,137.0,3.0,1.0,2.0,74.0,1,0
Shannon Hurn,13.0,4.0,17.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,13.0,16.0,94.1,0.0,0.0,0.0,1.0,0.0,0.0,5.0,394.0,3.0,3.0,0.0,89.0,1,0
Jeremy McGovern,13.0,4.0,17.0,9.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,3.0,14.0,13.0,76.5,2.0,0.0,4.0,0.0,0.0,0.0,4.0,431.0,5.0,7.0,0.0,77.0,1,0
Joshua Kennedy,13.0,3.0,16.0,8.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,8.0,6.0,37.5,3.0,8.0,0.0,0.0,0.0,0.0,10.0,296.0,2.0,1.0,2.0,100.0,1,0
Jack Darling,7.0,9.0,16.0,6.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,9.0,11.0,68.8,0.0,1.0,2.0,0.0,0.0,0.0,8.0,229.0,2.0,1.0,0.0,91.0,1,0
Josh Hill,9.0,6.0,15.0,1.0,1.0,0.0,5.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,12.0,11.0,73.3,0.0,0.0,2.0,2.0,0.0,0.0,8.0,341.0,0.0,1.0,1.0,78.0,1,0
Liam Duggan,8.0,7.0,15.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,13.0,86.7,0.0,1.0,2.0,1.0,1.0,1.0,6.0,255.0,1.0,6.0,1.0,74.0,1,0
Chris Masten,5.0,9.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,10.0,11.0,78.6,0.0,0.0,0.0,0.0,0.0,1.0,2.0,80.0,2.0,3.0,0.0,86.0,1,0
Nicholas Naitanui,8.0,6.0,14.0,1.0,1.0,0.0,3.0,30.0,1.0,2.0,8.0,5.0,0.0,5.0,3.0,14.0,1.0,8.0,57.1,1.0,0.0,4.0,0.0,3.0,5.0,8.0,153.0,6.0,1.0,0.0,66.0,1,0
Scott Lycett,8.0,6.0,14.0,2.0,2.0,1.0,6.0,17.0,1.0,2.0,5.0,1.0,0.0,5.0,1.0,12.0,3.0,9.0,64.3,1.0,2.0,4.0,0.0,3.0,2.0,7.0,160.0,2.0,2.0,1.0,72.0,1,0
Sam Butler,7.0,5.0,12.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,9.0,11.0,91.7,1.0,0.0,1.0,0.0,0.0,0.0,2.0,132.0,1.0,3.0,0.0,76.0,1,0
Jamie Cripps,6.0,5.0,11.0,5.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,11.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,302.0,1.0,2.0,2.0,79.0,1,0
Lewis Jetta,6.0,4.0,10.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,262.0,0.0,3.0,0.0,82.0,1,0
Eric MacKenzie,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,8.0,88.9,0.0,0.0,5.0,0.0,0.0,0.0,1.0,121.0,2.0,2.0,0.0,100.0,1,0
Will Schofield,4.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,80.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,175.0,0.0,2.0,0.0,87.0,1,0
Sharrod Wellingham,5.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,80.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,163.0,0.0,1.0,0.0,85.0,1,0
