Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Zachary Merrett,19.0,14.0,33.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,5.0,7.0,2.0,2.0,9.0,24.0,22.0,66.7,0.0,0.0,1.0,1.0,1.0,2.0,5.0,658.0,5.0,5.0,0.0,88.0,0,2
Michael Hurley,14.0,9.0,23.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,5.0,12.0,19.0,82.6,2.0,0.0,4.0,0.0,0.0,1.0,2.0,379.0,7.0,9.0,0.0,95.0,0,0
Adam Saad,15.0,5.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,5.0,1.0,0.0,5.0,14.0,15.0,75.0,0.0,0.0,3.0,0.0,2.0,1.0,7.0,758.0,6.0,6.0,0.0,81.0,0,0
David Zaharakis,9.0,9.0,18.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,11.0,10.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,254.0,5.0,2.0,0.0,91.0,0,0
Devon Smith,10.0,8.0,18.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,0.0,7.0,9.0,10.0,55.6,0.0,0.0,0.0,0.0,0.0,3.0,5.0,322.0,3.0,0.0,0.0,87.0,0,0
Andrew McGrath,10.0,8.0,18.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,4.0,6.0,3.0,1.0,3.0,9.0,9.0,9.0,50.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,217.0,5.0,4.0,0.0,87.0,0,0
Mason Redman,10.0,7.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,13.0,14.0,82.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,205.0,3.0,2.0,0.0,75.0,0,0
Jordan Ridley,13.0,4.0,17.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,13.0,14.0,82.4,1.0,0.0,8.0,0.0,0.0,1.0,1.0,108.0,0.0,5.0,0.0,86.0,0,0
Brandon Z-Thatcher,9.0,7.0,16.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,10.0,14.0,87.5,0.0,0.0,3.0,0.0,0.0,0.0,2.0,139.0,0.0,4.0,0.0,90.0,0,0
Dylan Shiel,8.0,7.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,2.0,8.0,5.0,4.0,26.7,0.0,0.0,4.0,2.0,0.0,2.0,1.0,248.0,6.0,5.0,0.0,81.0,0,0
Tom Cutler,5.0,8.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,9.0,5.0,7.0,53.8,0.0,0.0,1.0,0.0,0.0,2.0,2.0,82.0,1.0,3.0,0.0,83.0,0,0
Darcy Parish,6.0,7.0,13.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,7.0,6.0,9.0,69.2,0.0,0.0,0.0,0.0,1.0,3.0,4.0,168.0,3.0,1.0,1.0,82.0,0,0
Will Snelling,4.0,9.0,13.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0,6.0,10.0,76.9,0.0,1.0,0.0,0.0,0.0,2.0,4.0,92.0,4.0,1.0,0.0,90.0,0,0
Sam Draper,9.0,4.0,13.0,1.0,1.0,1.0,0.0,16.0,0.0,1.0,6.0,5.0,1.0,3.0,4.0,9.0,3.0,6.0,46.2,0.0,1.0,2.0,0.0,2.0,4.0,3.0,230.0,2.0,1.0,0.0,83.0,0,0
Matt Guelfi,7.0,5.0,12.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,8.0,9.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,135.0,1.0,3.0,1.0,87.0,0,0
Kyle Langford,6.0,5.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,7.0,63.6,1.0,2.0,1.0,0.0,0.0,0.0,4.0,123.0,1.0,0.0,0.0,90.0,0,0
Aaron Francis,6.0,4.0,10.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,7.0,6.0,60.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,144.0,3.0,6.0,0.0,85.0,0,0
Shaun McKernan,7.0,2.0,9.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,4.0,4.0,44.4,0.0,2.0,0.0,0.0,0.0,2.0,3.0,172.0,3.0,0.0,0.0,87.0,0,0
Anthony M-Tipungwuti,9.0,0.0,9.0,3.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,2.0,5.0,6.0,4.0,44.4,0.0,1.0,1.0,2.0,1.0,1.0,4.0,216.0,3.0,0.0,2.0,87.0,0,0
James Stewart,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,68.0,0,0
Conor McKenna,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,167.0,0.0,0.0,0.0,89.0,0,0
Jacob Townsend,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,7.0,0,0
Tim Taranto,16.0,16.0,32.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,5.0,3.0,1.0,0.0,8.0,19.0,16.0,50.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,504.0,5.0,4.0,0.0,84.0,1,3
Stephen Coniglio,15.0,11.0,26.0,3.0,1.0,0.0,5.0,0.0,0.0,3.0,6.0,6.0,2.0,2.0,3.0,11.0,13.0,15.0,57.7,0.0,1.0,1.0,0.0,2.0,4.0,5.0,309.0,1.0,4.0,3.0,85.0,1,1
Lachie Whitfield,11.0,15.0,26.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,7.0,16.0,21.0,80.8,2.0,0.0,2.0,0.0,0.0,3.0,7.0,324.0,5.0,4.0,1.0,91.0,1,0
Jacob Hopper,15.0,8.0,23.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,5.0,2.0,3.0,0.0,10.0,12.0,14.0,60.9,0.0,0.0,0.0,0.0,1.0,0.0,6.0,444.0,7.0,2.0,0.0,66.0,1,0
Joshua Kelly,12.0,10.0,22.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,8.0,13.0,13.0,59.1,0.0,0.0,1.0,0.0,0.0,3.0,4.0,341.0,4.0,2.0,2.0,90.0,1,0
Nick Haynes,14.0,4.0,18.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0,16.0,13.0,72.2,1.0,0.0,8.0,0.0,0.0,0.0,3.0,399.0,4.0,7.0,0.0,94.0,1,0
Harry Perryman,10.0,5.0,15.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,13.0,8.0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,376.0,5.0,2.0,1.0,77.0,1,0
Callan Ward,7.0,7.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,8.0,10.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,243.0,1.0,5.0,1.0,75.0,1,0
Jeremy Cameron,10.0,3.0,13.0,5.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,2.0,3.0,10.0,7.0,53.8,0.0,2.0,2.0,0.0,0.0,0.0,8.0,236.0,2.0,4.0,0.0,92.0,1,0
Zachary Williams,8.0,5.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,7.0,6.0,11.0,84.6,0.0,0.0,2.0,0.0,1.0,2.0,3.0,209.0,2.0,5.0,1.0,67.0,1,0
