Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Dustin Martin,33.0,7.0,40.0,3.0,2.0,1.0,5.0,0.0,0.0,9.0,15.0,4.0,4.0,1.0,0.0,21.0,16.0,17.0,42.5,0.0,1.0,1.0,0.0,5.0,10.0,7.0,821.0,8.0,2.0,1.0,86.0,1,Home,3
Trent Cotchin,21.0,13.0,34.0,3.0,0.0,0.0,5.0,0.0,0.0,6.0,5.0,10.0,5.0,3.0,6.0,19.0,16.0,19.0,55.9,0.0,0.0,3.0,3.0,2.0,3.0,7.0,419.0,5.0,12.0,0.0,76.0,1,Home,2
Reece Conca,16.0,9.0,25.0,6.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,19.0,19.0,76.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,417.0,5.0,4.0,0.0,82.0,1,Home,0
Bachar Houli,16.0,7.0,23.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,9.0,3.0,0.0,6.0,12.0,19.0,82.6,0.0,1.0,2.0,0.0,0.0,0.0,3.0,536.0,6.0,5.0,0.0,85.0,1,Home,0
Jack Riewoldt,17.0,5.0,22.0,8.0,1.0,2.0,4.0,0.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,5.0,13.0,8.0,36.4,1.0,4.0,1.0,0.0,0.0,0.0,5.0,299.0,8.0,1.0,1.0,87.0,1,Home,0
Kamdyn Mcintosh,12.0,10.0,22.0,4.0,0.0,1.0,6.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,10.0,12.0,15.0,68.2,0.0,0.0,1.0,0.0,0.0,2.0,4.0,251.0,4.0,2.0,0.0,81.0,1,Home,0
Shaun Grigg,9.0,12.0,21.0,5.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,14.0,15.0,71.4,0.0,1.0,2.0,0.0,0.0,1.0,4.0,386.0,4.0,1.0,2.0,83.0,1,Home,0
Alex Rance,12.0,8.0,20.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,8.0,11.0,16.0,80.0,2.0,0.0,16.0,0.0,0.0,0.0,2.0,447.0,3.0,12.0,0.0,96.0,1,Home,1
Brandon Ellis,15.0,5.0,20.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,7.0,14.0,17.0,85.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,375.0,3.0,5.0,2.0,84.0,1,Home,0
Kane Lambert,11.0,8.0,19.0,1.0,1.0,0.0,6.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,9.0,12.0,14.0,73.7,0.0,0.0,0.0,0.0,0.0,1.0,5.0,350.0,5.0,6.0,4.0,79.0,1,Home,0
Dion Prestia,7.0,11.0,18.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,7.0,12.0,11.0,61.1,0.0,0.0,3.0,0.0,0.0,2.0,4.0,197.0,1.0,2.0,0.0,80.0,1,Home,0
Toby Nankervis,8.0,10.0,18.0,4.0,0.0,0.0,2.0,21.0,0.0,3.0,4.0,5.0,0.0,0.0,4.0,8.0,10.0,14.0,77.8,0.0,0.0,8.0,0.0,0.0,4.0,1.0,106.0,3.0,4.0,0.0,82.0,1,Home,0
Daniel Butler,9.0,8.0,17.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,7.0,9.0,12.0,70.6,0.0,0.0,0.0,3.0,0.0,0.0,6.0,326.0,3.0,2.0,0.0,89.0,1,Home,0
Jason Castagna,11.0,5.0,16.0,8.0,1.0,1.0,6.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,13.0,9.0,56.2,0.0,3.0,1.0,1.0,0.0,0.0,6.0,287.0,3.0,1.0,3.0,87.0,1,Home,0
Josh Caddy,6.0,9.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,3.0,6.0,6.0,11.0,73.3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,121.0,5.0,2.0,2.0,87.0,1,Home,0
David Astbury,6.0,7.0,13.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,5.0,8.0,10.0,76.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,180.0,3.0,10.0,0.0,100.0,1,Home,0
Jayden Short,7.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,2.0,5.0,7.0,7.0,63.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,218.0,4.0,4.0,0.0,76.0,1,Home,0
Nick Vlastuin,5.0,5.0,10.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,4.0,9.0,90.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,179.0,3.0,3.0,2.0,56.0,1,Home,0
Dylan Grimes,4.0,5.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,5.0,8.0,88.9,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,0.0,6.0,0.0,82.0,1,Home,0
Todd Elton,3.0,6.0,9.0,3.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,4.0,6.0,5.0,55.6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,42.0,3.0,1.0,1.0,68.0,1,Home,0
Daniel Rioli,3.0,6.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,7.0,3.0,8.0,88.9,0.0,0.0,4.0,1.0,0.0,0.0,5.0,127.0,1.0,1.0,0.0,78.0,1,Home,0
Ben Lennon,5.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,6.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,79.0,2.0,2.0,1.0,76.0,1,Home,0
Andrew Gaff,20.0,13.0,33.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,7.0,3.0,6.0,3.0,0.0,17.0,17.0,24.0,72.7,0.0,0.0,3.0,1.0,0.0,7.0,5.0,591.0,6.0,9.0,0.0,90.0,0,Away,0
Luke Shuey,15.0,15.0,30.0,5.0,0.0,0.0,4.0,0.0,0.0,6.0,10.0,4.0,0.0,3.0,3.0,15.0,15.0,21.0,70.0,0.0,0.0,2.0,0.0,5.0,5.0,5.0,363.0,9.0,3.0,1.0,83.0,0,Away,0
