Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Dom Tyson,13.0,18.0,31.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,10.0,21.0,20.0,64.5,0.0,0.0,0.0,0.0,0.0,3.0,7.0,354.0,5.0,6.0,0.0,78.0,0,0
Clayton Oliver,15.0,12.0,27.0,5.0,0.0,2.0,12.0,0.0,0.0,2.0,6.0,4.0,3.0,2.0,3.0,13.0,15.0,17.0,63.0,1.0,2.0,0.0,0.0,2.0,4.0,7.0,413.0,6.0,3.0,2.0,88.0,0,2
James Harmes,12.0,14.0,26.0,4.0,0.0,0.0,5.0,0.0,2.0,6.0,2.0,1.0,2.0,1.0,0.0,12.0,14.0,20.0,76.9,1.0,0.0,2.0,3.0,1.0,1.0,10.0,518.0,4.0,6.0,0.0,79.0,0,0
Angus Brayshaw,14.0,11.0,25.0,4.0,0.0,1.0,7.0,0.0,0.0,3.0,6.0,2.0,2.0,3.0,0.0,15.0,10.0,20.0,80.0,1.0,1.0,3.0,1.0,1.0,5.0,6.0,424.0,1.0,4.0,0.0,80.0,0,0
Nathan Jones,14.0,9.0,23.0,2.0,1.0,0.0,3.0,0.0,1.0,6.0,2.0,7.0,0.0,0.0,2.0,6.0,18.0,12.0,52.2,0.0,0.0,2.0,0.0,1.0,1.0,3.0,407.0,9.0,3.0,0.0,89.0,0,0
Christian Salem,12.0,10.0,22.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,6.0,1.0,1.0,8.0,13.0,21.0,95.5,0.0,0.0,1.0,4.0,1.0,1.0,6.0,373.0,3.0,7.0,0.0,88.0,0,0
Jordan Lewis,10.0,11.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,7.0,13.0,17.0,81.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,364.0,2.0,5.0,0.0,90.0,0,0
Christian Petracca,13.0,7.0,20.0,8.0,1.0,1.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,2.0,7.0,14.0,13.0,65.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,448.0,6.0,0.0,1.0,82.0,0,0
Jesse Hogan,11.0,8.0,19.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,8.0,10.0,8.0,42.1,0.0,3.0,2.0,0.0,0.0,0.0,7.0,226.0,4.0,1.0,0.0,79.0,0,0
Tom McDonald,11.0,6.0,17.0,10.0,2.0,2.0,1.0,9.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,8.0,10.0,12.0,70.6,3.0,4.0,5.0,0.0,0.0,0.0,8.0,391.0,4.0,2.0,1.0,95.0,0,0
Jay K-Harris,5.0,9.0,14.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,6.0,9.0,14.0,100.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,128.0,0.0,3.0,1.0,73.0,0,0
Alex N-Bullen,10.0,4.0,14.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,2.0,4.0,10.0,7.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,343.0,7.0,1.0,1.0,77.0,0,0
Bayley Fritsch,8.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,8.0,12.0,85.7,1.0,0.0,2.0,0.0,0.0,0.0,3.0,169.0,2.0,4.0,0.0,77.0,0,0
Oscar McDonald,6.0,5.0,11.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,7.0,3.0,8.0,72.7,3.0,0.0,5.0,0.0,0.0,0.0,1.0,173.0,3.0,8.0,1.0,96.0,0,0
Jeff Garlett,3.0,7.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,2.0,6.0,60.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,33.0,1.0,2.0,0.0,76.0,0,0
Cameron Pedersen,6.0,4.0,10.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,5.0,6.0,8.0,80.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,146.0,2.0,3.0,0.0,83.0,0,0
Jayden Hunt,6.0,4.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,8.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,223.0,3.0,1.0,0.0,66.0,0,0
Aaron Vandenberg,7.0,3.0,10.0,4.0,3.0,0.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,7.0,4.0,8.0,80.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,126.0,3.0,1.0,1.0,84.0,0,0
Charlie Spargo,4.0,6.0,10.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,6.0,6.0,60.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,95.0,2.0,2.0,2.0,69.0,0,0
Sam Frost,6.0,3.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,88.9,1.0,0.0,5.0,0.0,0.0,0.0,4.0,140.0,0.0,4.0,0.0,97.0,0,0
Neville Jetta,3.0,5.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,7.0,87.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,134.0,1.0,5.0,0.0,76.0,0,0
Max Gawn,4.0,3.0,7.0,2.0,0.0,0.0,1.0,46.0,0.0,3.0,3.0,1.0,0.0,4.0,0.0,8.0,1.0,5.0,71.4,2.0,0.0,9.0,0.0,2.0,1.0,6.0,164.0,2.0,2.0,0.0,80.0,0,0
Jake Lloyd,21.0,10.0,31.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,9.0,17.0,25.0,80.6,1.0,0.0,3.0,1.0,0.0,2.0,7.0,516.0,7.0,7.0,0.0,95.0,1,0
Josh P. Kennedy,12.0,16.0,28.0,4.0,1.0,0.0,7.0,0.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,13.0,14.0,18.0,64.3,0.0,1.0,2.0,0.0,2.0,4.0,10.0,292.0,5.0,2.0,1.0,84.0,1,0
Daniel Hannebery,12.0,14.0,26.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,9.0,17.0,16.0,61.5,0.0,0.0,0.0,0.0,1.0,2.0,6.0,293.0,5.0,2.0,0.0,83.0,1,0
George Hewett,14.0,10.0,24.0,3.0,0.0,0.0,8.0,0.0,1.0,4.0,6.0,3.0,4.0,3.0,2.0,10.0,14.0,20.0,83.3,0.0,0.0,0.0,0.0,1.0,5.0,4.0,333.0,2.0,3.0,0.0,92.0,1,0
Nic Newman,18.0,4.0,22.0,12.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,3.0,6.0,1.0,0.0,6.0,19.0,17.0,77.3,1.0,0.0,4.0,0.0,0.0,0.0,4.0,491.0,6.0,7.0,0.0,81.0,1,0
Harry Cunningham,13.0,7.0,20.0,9.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,7.0,14.0,19.0,95.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,347.0,2.0,5.0,0.0,89.0,1,0
Lance Franklin,16.0,3.0,19.0,9.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,2.0,7.0,14.0,9.0,47.4,4.0,2.0,1.0,1.0,0.0,0.0,10.0,531.0,8.0,0.0,2.0,98.0,1,0
Luke Parker,8.0,11.0,19.0,7.0,0.0,0.0,6.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,9.0,9.0,14.0,73.7,0.0,1.0,3.0,0.0,0.0,2.0,5.0,125.0,1.0,2.0,0.0,88.0,1,0
Isaac Heeney,11.0,8.0,19.0,6.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,10.0,10.0,16.0,84.2,2.0,3.0,2.0,0.0,0.0,0.0,5.0,291.0,3.0,8.0,0.0,87.0,1,3
Oliver Florent,10.0,8.0,18.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,8.0,10.0,12.0,66.7,3.0,0.0,0.0,0.0,0.0,0.0,3.0,188.0,5.0,7.0,0.0,92.0,1,0
Kieren Jack,9.0,7.0,16.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,9.0,13.0,81.2,0.0,0.0,1.0,0.0,1.0,0.0,7.0,127.0,0.0,1.0,1.0,76.0,1,0
Tom Papley,10.0,6.0,16.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,8.0,11.0,11.0,68.8,0.0,0.0,1.0,2.0,0.0,3.0,8.0,358.0,2.0,2.0,1.0,87.0,1,0
Jarrad McVeigh,8.0,7.0,15.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,12.0,14.0,93.3,0.0,0.0,3.0,0.0,0.0,2.0,4.0,212.0,4.0,1.0,0.0,89.0,1,0
