Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Gary Ablett,20.0,16.0,36.0,5.0,0.0,0.0,3.0,0.0,2.0,8.0,6.0,1.0,2.0,1.0,1.0,16.0,19.0,30.0,83.3,0.0,1.0,0.0,0.0,2.0,4.0,9.0,523.0,4.0,4.0,1.0,84.0,1,0
Pearce Hanley,20.0,11.0,31.0,12.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,3.0,1.0,2.0,8.0,24.0,24.0,77.4,0.0,0.0,4.0,3.0,0.0,0.0,5.0,600.0,5.0,8.0,0.0,80.0,1,2
Michael Barlow,15.0,15.0,30.0,7.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,6.0,3.0,1.0,1.0,7.0,21.0,18.0,60.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,367.0,5.0,4.0,1.0,87.0,1,0
Jarryd Lyons,14.0,15.0,29.0,7.0,1.0,0.0,8.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,0.0,14.0,15.0,23.0,79.3,1.0,1.0,0.0,1.0,2.0,6.0,5.0,275.0,5.0,3.0,1.0,72.0,1,3
Steven May,12.0,11.0,23.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,12.0,19.0,82.6,3.0,0.0,4.0,0.0,0.0,0.0,5.0,361.0,3.0,7.0,0.0,91.0,1,0
Aaron Hall,18.0,5.0,23.0,5.0,1.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,4.0,19.0,17.0,73.9,0.0,0.0,2.0,1.0,0.0,0.0,7.0,466.0,4.0,4.0,1.0,82.0,1,0
Jack Martin,18.0,5.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,20.0,17.0,73.9,0.0,2.0,1.0,1.0,0.0,1.0,5.0,147.0,2.0,0.0,0.0,77.0,1,0
Brandon Matera,13.0,9.0,22.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,4.0,17.0,17.0,77.3,0.0,1.0,2.0,1.0,0.0,1.0,8.0,313.0,5.0,3.0,1.0,80.0,1,0
Alex Sexton,15.0,7.0,22.0,8.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,0.0,8.0,15.0,17.0,77.3,0.0,0.0,3.0,0.0,0.0,0.0,7.0,545.0,6.0,4.0,0.0,85.0,1,0
Kade Kolodjashnij,15.0,5.0,20.0,11.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,2.0,19.0,16.0,80.0,0.0,0.0,6.0,1.0,0.0,0.0,9.0,251.0,5.0,4.0,0.0,84.0,1,0
David Swallow,11.0,8.0,19.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,3.0,4.0,15.0,14.0,73.7,0.0,0.0,1.0,0.0,1.0,0.0,4.0,219.0,3.0,2.0,0.0,69.0,1,0
Touk Miller,2.0,17.0,19.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,10.0,10.0,14.0,73.7,1.0,0.0,0.0,0.0,1.0,2.0,5.0,83.0,1.0,1.0,1.0,72.0,1,0
Jarrod Harbrow,10.0,8.0,18.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,14.0,18.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,326.0,0.0,3.0,0.0,86.0,1,0
Matthew Rosa,7.0,10.0,17.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,8.0,9.0,14.0,82.4,0.0,0.0,0.0,1.0,0.0,2.0,1.0,210.0,0.0,2.0,0.0,81.0,1,0
Tom Lynch,14.0,2.0,16.0,8.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,10.0,12.0,75.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,180.0,3.0,1.0,1.0,100.0,1,0
Jarrod Witts,4.0,10.0,14.0,3.0,0.0,0.0,4.0,34.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,9.0,5.0,10.0,71.4,1.0,0.0,4.0,0.0,1.0,2.0,4.0,71.0,1.0,4.0,0.0,86.0,1,0
Adam Saad,5.0,9.0,14.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,10.0,12.0,85.7,0.0,1.0,2.0,1.0,0.0,0.0,4.0,198.0,0.0,4.0,0.0,81.0,1,0
Sean Lemmens,5.0,8.0,13.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,8.0,61.5,0.0,0.0,0.0,4.0,0.0,0.0,8.0,178.0,1.0,0.0,0.0,78.0,1,0
Peter Wright,9.0,3.0,12.0,8.0,2.0,2.0,4.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,8.0,9.0,75.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,314.0,1.0,0.0,2.0,87.0,1,0
Jack Leslie,8.0,1.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,100.0,3.0,0.0,8.0,0.0,0.0,0.0,3.0,189.0,0.0,5.0,0.0,95.0,1,0
Will Brodie,5.0,4.0,9.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,10.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,4.0,1.0,0.0,63.0,1,0
Jesse Joyce,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,83.3,0.0,0.0,4.0,0.0,0.0,0.0,3.0,55.0,0.0,2.0,0.0,80.0,1,0
Sam Mitchell,17.0,16.0,33.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,13.0,20.0,27.0,81.8,0.0,0.0,0.0,0.0,2.0,3.0,7.0,287.0,6.0,4.0,0.0,84.0,0,0
Dominic Sheed,14.0,16.0,30.0,8.0,0.0,2.0,6.0,0.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,13.0,16.0,19.0,63.3,0.0,1.0,0.0,1.0,4.0,1.0,7.0,341.0,5.0,3.0,1.0,72.0,0,1
