Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Andrew Gaff,25.0,11.0,36.0,13.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,4.0,2.0,2.0,0.0,9.0,26.0,32.0,88.9,1.0,0.0,1.0,0.0,2.0,1.0,5.0,460.0,4.0,5.0,1.0,87.0,1,2
Jack Redden,14.0,17.0,31.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,2.0,2.0,1.0,0.0,13.0,20.0,24.0,77.4,0.0,0.0,5.0,0.0,3.0,5.0,4.0,263.0,4.0,4.0,0.0,86.0,1,0
Luke Shuey,22.0,6.0,28.0,7.0,0.0,1.0,6.0,0.0,1.0,6.0,8.0,1.0,2.0,3.0,0.0,8.0,17.0,22.0,78.6,0.0,0.0,1.0,0.0,5.0,3.0,7.0,288.0,5.0,2.0,0.0,58.0,1,0
Tim Kelly,17.0,11.0,28.0,6.0,1.0,1.0,1.0,0.0,3.0,6.0,5.0,9.0,0.0,1.0,3.0,11.0,16.0,17.0,60.7,0.0,0.0,1.0,0.0,2.0,3.0,8.0,440.0,8.0,2.0,1.0,83.0,1,1
Shannon Hurn,21.0,5.0,26.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0,6.0,16.0,24.0,92.3,0.0,0.0,3.0,0.0,0.0,0.0,6.0,517.0,4.0,7.0,0.0,84.0,1,0
Jackson Nelson,21.0,4.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,4.0,21.0,19.0,76.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,166.0,3.0,5.0,0.0,84.0,1,0
Dominic Sheed,13.0,11.0,24.0,5.0,1.0,1.0,4.0,0.0,1.0,4.0,7.0,1.0,1.0,1.0,0.0,11.0,15.0,18.0,75.0,0.0,1.0,3.0,0.0,5.0,2.0,7.0,252.0,4.0,1.0,1.0,78.0,1,0
Bradley Sheppard,14.0,7.0,21.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,17.0,17.0,81.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,202.0,4.0,4.0,0.0,97.0,1,0
Jarrod Brander,13.0,8.0,21.0,6.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,14.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,481.0,4.0,2.0,0.0,73.0,1,0
Liam Duggan,13.0,6.0,19.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,16.0,84.2,0.0,0.0,2.0,0.0,0.0,0.0,5.0,211.0,2.0,5.0,0.0,81.0,1,0
Josh Rotham,13.0,6.0,19.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,15.0,17.0,89.5,1.0,0.0,2.0,0.0,0.0,0.0,3.0,232.0,1.0,4.0,0.0,89.0,1,0
Jeremy McGovern,13.0,5.0,18.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,9.0,10.0,14.0,77.8,4.0,0.0,4.0,0.0,0.0,0.0,3.0,377.0,6.0,9.0,0.0,82.0,1,0
