Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Dayne Beams,21.0,9.0,30.0,10.0,3.0,1.0,3.0,0.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,5.0,24.0,23.0,76.7,1.0,1.0,1.0,0.0,1.0,2.0,8.0,460.0,6.0,3.0,0.0,90.0,1,2
Ryan Lester,13.0,13.0,26.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,11.0,17.0,24.0,92.3,2.0,1.0,4.0,1.0,0.0,1.0,4.0,233.0,1.0,11.0,1.0,81.0,1,1
Dayne Zorko,19.0,7.0,26.0,4.0,3.0,1.0,5.0,0.0,2.0,7.0,5.0,3.0,0.0,3.0,2.0,12.0,15.0,16.0,61.5,1.0,1.0,1.0,2.0,2.0,3.0,9.0,665.0,6.0,1.0,1.0,75.0,1,3
Sam Mayes,17.0,6.0,23.0,12.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,1.0,23.0,18.0,78.3,0.0,0.0,4.0,0.0,0.0,0.0,4.0,400.0,3.0,3.0,0.0,88.0,1,0
Alex Witherden,18.0,4.0,22.0,7.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,3.0,15.0,16.0,72.7,1.0,0.0,2.0,0.0,0.0,0.0,7.0,445.0,5.0,5.0,0.0,82.0,1,0
Jarrod Berry,6.0,15.0,21.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,9.0,12.0,17.0,81.0,1.0,0.0,0.0,0.0,2.0,4.0,7.0,264.0,1.0,1.0,0.0,84.0,1,0
Lewis Taylor,15.0,5.0,20.0,7.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,5.0,15.0,15.0,75.0,0.0,1.0,1.0,2.0,0.0,1.0,8.0,394.0,2.0,2.0,0.0,84.0,1,0
Stefan Martin,12.0,7.0,19.0,6.0,0.0,1.0,1.0,24.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,7.0,10.0,10.0,52.6,0.0,1.0,4.0,0.0,3.0,1.0,9.0,184.0,3.0,1.0,0.0,83.0,1,0
Daniel McStay,11.0,7.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,8.0,12.0,11.0,61.1,2.0,0.0,6.0,0.0,0.0,0.0,5.0,320.0,5.0,9.0,0.0,87.0,1,0
Harris Andrews,11.0,7.0,18.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,15.0,16.0,88.9,1.0,0.0,8.0,0.0,0.0,0.0,4.0,209.0,1.0,5.0,0.0,97.0,1,0
Cedric Cox,7.0,11.0,18.0,4.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,11.0,16.0,88.9,0.0,0.0,1.0,3.0,0.0,0.0,4.0,213.0,0.0,7.0,0.0,71.0,1,0
Daniel Rich,14.0,3.0,17.0,7.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,16.0,15.0,88.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,408.0,3.0,1.0,0.0,84.0,1,0
Joshua Walker,9.0,8.0,17.0,6.0,1.0,1.0,3.0,9.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,7.0,10.0,8.0,47.1,1.0,3.0,2.0,0.0,0.0,1.0,7.0,231.0,4.0,0.0,0.0,76.0,1,0
Hugh McCluggage,10.0,7.0,17.0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,16.0,17.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,248.0,2.0,2.0,1.0,68.0,1,0
Ryan Bastinac,10.0,6.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,13.0,11.0,68.8,0.0,0.0,0.0,2.0,0.0,4.0,4.0,301.0,4.0,0.0,0.0,91.0,1,0
Jake Barrett,7.0,9.0,16.0,3.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,8.0,9.0,13.0,81.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,99.0,4.0,2.0,0.0,78.0,1,0
Darcy Gardiner,7.0,6.0,13.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,12.0,12.0,92.3,0.0,0.0,6.0,0.0,0.0,0.0,1.0,172.0,1.0,5.0,0.0,90.0,1,0
Rhys Mathieson,7.0,6.0,13.0,4.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,6.0,6.0,12.0,92.3,0.0,0.0,0.0,0.0,0.0,2.0,4.0,190.0,1.0,3.0,0.0,59.0,1,0
Tom Rockliff,3.0,7.0,10.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,6.0,4.0,9.0,90.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,49.0,0.0,0.0,0.0,85.0,1,0
Ben Keays,4.0,4.0,8.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,7.0,87.5,0.0,3.0,1.0,0.0,0.0,1.0,5.0,19.0,2.0,0.0,0.0,81.0,1,0
