Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Ben Keays,14.0,14.0,28.0,5.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,6.0,1.0,2.0,3.0,8.0,19.0,19.0,67.9,0.0,0.0,0.0,0.0,3.0,1.0,6.0,437.0,7.0,1.0,1.0,84.0,0,0
Paul Seedsman,16.0,11.0,27.0,8.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,4.0,1.0,0.0,1.0,6.0,22.0,18.0,66.7,0.0,0.0,0.0,2.0,0.0,1.0,8.0,670.0,4.0,2.0,0.0,87.0,0,0
Rory Laird,9.0,16.0,25.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,7.0,18.0,17.0,68.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,255.0,4.0,2.0,1.0,79.0,0,0
David MacKay,13.0,10.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,4.0,16.0,22.0,95.7,0.0,0.0,0.0,3.0,0.0,1.0,2.0,426.0,3.0,4.0,0.0,78.0,0,0
Jake Kelly,15.0,8.0,23.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,4.0,16.0,20.0,87.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,457.0,4.0,7.0,0.0,95.0,0,0
Tom Doedee,12.0,10.0,22.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,8.0,12.0,19.0,86.4,1.0,0.0,6.0,0.0,0.0,1.0,3.0,259.0,3.0,12.0,0.0,91.0,0,0
Lachlan Sholl,14.0,7.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,1.0,2.0,19.0,18.0,85.7,0.0,0.0,1.0,0.0,1.0,0.0,4.0,315.0,1.0,2.0,0.0,88.0,0,0
Harry Schoenberg,10.0,9.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,6.0,13.0,15.0,78.9,0.0,0.0,1.0,1.0,1.0,2.0,7.0,348.0,2.0,4.0,1.0,74.0,0,0
Lachlan Murphy,8.0,8.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,11.0,5.0,12.0,75.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,259.0,3.0,1.0,0.0,85.0,0,0
Andrew McPherson,14.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,1.0,1.0,14.0,13.0,81.2,0.0,0.0,1.0,1.0,0.0,0.0,3.0,394.0,5.0,3.0,0.0,79.0,0,0
