Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Matthew Boyd,18.0,14.0,32.0,9.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,9.0,21.0,28.0,87.5,1.0,0.0,2.0,5.0,1.0,1.0,8.0,581.0,3.0,7.0,0.0,85.0,0.5,Home,2
Lachlan Hunter,10.0,21.0,31.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,4.0,27.0,24.0,77.4,0.0,0.0,2.0,0.0,0.0,0.0,5.0,402.0,7.0,4.0,0.0,85.0,0.5,Home,0
Jackson Macrae,13.0,17.0,30.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,9.0,21.0,24.0,80.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,260.0,2.0,0.0,1.0,86.0,0.5,Home,3
Mitchell Wallis,13.0,15.0,28.0,2.0,1.0,2.0,4.0,0.0,1.0,7.0,7.0,2.0,0.0,3.0,1.0,16.0,12.0,20.0,71.4,0.0,0.0,0.0,0.0,2.0,5.0,11.0,470.0,2.0,3.0,1.0,84.0,0.5,Home,1
Luke Dahlhaus,10.0,17.0,27.0,4.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,12.0,15.0,19.0,70.4,0.0,1.0,0.0,1.0,2.0,0.0,8.0,383.0,6.0,4.0,2.0,87.0,0.5,Home,0
Shane Biggs,17.0,10.0,27.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,5.0,1.0,2.0,5.0,21.0,22.0,81.5,0.0,0.0,1.0,1.0,0.0,0.0,4.0,519.0,6.0,4.0,0.0,80.0,0.5,Home,0
Marcus Bontempelli,11.0,14.0,25.0,3.0,1.0,0.0,3.0,3.0,2.0,7.0,5.0,2.0,2.0,0.0,1.0,8.0,14.0,20.0,80.0,0.0,0.0,3.0,3.0,4.0,1.0,10.0,406.0,2.0,3.0,0.0,81.0,0.5,Home,0
Michael Talia,10.0,14.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,20.0,22.0,91.7,0.0,0.0,4.0,0.0,0.0,0.0,4.0,180.0,1.0,5.0,0.0,94.0,0.5,Home,0
Easton Wood,9.0,13.0,22.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,7.0,14.0,18.0,81.8,1.0,0.0,2.0,0.0,1.0,1.0,6.0,228.0,3.0,6.0,0.0,84.0,0.5,Home,0
Liam Picken,6.0,15.0,21.0,3.0,1.0,0.0,9.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,16.0,16.0,76.2,0.0,0.0,1.0,0.0,2.0,1.0,5.0,158.0,1.0,0.0,0.0,88.0,0.5,Home,0
Sam Darley,14.0,7.0,21.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,19.0,18.0,85.7,0.0,0.0,2.0,0.0,0.0,0.0,4.0,340.0,3.0,4.0,0.0,80.0,0.5,Home,0
Stewart Crameri,13.0,6.0,19.0,6.0,3.0,2.0,2.0,0.0,2.0,5.0,1.0,3.0,0.0,2.0,1.0,10.0,9.0,12.0,63.2,0.0,2.0,0.0,0.0,0.0,1.0,11.0,359.0,3.0,4.0,0.0,81.0,0.5,Home,0
Jarrad Grant,10.0,8.0,18.0,5.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,7.0,14.0,14.0,77.8,0.0,1.0,3.0,0.0,0.0,2.0,4.0,155.0,4.0,3.0,1.0,85.0,0.5,Home,0
Tory Dickson,13.0,3.0,16.0,5.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,8.0,8.0,11.0,68.8,0.0,3.0,0.0,1.0,0.0,0.0,8.0,489.0,3.0,3.0,0.0,70.0,0.5,Home,0
Tom Campbell,4.0,10.0,14.0,2.0,0.0,1.0,0.0,15.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,7.0,11.0,78.6,1.0,0.0,2.0,0.0,0.0,1.0,5.0,174.0,0.0,3.0,0.0,92.0,0.5,Home,0
Jack Redpath,10.0,3.0,13.0,9.0,4.0,0.0,4.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,11.0,84.6,3.0,5.0,2.0,0.0,1.0,0.0,9.0,256.0,2.0,2.0,1.0,91.0,0.5,Home,0
Jake Stringer,12.0,1.0,13.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,9.0,7.0,53.8,0.0,2.0,1.0,0.0,0.0,1.0,10.0,229.0,1.0,0.0,1.0,85.0,0.5,Home,0
Lin Jong,3.0,9.0,12.0,2.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,9.0,8.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,63.0,3.0,1.0,2.0,83.0,0.5,Home,0
Joel Hamling,4.0,7.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,11.0,100.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,28.0,0.0,4.0,0.0,87.0,0.5,Home,0
Caleb Daniel,4.0,7.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,8.0,3.0,8.0,72.7,0.0,0.0,0.0,1.0,1.0,1.0,4.0,83.0,3.0,3.0,1.0,81.0,0.5,Home,0
Dale Morris,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,8.0,88.9,0.0,0.0,4.0,0.0,0.0,0.0,0.0,115.0,0.0,4.0,0.0,90.0,0.5,Home,0
Bailey Dale,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,0.0,0.0,21.0,0.5,Home,0
Robbie Gray,9.0,14.0,23.0,3.0,1.0,0.0,3.0,0.0,1.0,4.0,6.0,3.0,1.0,1.0,1.0,14.0,13.0,17.0,73.9,0.0,0.0,3.0,0.0,3.0,3.0,4.0,297.0,3.0,3.0,0.0,88.0,0.5,Away,0
Sam Gray,7.0,14.0,21.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,12.0,8.0,17.0,81.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,209.0,3.0,4.0,0.0,78.0,0.5,Away,0
Travis Boak,9.0,11.0,20.0,2.0,1.0,0.0,6.0,0.0,0.0,4.0,6.0,3.0,0.0,1.0,1.0,6.0,13.0,14.0,70.0,0.0,1.0,2.0,0.0,4.0,2.0,4.0,306.0,3.0,1.0,0.0,83.0,0.5,Away,0
Brad Ebert,18.0,2.0,20.0,6.0,0.0,1.0,5.0,2.0,1.0,9.0,1.0,3.0,4.0,1.0,0.0,4.0,16.0,15.0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,596.0,4.0,4.0,0.0,84.0,0.5,Away,0
Justin Westhoff,10.0,9.0,19.0,3.0,1.0,0.0,0.0,5.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,6.0,12.0,12.0,63.2,1.0,2.0,1.0,0.0,1.0,1.0,4.0,199.0,4.0,0.0,0.0,95.0,0.5,Away,0
Hamish Hartlett,11.0,7.0,18.0,6.0,0.0,1.0,5.0,0.0,0.0,3.0,3.0,4.0,4.0,3.0,1.0,9.0,11.0,14.0,77.8,0.0,0.0,1.0,1.0,2.0,1.0,5.0,358.0,4.0,4.0,0.0,84.0,0.5,Away,0
Matthew Broadbent,11.0,7.0,18.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,5.0,13.0,16.0,88.9,0.0,0.0,2.0,2.0,0.0,2.0,2.0,265.0,1.0,3.0,0.0,86.0,0.5,Away,0
Aaron Young,6.0,11.0,17.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,3.0,6.0,11.0,14.0,82.4,0.0,0.0,1.0,0.0,2.0,2.0,3.0,226.0,2.0,0.0,0.0,72.0,0.5,Away,0
Andrew Moore,9.0,7.0,16.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,10.0,6.0,10.0,62.5,1.0,0.0,3.0,0.0,0.0,1.0,0.0,114.0,3.0,6.0,0.0,86.0,0.5,Away,0
Chad Wingard,11.0,4.0,15.0,4.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,5.0,9.0,9.0,60.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,348.0,2.0,0.0,0.0,95.0,0.5,Away,0
Jarman Impey,7.0,6.0,13.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,5.0,8.0,12.0,92.3,0.0,0.0,0.0,2.0,0.0,1.0,4.0,234.0,2.0,3.0,1.0,62.0,0.5,Away,0
Jackson Trengove,6.0,6.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,6.0,6.0,8.0,66.7,1.0,0.0,4.0,0.0,0.0,1.0,2.0,140.0,3.0,7.0,0.0,88.0,0.5,Away,0
Jasper Pittard,5.0,7.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,11.0,9.0,75.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,177.0,7.0,5.0,0.0,78.0,0.5,Away,0
Matthew White,8.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,8.0,72.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,286.0,4.0,3.0,0.0,81.0,0.5,Away,0
Patrick Ryder,4.0,5.0,9.0,3.0,1.0,1.0,0.0,18.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,6.0,3.0,6.0,66.7,1.0,2.0,4.0,0.0,1.0,0.0,6.0,125.0,0.0,1.0,0.0,95.0,0.5,Away,0
Cameron O'Shea,5.0,4.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,3.0,2.0,9.0,6.0,66.7,0.0,0.0,2.0,0.0,0.0,0.0,1.0,131.0,4.0,2.0,0.0,84.0,0.5,Away,0
Jack Hombsch,4.0,5.0,9.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,7.0,77.8,0.0,0.0,10.0,0.0,0.0,0.0,2.0,72.0,1.0,2.0,0.0,93.0,0.5,Away,0
Jake Neade,3.0,6.0,9.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,2.0,4.0,7.0,6.0,66.7,0.0,1.0,0.0,1.0,0.0,0.0,4.0,136.0,6.0,1.0,2.0,83.0,0.5,Away,0
Jay Schulz,7.0,1.0,8.0,6.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,5.0,5.0,62.5,2.0,4.0,0.0,0.0,0.0,0.0,4.0,181.0,4.0,1.0,1.0,99.0,0.5,Away,0
Tom Clurey,3.0,5.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,5.0,3.0,7.0,87.5,0.0,0.0,5.0,0.0,0.0,0.0,1.0,136.0,0.0,5.0,0.0,93.0,0.5,Away,0
Sam Colquhoun,5.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,3.0,42.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,210.0,6.0,1.0,0.0,30.0,0.5,Away,0
Matthew Lobbe,2.0,0.0,2.0,0.0,0.0,0.0,6.0,19.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,100.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,78.0,1.0,0.0,0.0,60.0,0.5,Away,0
