Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Ryan Clarke,12.0,19.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,5.0,27.0,28.0,90.3,0.0,0.0,1.0,0.0,1.0,1.0,5.0,315.0,5.0,5.0,0.0,92.0,0,0
Ben Cunnington,13.0,15.0,28.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,10.0,1.0,1.0,5.0,11.0,18.0,17.0,60.7,1.0,0.0,0.0,0.0,3.0,2.0,5.0,363.0,7.0,5.0,1.0,80.0,0,0
Sam Gibson,10.0,17.0,27.0,7.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,2.0,2.0,2.0,0.0,9.0,18.0,19.0,70.4,1.0,1.0,1.0,0.0,0.0,4.0,4.0,276.0,5.0,8.0,1.0,90.0,0,0
Trent Dumont,13.0,14.0,27.0,5.0,0.0,0.0,4.0,0.0,0.0,6.0,7.0,5.0,5.0,1.0,0.0,11.0,17.0,21.0,77.8,0.0,0.0,0.0,0.0,3.0,4.0,6.0,423.0,5.0,5.0,1.0,80.0,0,0
Luke McDonald,14.0,9.0,23.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,6.0,16.0,17.0,73.9,0.0,0.0,4.0,0.0,1.0,2.0,3.0,460.0,7.0,2.0,0.0,81.0,0,0
Jack Ziebell,16.0,6.0,22.0,7.0,5.0,0.0,5.0,0.0,1.0,4.0,2.0,6.0,0.0,2.0,1.0,10.0,11.0,16.0,72.7,1.0,4.0,1.0,0.0,1.0,1.0,7.0,356.0,7.0,3.0,1.0,87.0,0,1
Robbie Tarrant,13.0,8.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,4.0,2.0,19.0,21.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,181.0,0.0,2.0,0.0,92.0,0,0
Aaron Mullett,15.0,6.0,21.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,15.0,18.0,85.7,0.0,0.0,2.0,0.0,0.0,0.0,4.0,478.0,3.0,3.0,0.0,88.0,0,0
Nathan Hrovat,8.0,12.0,20.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,5.0,14.0,15.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,208.0,2.0,0.0,1.0,85.0,0,0
Shaun Higgins,11.0,8.0,19.0,4.0,0.0,1.0,4.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,5.0,14.0,13.0,68.4,1.0,2.0,1.0,0.0,0.0,0.0,5.0,334.0,4.0,5.0,2.0,87.0,0,0
Andrew Swallow,7.0,12.0,19.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,2.0,0.0,4.0,0.0,9.0,9.0,16.0,84.2,0.0,0.0,0.0,0.0,4.0,1.0,3.0,126.0,3.0,4.0,0.0,69.0,0,0
Shaun Atley,6.0,13.0,19.0,4.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,3.0,18.0,14.0,73.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,302.0,5.0,3.0,2.0,90.0,0,0
Taylor Garner,7.0,12.0,19.0,5.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,15.0,15.0,78.9,0.0,1.0,0.0,0.0,0.0,2.0,6.0,144.0,2.0,2.0,1.0,87.0,0,0
Declan Mountford,6.0,13.0,19.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,6.0,14.0,14.0,73.7,1.0,1.0,3.0,0.0,0.0,0.0,6.0,152.0,4.0,6.0,0.0,76.0,0,0
Scott Thompson,6.0,10.0,16.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,10.0,15.0,93.8,2.0,0.0,4.0,0.0,0.0,0.0,2.0,180.0,2.0,5.0,0.0,97.0,0,0
Todd Goldstein,8.0,6.0,14.0,5.0,0.0,1.0,1.0,13.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,5.0,10.0,12.0,85.7,0.0,0.0,4.0,0.0,1.0,0.0,4.0,181.0,1.0,4.0,1.0,84.0,0,0
Josh Williams,6.0,6.0,12.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,10.0,6.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,137.0,4.0,2.0,0.0,74.0,0,0
Ben Brown,4.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,5.0,1.0,16.7,2.0,1.0,2.0,0.0,0.0,0.0,2.0,66.0,3.0,0.0,0.0,40.0,0,0
Sam Durdin,4.0,2.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,4.0,66.7,0.0,1.0,2.0,0.0,0.0,0.0,1.0,35.0,2.0,0.0,1.0,83.0,0,0
Nick Larkey,2.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,36.0,3.0,0.0,0.0,83.0,0,0
Braydon Preuss,4.0,1.0,5.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,72.0,1.0,1.0,0.0,70.0,0,0
Daniel Nielson,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,100.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,83.0,0,0
Adam Treloar,17.0,17.0,34.0,3.0,1.0,0.0,2.0,0.0,3.0,5.0,2.0,6.0,4.0,1.0,2.0,9.0,24.0,25.0,73.5,0.0,0.0,2.0,6.0,1.0,1.0,9.0,434.0,3.0,2.0,0.0,79.0,1,3
Taylor Adams,13.0,17.0,30.0,3.0,2.0,2.0,9.0,0.0,0.0,5.0,8.0,8.0,1.0,1.0,3.0,14.0,17.0,20.0,66.7,0.0,1.0,1.0,2.0,3.0,5.0,12.0,380.0,7.0,5.0,1.0,84.0,1,2
Tom Langdon,12.0,17.0,29.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,6.0,21.0,27.0,93.1,0.0,0.0,3.0,0.0,0.0,0.0,4.0,345.0,1.0,8.0,0.0,84.0,1,0
Jack Crisp,14.0,13.0,27.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,5.0,23.0,20.0,74.1,0.0,0.0,1.0,0.0,0.0,0.0,6.0,379.0,6.0,6.0,0.0,88.0,1,0
Matthew Scharenberg,17.0,10.0,27.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,4.0,21.0,22.0,81.5,0.0,0.0,3.0,0.0,0.0,0.0,3.0,327.0,5.0,5.0,0.0,87.0,1,0
Jordan De Goey,14.0,13.0,27.0,10.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,9.0,18.0,22.0,81.5,1.0,1.0,0.0,0.0,1.0,1.0,9.0,299.0,1.0,3.0,0.0,88.0,1,0
Brayden Maynard,17.0,10.0,27.0,6.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,6.0,19.0,24.0,88.9,0.0,0.0,5.0,0.0,0.0,1.0,4.0,467.0,5.0,6.0,0.0,82.0,1,0
Tom Phillips,18.0,9.0,27.0,10.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,24.0,19.0,70.4,0.0,1.0,0.0,0.0,0.0,1.0,5.0,380.0,3.0,2.0,0.0,84.0,1,0
Steele Sidebottom,14.0,12.0,26.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,21.0,21.0,80.8,0.0,0.0,2.0,3.0,1.0,0.0,6.0,305.0,6.0,2.0,0.0,88.0,1,0
Jeremy Howe,15.0,9.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,16.0,20.0,83.3,1.0,0.0,2.0,0.0,0.0,0.0,5.0,375.0,3.0,10.0,0.0,91.0,1,0
Jamie Elliott,12.0,7.0,19.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,16.0,14.0,73.7,0.0,2.0,0.0,2.0,0.0,0.0,5.0,321.0,3.0,0.0,1.0,81.0,1,0
