Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Luke Parker,19.0,20.0,39.0,4.0,0.0,1.0,5.0,2.0,2.0,6.0,11.0,6.0,0.0,2.0,2.0,22.0,15.0,24.0,61.5,1.0,0.0,1.0,0.0,4.0,7.0,5.0,355.0,7.0,4.0,0.0,89.0,1,Home,3
Daniel Hannebery,15.0,21.0,36.0,5.0,1.0,2.0,4.0,0.0,0.0,8.0,4.0,2.0,1.0,3.0,0.0,14.0,22.0,24.0,66.7,0.0,0.0,3.0,0.0,1.0,3.0,10.0,429.0,3.0,7.0,1.0,85.0,1,Home,1
Tom Mitchell,14.0,18.0,32.0,9.0,1.0,0.0,7.0,0.0,2.0,5.0,3.0,4.0,1.0,0.0,0.0,9.0,23.0,22.0,68.8,0.0,0.0,0.0,0.0,0.0,3.0,7.0,232.0,6.0,1.0,1.0,94.0,1,Home,0
Jake Lloyd,25.0,7.0,32.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,1.0,0.0,7.0,25.0,21.0,65.6,0.0,0.0,2.0,1.0,0.0,0.0,4.0,773.0,9.0,8.0,0.0,88.0,1,Home,0
Josh P. Kennedy,15.0,15.0,30.0,4.0,1.0,0.0,3.0,0.0,1.0,6.0,11.0,4.0,0.0,0.0,0.0,15.0,14.0,20.0,66.7,0.0,0.0,1.0,0.0,2.0,9.0,7.0,386.0,3.0,3.0,1.0,87.0,1,Home,0
Jarrad McVeigh,20.0,7.0,27.0,7.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,2.0,3.0,0.0,0.0,4.0,21.0,18.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,507.0,2.0,1.0,0.0,86.0,1,Home,0
Isaac Heeney,16.0,9.0,25.0,8.0,2.0,2.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,0.0,16.0,11.0,17.0,68.0,4.0,2.0,0.0,0.0,0.0,3.0,12.0,466.0,5.0,3.0,1.0,86.0,1,Home,2
Dean Towers,13.0,10.0,23.0,6.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,10.0,16.0,18.0,78.3,1.0,1.0,2.0,0.0,0.0,1.0,12.0,413.0,4.0,2.0,0.0,81.0,1,Home,0
Heath Grundy,13.0,9.0,22.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,10.0,14.0,16.0,72.7,1.0,0.0,7.0,0.0,0.0,0.0,6.0,397.0,3.0,10.0,0.0,93.0,1,Home,0
Harry Cunningham,16.0,5.0,21.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,5.0,15.0,16.0,76.2,0.0,0.0,2.0,0.0,0.0,0.0,2.0,390.0,4.0,8.0,0.0,75.0,1,Home,0
