Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Patrick Dangerfield,15.0,22.0,37.0,7.0,1.0,1.0,6.0,0.0,1.0,6.0,11.0,6.0,1.0,1.0,1.0,25.0,12.0,23.0,62.2,3.0,2.0,0.0,1.0,7.0,4.0,7.0,425.0,7.0,4.0,1.0,85.0,1,Home,2
Joel Selwood,17.0,9.0,26.0,4.0,0.0,2.0,8.0,0.0,3.0,9.0,7.0,2.0,1.0,4.0,0.0,12.0,13.0,19.0,73.1,1.0,0.0,3.0,0.0,4.0,3.0,11.0,574.0,5.0,2.0,0.0,76.0,1,Home,0
Zach Tuohy,9.0,16.0,25.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,6.0,15.0,16.0,64.0,0.0,0.0,3.0,2.0,0.0,2.0,6.0,481.0,6.0,6.0,0.0,90.0,1,Home,0
Andrew Mackie,14.0,10.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,6.0,17.0,22.0,91.7,0.0,0.0,6.0,0.0,0.0,1.0,6.0,459.0,4.0,7.0,0.0,87.0,1,Home,0
Mitchell Duncan,10.0,14.0,24.0,7.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,9.0,15.0,17.0,70.8,0.0,0.0,2.0,0.0,1.0,3.0,8.0,354.0,2.0,3.0,1.0,88.0,1,Home,0
George H-Smith,8.0,10.0,18.0,1.0,2.0,0.0,1.0,0.0,3.0,5.0,3.0,3.0,0.0,2.0,2.0,5.0,14.0,14.0,77.8,0.0,0.0,0.0,0.0,1.0,2.0,9.0,323.0,3.0,1.0,0.0,66.0,1,Home,0
Mark Blicavs,9.0,8.0,17.0,7.0,1.0,0.0,3.0,7.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,5.0,13.0,14.0,82.4,1.0,1.0,2.0,0.0,1.0,0.0,4.0,262.0,3.0,2.0,0.0,78.0,1,Home,0
Steven Motlop,12.0,4.0,16.0,5.0,0.0,0.0,4.0,0.0,1.0,6.0,0.0,3.0,1.0,1.0,2.0,5.0,11.0,11.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,323.0,6.0,2.0,2.0,83.0,1,Home,0
Daniel Menzel,10.0,4.0,14.0,8.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,13.0,92.9,1.0,2.0,0.0,0.0,0.0,0.0,5.0,231.0,1.0,2.0,0.0,88.0,1,Home,0
Darcy Lang,6.0,8.0,14.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,3.0,7.0,9.0,12.0,85.7,0.0,0.0,0.0,1.0,0.0,0.0,5.0,217.0,2.0,2.0,0.0,79.0,1,Home,0
Thomas Stewart,7.0,7.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,7.0,6.0,12.0,85.7,0.0,0.0,4.0,0.0,0.0,0.0,1.0,256.0,4.0,7.0,0.0,82.0,1,Home,0
Rhys Stanley,7.0,6.0,13.0,3.0,0.0,1.0,1.0,14.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,8.0,5.0,9.0,69.2,0.0,1.0,1.0,0.0,5.0,2.0,6.0,99.0,4.0,3.0,0.0,73.0,1,Home,0
Jordan Murdoch,6.0,7.0,13.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,4.0,9.0,9.0,69.2,0.0,0.0,1.0,0.0,0.0,0.0,4.0,222.0,3.0,3.0,0.0,77.0,1,Home,0
Lincoln McCarthy,8.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,10.0,9.0,69.2,0.0,0.0,2.0,1.0,0.0,1.0,4.0,292.0,3.0,0.0,0.0,82.0,1,Home,0
Tom Ruggles,5.0,8.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,5.0,8.0,8.0,61.5,0.0,0.0,4.0,0.0,0.0,0.0,1.0,173.0,2.0,5.0,0.0,90.0,1,Home,0
Tom Lonergan,6.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,9.0,9.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,174.0,1.0,5.0,0.0,86.0,1,Home,0
Lachlan Henderson,7.0,5.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,6.0,7.0,8.0,66.7,0.0,1.0,5.0,0.0,0.0,0.0,5.0,139.0,3.0,9.0,0.0,86.0,1,Home,0
Tom Hawkins,9.0,2.0,11.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,7.0,4.0,8.0,72.7,3.0,5.0,0.0,0.0,0.0,0.0,6.0,247.0,3.0,0.0,2.0,89.0,1,Home,0
Harry Taylor,3.0,8.0,11.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,9.0,81.8,2.0,1.0,4.0,0.0,0.0,0.0,4.0,145.0,1.0,4.0,1.0,89.0,1,Home,0
Brandan Parfitt,7.0,4.0,11.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,8.0,72.7,0.0,1.0,0.0,0.0,0.0,0.0,5.0,178.0,5.0,0.0,1.0,69.0,1,Home,0
Josh Cowan,7.0,3.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,9.0,9.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,127.0,3.0,0.0,0.0,77.0,1,Home,0
Jackson Thurlow,7.0,1.0,8.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,8.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,307.0,0.0,2.0,0.0,79.0,1,Home,0
Robbie Tarrant,19.0,9.0,28.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,8.0,4.0,2.0,9.0,19.0,21.0,75.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,498.0,6.0,10.0,0.0,89.0,0,Away,0
Ben Cunnington,7.0,21.0,28.0,3.0,0.0,0.0,7.0,0.0,1.0,3.0,9.0,3.0,0.0,1.0,1.0,16.0,12.0,21.0,75.0,1.0,0.0,0.0,0.0,6.0,3.0,8.0,179.0,2.0,3.0,0.0,76.0,0,Away,1
Shaun Higgins,15.0,12.0,27.0,4.0,2.0,1.0,7.0,0.0,3.0,9.0,2.0,3.0,2.0,0.0,1.0,6.0,20.0,21.0,77.8,0.0,0.0,0.0,2.0,2.0,0.0,12.0,784.0,6.0,2.0,0.0,84.0,0,Away,3
Sam Gibson,14.0,13.0,27.0,6.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,7.0,20.0,20.0,74.1,1.0,0.0,0.0,0.0,0.0,2.0,4.0,327.0,6.0,4.0,1.0,88.0,0,Away,0
Trent Dumont,14.0,10.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,6.0,3.0,3.0,4.0,0.0,17.0,7.0,14.0,58.3,0.0,0.0,1.0,0.0,2.0,4.0,3.0,404.0,8.0,6.0,1.0,72.0,0,Away,0
Jamie MacMillan,11.0,9.0,20.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,3.0,17.0,16.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,375.0,3.0,4.0,0.0,85.0,0,Away,0
Shaun Atley,12.0,8.0,20.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,1.0,6.0,15.0,17.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,491.0,3.0,3.0,0.0,87.0,0,Away,0
Luke McDonald,8.0,10.0,18.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,9.0,8.0,12.0,66.7,1.0,0.0,1.0,0.0,0.0,2.0,2.0,228.0,3.0,7.0,0.0,86.0,0,Away,0
Nathan Hrovat,10.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,11.0,12.0,75.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,287.0,5.0,2.0,0.0,69.0,0,Away,0
Lachlan Hansen,10.0,4.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,10.0,11.0,78.6,2.0,0.0,3.0,1.0,0.0,0.0,1.0,219.0,3.0,4.0,0.0,93.0,0,Away,0
Jack Ziebell,11.0,3.0,14.0,3.0,0.0,1.0,7.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,9.0,9.0,64.3,0.0,1.0,2.0,0.0,0.0,2.0,8.0,293.0,2.0,2.0,0.0,77.0,0,Away,0
Aaron Mullett,9.0,5.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,11.0,13.0,92.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.0,2.0,2.0,0.0,86.0,0,Away,0
Ben Brown,10.0,4.0,14.0,6.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,8.0,10.0,71.4,1.0,4.0,0.0,0.0,0.0,0.0,7.0,156.0,3.0,0.0,0.0,97.0,0,Away,0
Braydon Preuss,6.0,7.0,13.0,4.0,0.0,0.0,5.0,46.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,7.0,8.0,10.0,76.9,1.0,0.0,0.0,0.0,1.0,2.0,5.0,81.0,1.0,2.0,0.0,80.0,0,Away,0
Marley Williams,7.0,5.0,12.0,4.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,4.0,9.0,12.0,100.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,328.0,1.0,4.0,0.0,79.0,0,Away,0
Andrew Swallow,5.0,6.0,11.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,54.5,1.0,0.0,0.0,0.0,1.0,3.0,1.0,138.0,4.0,1.0,0.0,63.0,0,Away,0
Scott Thompson,8.0,3.0,11.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,7.0,7.0,63.6,0.0,1.0,4.0,0.0,0.0,1.0,1.0,122.0,2.0,5.0,0.0,94.0,0,Away,0
Taylor Garner,9.0,2.0,11.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,6.0,6.0,54.5,1.0,2.0,0.0,0.0,0.0,0.0,6.0,223.0,2.0,2.0,2.0,82.0,0,Away,0
Majak Daw,6.0,4.0,10.0,5.0,1.0,0.0,1.0,8.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,11.0,1.0,9.0,90.0,4.0,0.0,4.0,0.0,1.0,0.0,4.0,104.0,2.0,5.0,1.0,86.0,0,Away,0
Lindsay Thomas,6.0,3.0,9.0,3.0,2.0,0.0,5.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,6.0,4.0,6.0,66.7,1.0,2.0,1.0,0.0,0.0,0.0,5.0,93.0,3.0,1.0,1.0,82.0,0,Away,0
Kayne Turner,9.0,0.0,9.0,5.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,6.0,300.0,0.0,1.0,1.0,72.0,0,Away,0
Jy Simpkin,5.0,3.0,8.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,5.0,62.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,96.0,1.0,2.0,1.0,74.0,0,Away,0
