Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Nathan Jones,14.0,19.0,33.0,3.0,1.0,1.0,9.0,0.0,1.0,5.0,5.0,2.0,0.0,2.0,1.0,16.0,16.0,16.0,48.5,0.0,2.0,0.0,1.0,2.0,3.0,5.0,432.0,5.0,2.0,0.0,84.0,0,Home,2
Dom Tyson,6.0,18.0,24.0,4.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,11.0,13.0,18.0,75.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,288.0,2.0,2.0,0.0,69.0,0,Home,0
James Harmes,16.0,8.0,24.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,21.0,20.0,83.3,0.0,1.0,2.0,1.0,2.0,0.0,5.0,502.0,5.0,4.0,0.0,81.0,0,Home,0
Jack Watts,16.0,7.0,23.0,8.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,10.0,15.0,20.0,87.0,1.0,0.0,3.0,0.0,0.0,3.0,7.0,390.0,2.0,3.0,0.0,84.0,0,Home,0
Tom McDonald,16.0,7.0,23.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,7.0,16.0,15.0,65.2,4.0,0.0,5.0,0.0,0.0,0.0,1.0,258.0,5.0,10.0,0.0,91.0,0,Home,0
Jack Viney,8.0,13.0,21.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,12.0,14.0,66.7,0.0,0.0,2.0,1.0,0.0,4.0,5.0,218.0,4.0,3.0,1.0,80.0,0,Home,0
Matt Jones,7.0,13.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,15.0,18.0,90.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,88.0,1.0,2.0,0.0,74.0,0,Home,0
Neville Jetta,8.0,10.0,18.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,11.0,16.0,88.9,0.0,1.0,6.0,0.0,0.0,0.0,4.0,159.0,1.0,6.0,0.0,86.0,0,Home,0
Dean Kent,9.0,9.0,18.0,4.0,1.0,0.0,5.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,5.0,14.0,14.0,77.8,1.0,1.0,1.0,0.0,1.0,0.0,6.0,419.0,4.0,2.0,2.0,82.0,0,Home,0
Jesse Hogan,11.0,7.0,18.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,7.0,10.0,11.0,61.1,0.0,2.0,1.0,0.0,0.0,0.0,9.0,190.0,4.0,1.0,1.0,91.0,0,Home,0
