Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Andrew Mackie,20.0,14.0,34.0,11.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,11.0,23.0,31.0,91.2,1.0,0.0,4.0,0.0,0.0,0.0,9.0,569.0,3.0,9.0,0.0,85.0,1,Home,3
Joel Selwood,19.0,15.0,34.0,5.0,1.0,1.0,8.0,0.0,0.0,4.0,7.0,3.0,0.0,5.0,2.0,14.0,20.0,25.0,73.5,1.0,1.0,1.0,0.0,3.0,3.0,7.0,557.0,5.0,5.0,1.0,80.0,1,Home,2
Mathew Stokes,11.0,22.0,33.0,12.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,7.0,26.0,28.0,84.8,0.0,4.0,0.0,0.0,2.0,1.0,14.0,362.0,3.0,4.0,0.0,92.0,1,Home,0
Cameron Guthrie,13.0,20.0,33.0,2.0,1.0,0.0,9.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,10.0,23.0,27.0,81.8,0.0,0.0,3.0,4.0,1.0,3.0,5.0,259.0,5.0,2.0,2.0,76.0,1,Home,0
Corey Enright,23.0,9.0,32.0,11.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,5.0,5.0,1.0,1.0,10.0,21.0,23.0,71.9,0.0,0.0,2.0,0.0,2.0,0.0,7.0,649.0,4.0,11.0,0.0,86.0,1,Home,1
James Kelly,19.0,11.0,30.0,6.0,0.0,0.0,9.0,0.0,1.0,9.0,5.0,6.0,2.0,0.0,1.0,9.0,22.0,21.0,70.0,0.0,1.0,3.0,0.0,0.0,5.0,8.0,560.0,8.0,5.0,2.0,86.0,1,Home,0
Jimmy Bartel,14.0,12.0,26.0,10.0,0.0,0.0,4.0,0.0,1.0,3.0,6.0,3.0,3.0,0.0,1.0,11.0,17.0,21.0,80.8,1.0,0.0,6.0,3.0,1.0,4.0,8.0,443.0,3.0,2.0,1.0,88.0,1,Home,0
Steve Johnson,15.0,6.0,21.0,10.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,11.0,11.0,9.0,42.9,3.0,5.0,1.0,0.0,0.0,3.0,11.0,280.0,4.0,0.0,0.0,96.0,1,Home,0
George H-Smith,8.0,11.0,19.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,6.0,13.0,16.0,84.2,0.0,1.0,0.0,0.0,2.0,1.0,8.0,129.0,1.0,2.0,0.0,82.0,1,Home,0
Tom Lonergan,8.0,8.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,3.0,14.0,13.0,81.2,0.0,1.0,5.0,0.0,0.0,0.0,2.0,215.0,1.0,4.0,0.0,89.0,1,Home,0
Harry Taylor,10.0,5.0,15.0,9.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,11.0,11.0,73.3,3.0,1.0,4.0,0.0,0.0,1.0,6.0,322.0,2.0,3.0,0.0,94.0,1,Home,0
Steven Motlop,11.0,4.0,15.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,4.0,12.0,8.0,53.3,0.0,0.0,1.0,0.0,0.0,0.0,5.0,329.0,6.0,1.0,0.0,92.0,1,Home,0
Nathan Vardy,7.0,8.0,15.0,8.0,3.0,0.0,4.0,12.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,8.0,7.0,11.0,73.3,4.0,4.0,1.0,0.0,1.0,0.0,5.0,160.0,1.0,3.0,0.0,75.0,1,Home,0
Mark Blicavs,5.0,10.0,15.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0,8.0,10.0,66.7,2.0,0.0,1.0,0.0,1.0,1.0,1.0,67.0,2.0,2.0,1.0,90.0,1,Home,0
Josh Cowan,6.0,8.0,14.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,5.0,9.0,12.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,206.0,2.0,3.0,0.0,73.0,1,Home,0
Jackson Thurlow,6.0,6.0,12.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,9.0,8.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,3.0,86.0,2.0,2.0,0.0,89.0,1,Home,0
Jake Kolodjashnij,5.0,7.0,12.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,6.0,6.0,9.0,75.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,75.0,3.0,5.0,0.0,92.0,1,Home,0
Nakia Cockatoo,9.0,3.0,12.0,5.0,0.0,2.0,2.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,6.0,8.0,6.0,50.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,258.0,3.0,3.0,0.0,77.0,1,Home,0
Cory Gregson,4.0,8.0,12.0,2.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,11.0,91.7,0.0,0.0,1.0,0.0,0.0,1.0,3.0,201.0,1.0,1.0,1.0,81.0,1,Home,0
Tom Hawkins,7.0,3.0,10.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,9.0,90.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,217.0,2.0,0.0,3.0,88.0,1,Home,0
Joshua Walker,6.0,0.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,100.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,105.0,1.0,0.0,0.0,38.0,1,Home,0
Daniel Menzel,1.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,52.0,1,Home,0
Ricky Henderson,11.0,19.0,30.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,1.0,0.0,9.0,18.0,24.0,80.0,2.0,0.0,1.0,0.0,0.0,3.0,6.0,511.0,6.0,8.0,0.0,86.0,0,Away,0
Rory Laird,12.0,14.0,26.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,1.0,3.0,23.0,24.0,92.3,0.0,0.0,1.0,1.0,0.0,1.0,3.0,487.0,2.0,4.0,0.0,91.0,0,Away,0
Patrick Dangerfield,12.0,13.0,25.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,6.0,5.0,2.0,1.0,1.0,14.0,11.0,14.0,56.0,0.0,1.0,1.0,1.0,5.0,1.0,6.0,310.0,6.0,2.0,2.0,85.0,0,Away,0
Matt Crouch,10.0,15.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,13.0,12.0,17.0,68.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,214.0,3.0,4.0,1.0,76.0,0,Away,0
Richard Douglas,13.0,11.0,24.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,87.5,0.0,0.0,1.0,0.0,0.0,5.0,4.0,517.0,0.0,3.0,0.0,86.0,0,Away,0
Scott Thompson,8.0,15.0,23.0,3.0,1.0,0.0,6.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,12.0,10.0,13.0,56.5,0.0,0.0,0.0,0.0,3.0,1.0,7.0,166.0,3.0,1.0,1.0,86.0,0,Away,0
Rory Sloane,11.0,9.0,20.0,5.0,1.0,0.0,7.0,1.0,1.0,3.0,3.0,7.0,1.0,2.0,1.0,11.0,7.0,11.0,55.0,1.0,0.0,4.0,0.0,1.0,2.0,3.0,259.0,5.0,5.0,1.0,81.0,0,Away,0
Nathan Van Berlo,13.0,6.0,19.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,5.0,2.0,1.0,6.0,12.0,14.0,73.7,1.0,0.0,3.0,0.0,0.0,1.0,4.0,308.0,4.0,6.0,0.0,89.0,0,Away,0
Tom Lynch,14.0,3.0,17.0,7.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,14.0,12.0,70.6,1.0,3.0,0.0,0.0,0.0,0.0,9.0,409.0,3.0,1.0,0.0,95.0,0,Away,0
Taylor Walker,10.0,3.0,13.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,10.0,8.0,61.5,1.0,1.0,6.0,0.0,0.0,0.0,6.0,336.0,4.0,1.0,0.0,95.0,0,Away,0
Josh Jenkins,9.0,4.0,13.0,9.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,2.0,3.0,11.0,9.0,69.2,2.0,3.0,1.0,1.0,0.0,0.0,5.0,322.0,4.0,1.0,0.0,87.0,0,Away,0
Eddie Betts,8.0,4.0,12.0,4.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,8.0,7.0,58.3,0.0,3.0,1.0,0.0,0.0,0.0,6.0,198.0,3.0,1.0,1.0,92.0,0,Away,0
Rory Atkins,6.0,6.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,10.0,10.0,83.3,0.0,0.0,3.0,0.0,0.0,1.0,2.0,187.0,2.0,3.0,0.0,78.0,0,Away,0
Jarryd Lyons,3.0,8.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,6.0,5.0,45.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,136.0,4.0,1.0,0.0,47.0,0,Away,0
Charlie Cameron,5.0,6.0,11.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,5.0,45.5,0.0,1.0,4.0,0.0,0.0,0.0,3.0,160.0,1.0,2.0,0.0,84.0,0,Away,0
Sam Jacobs,6.0,4.0,10.0,2.0,0.0,0.0,1.0,52.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,5.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,61.0,2.0,1.0,1.0,87.0,0,Away,0
Daniel Talia,7.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,6.0,5.0,50.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,197.0,5.0,7.0,0.0,92.0,0,Away,0
Brodie Smith,9.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,7.0,77.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,324.0,2.0,4.0,0.0,26.0,0,Away,0
Luke Brown,7.0,2.0,9.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,7.0,8.0,88.9,0.0,0.0,4.0,1.0,0.0,0.0,3.0,194.0,2.0,1.0,0.0,88.0,0,Away,0
Riley Knight,3.0,4.0,7.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,71.4,0.0,0.0,1.0,0.0,0.0,0.0,5.0,69.0,1.0,3.0,0.0,85.0,0,Away,0
Jake Lever,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,6.0,5.0,83.3,0.0,0.0,2.0,1.0,0.0,0.0,1.0,104.0,2.0,2.0,0.0,75.0,0,Away,0
Kyle Hartigan,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,50.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,135.0,2.0,2.0,0.0,92.0,0,Away,0
