Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Leigh Montagna,25.0,15.0,40.0,14.0,0.0,1.0,3.0,0.0,0.0,7.0,1.0,2.0,3.0,0.0,0.0,5.0,35.0,33.0,82.5,0.0,0.0,4.0,1.0,1.0,0.0,11.0,749.0,4.0,5.0,0.0,93.0,1,3
Jack Newnes,21.0,13.0,34.0,6.0,0.0,0.0,4.0,0.0,2.0,8.0,1.0,5.0,3.0,1.0,1.0,8.0,25.0,26.0,76.5,0.0,0.0,3.0,0.0,0.0,1.0,11.0,493.0,4.0,6.0,1.0,94.0,1,0
Sebastian Ross,21.0,10.0,31.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,27.0,22.0,71.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,460.0,6.0,3.0,0.0,84.0,1,0
Jack Steven,16.0,14.0,30.0,5.0,3.0,0.0,6.0,0.0,1.0,5.0,6.0,3.0,0.0,3.0,1.0,10.0,23.0,23.0,76.7,0.0,1.0,2.0,0.0,4.0,2.0,11.0,334.0,5.0,1.0,0.0,80.0,1,2
Jack Billings,18.0,12.0,30.0,5.0,2.0,0.0,5.0,0.0,1.0,5.0,2.0,5.0,3.0,0.0,1.0,3.0,26.0,26.0,86.7,0.0,0.0,1.0,0.0,1.0,1.0,10.0,510.0,5.0,2.0,0.0,81.0,1,1
Shane Savage,15.0,13.0,28.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0,4.0,0.0,2.0,6.0,20.0,24.0,85.7,0.0,0.0,0.0,0.0,0.0,1.0,9.0,533.0,1.0,5.0,0.0,95.0,1,0
Luke Dunstan,6.0,19.0,25.0,5.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,9.0,16.0,20.0,80.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,180.0,5.0,3.0,2.0,82.0,1,0
Jimmy Webster,9.0,15.0,24.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,18.0,22.0,91.7,0.0,0.0,2.0,1.0,1.0,0.0,6.0,311.0,2.0,6.0,0.0,83.0,1,0
Jarryn Geary,10.0,10.0,20.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,16.0,16.0,80.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,133.0,3.0,4.0,0.0,89.0,1,0
Sam Gilbert,12.0,7.0,19.0,7.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,12.0,13.0,68.4,1.0,1.0,3.0,0.0,0.0,0.0,8.0,349.0,4.0,3.0,0.0,85.0,1,0
