Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Dyson Heppell,13.0,15.0,28.0,9.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,0.0,8.0,22.0,21.0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,303.0,5.0,5.0,1.0,84.0,1,Home,0
Zachary Merrett,13.0,15.0,28.0,3.0,1.0,0.0,3.0,0.0,2.0,4.0,4.0,0.0,0.0,3.0,0.0,13.0,15.0,22.0,78.6,0.0,0.0,2.0,0.0,4.0,0.0,8.0,293.0,3.0,2.0,1.0,76.0,1,Home,3
Michael Hurley,23.0,3.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,4.0,18.0,21.0,80.8,1.0,0.0,4.0,0.0,0.0,1.0,1.0,383.0,5.0,5.0,0.0,95.0,1,Home,2
Conor McKenna,19.0,6.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,1.0,1.0,9.0,12.0,20.0,80.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,622.0,4.0,10.0,0.0,83.0,1,Home,0
Dylan Clarke,6.0,17.0,23.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,12.0,10.0,19.0,82.6,0.0,0.0,2.0,0.0,2.0,3.0,2.0,86.0,3.0,4.0,0.0,85.0,1,Home,0
Cale Hooker,16.0,6.0,22.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,18.0,16.0,72.7,0.0,0.0,5.0,0.0,0.0,0.0,1.0,260.0,6.0,5.0,0.0,91.0,1,Home,0
Andrew McGrath,8.0,14.0,22.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,17.0,20.0,90.9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,192.0,3.0,3.0,0.0,80.0,1,Home,0
Kyle Langford,13.0,8.0,21.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,12.0,9.0,17.0,81.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,270.0,4.0,3.0,1.0,74.0,1,Home,0
Darcy Parish,13.0,8.0,21.0,2.0,1.0,1.0,5.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,8.0,14.0,14.0,66.7,1.0,1.0,0.0,0.0,1.0,0.0,5.0,365.0,4.0,2.0,1.0,78.0,1,Home,0
Dylan Shiel,15.0,5.0,20.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,3.0,0.0,1.0,1.0,6.0,12.0,15.0,75.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,327.0,5.0,0.0,1.0,77.0,1,Home,0
Adam Saad,13.0,7.0,20.0,5.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,8.0,13.0,14.0,70.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,457.0,5.0,12.0,0.0,87.0,1,Home,0
David Zaharakis,13.0,6.0,19.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,14.0,17.0,89.5,0.0,0.0,3.0,0.0,0.0,0.0,3.0,228.0,1.0,4.0,0.0,87.0,1,Home,0
Jayden Laverde,9.0,9.0,18.0,5.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,10.0,9.0,12.0,66.7,1.0,1.0,0.0,0.0,0.0,0.0,8.0,252.0,3.0,2.0,0.0,89.0,1,Home,0
Shaun McKernan,11.0,4.0,15.0,6.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,3.0,1.0,3.0,0.0,10.0,4.0,8.0,53.3,2.0,4.0,2.0,0.0,1.0,0.0,6.0,365.0,3.0,4.0,0.0,88.0,1,Home,0
Matt Guelfi,7.0,8.0,15.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,15.0,10.0,66.7,0.0,1.0,2.0,0.0,0.0,0.0,2.0,360.0,4.0,1.0,1.0,77.0,1,Home,0
Orazio Fantasia,10.0,4.0,14.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,8.0,5.0,35.7,0.0,0.0,0.0,0.0,0.0,1.0,5.0,218.0,3.0,1.0,3.0,80.0,1,Home,0
Mason Redman,7.0,7.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,5.0,9.0,14.0,100.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,144.0,0.0,6.0,0.0,75.0,1,Home,0
Patrick Ambrose,6.0,4.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,4.0,6.0,9.0,90.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,88.0,3.0,6.0,0.0,90.0,1,Home,0
Joshua Begley,7.0,3.0,10.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,9.0,5.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,164.0,3.0,0.0,1.0,88.0,1,Home,0
Tom Bellchambers,6.0,3.0,9.0,6.0,1.0,1.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,88.9,1.0,2.0,3.0,0.0,1.0,1.0,3.0,106.0,2.0,1.0,0.0,84.0,1,Home,0
Jake Stringer,7.0,1.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,7.0,6.0,75.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,112.0,3.0,0.0,0.0,56.0,1,Home,0
Anthony M-Tipungwuti,5.0,2.0,7.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,71.4,2.0,1.0,0.0,0.0,0.0,0.0,3.0,95.0,0.0,0.0,3.0,79.0,1,Home,0
James Worpel,18.0,16.0,34.0,6.0,0.0,1.0,2.0,0.0,0.0,8.0,7.0,3.0,1.0,0.0,1.0,9.0,25.0,26.0,76.5,0.0,0.0,2.0,0.0,3.0,4.0,6.0,453.0,5.0,2.0,0.0,81.0,0,Away,0
Liam Shiels,17.0,14.0,31.0,9.0,0.0,1.0,2.0,0.0,0.0,8.0,7.0,6.0,1.0,0.0,2.0,12.0,19.0,22.0,71.0,2.0,0.0,2.0,1.0,4.0,3.0,5.0,414.0,8.0,3.0,0.0,80.0,0,Away,0
Ricky Henderson,22.0,9.0,31.0,11.0,1.0,0.0,4.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,5.0,25.0,27.0,87.1,0.0,0.0,2.0,0.0,0.0,1.0,4.0,521.0,6.0,5.0,0.0,76.0,0,Away,1
