Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Andrew Gaff,22.0,19.0,41.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,13.0,26.0,25.0,61.0,0.0,0.0,1.0,2.0,0.0,6.0,6.0,436.0,7.0,6.0,0.0,84.0,1,Home,3
Luke Shuey,16.0,16.0,32.0,4.0,0.0,1.0,3.0,0.0,1.0,8.0,12.0,4.0,1.0,0.0,3.0,14.0,18.0,21.0,65.6,0.0,0.0,1.0,3.0,6.0,6.0,5.0,574.0,8.0,0.0,1.0,83.0,1,Home,0
Jack Redden,18.0,14.0,32.0,9.0,1.0,1.0,6.0,0.0,2.0,3.0,5.0,2.0,2.0,3.0,0.0,14.0,20.0,27.0,84.4,0.0,1.0,1.0,1.0,2.0,3.0,9.0,421.0,3.0,2.0,1.0,84.0,1,Home,2
Elliot Yeo,19.0,13.0,32.0,6.0,0.0,2.0,4.0,0.0,0.0,9.0,4.0,1.0,3.0,2.0,1.0,12.0,21.0,22.0,68.8,0.0,0.0,4.0,0.0,1.0,3.0,11.0,645.0,5.0,3.0,0.0,89.0,1,Home,0
Shannon Hurn,20.0,4.0,24.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,5.0,11.0,20.0,83.3,2.0,0.0,2.0,0.0,0.0,1.0,3.0,362.0,4.0,10.0,0.0,91.0,1,Home,1
Chris Masten,12.0,5.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,16.0,14.0,82.4,0.0,0.0,1.0,1.0,0.0,1.0,2.0,331.0,2.0,0.0,0.0,88.0,1,Home,0
Jamie Cripps,12.0,5.0,17.0,9.0,2.0,0.0,3.0,0.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,7.0,12.0,11.0,64.7,0.0,1.0,2.0,0.0,0.0,1.0,8.0,310.0,5.0,1.0,3.0,86.0,1,Home,0
Mark Hutchings,8.0,8.0,16.0,4.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,9.0,11.0,68.8,1.0,2.0,1.0,0.0,0.0,3.0,6.0,199.0,1.0,1.0,1.0,77.0,1,Home,0
Nicholas Naitanui,9.0,6.0,15.0,3.0,0.0,0.0,8.0,41.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,11.0,3.0,9.0,60.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,164.0,2.0,2.0,1.0,63.0,1,Home,0
Liam Duggan,13.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,4.0,13.0,9.0,60.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,300.0,1.0,5.0,0.0,82.0,1,Home,0
Brayden Ainsworth,13.0,1.0,14.0,5.0,1.0,0.0,3.0,0.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,5.0,10.0,10.0,71.4,0.0,0.0,0.0,0.0,1.0,0.0,4.0,285.0,4.0,0.0,0.0,76.0,1,Home,0
Lewis Jetta,11.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,11.0,11.0,91.7,0.0,0.0,1.0,2.0,0.0,0.0,5.0,303.0,1.0,1.0,0.0,83.0,1,Home,0
Will Schofield,8.0,2.0,10.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,9.0,90.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,202.0,0.0,6.0,0.0,89.0,1,Home,0
Bradley Sheppard,6.0,3.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,77.8,0.0,0.0,3.0,0.0,0.0,0.0,2.0,149.0,1.0,3.0,0.0,92.0,1,Home,0
Scott Lycett,6.0,2.0,8.0,6.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,6.0,75.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,216.0,1.0,0.0,2.0,87.0,1,Home,0
Brendon Ah Chee,7.0,1.0,8.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,5.0,62.5,0.0,1.0,3.0,0.0,0.0,0.0,4.0,140.0,1.0,0.0,1.0,78.0,1,Home,0
Tom Cole,5.0,3.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,3.0,6.0,4.0,5.0,62.5,2.0,0.0,6.0,0.0,0.0,1.0,1.0,188.0,6.0,4.0,0.0,85.0,1,Home,0
Willie Rioli,5.0,3.0,8.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,5.0,6.0,7.0,87.5,1.0,1.0,4.0,0.0,0.0,1.0,5.0,171.0,2.0,0.0,1.0,85.0,1,Home,0
Oscar Allen,4.0,3.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,7.0,100.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,68.0,1.0,6.0,0.0,79.0,1,Home,0
Jeremy McGovern,3.0,3.0,6.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,5.0,83.3,1.0,1.0,2.0,0.0,0.0,0.0,4.0,108.0,1.0,0.0,1.0,82.0,1,Home,0
Nathan Vardy,2.0,3.0,5.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,1.0,0.0,68.0,1,Home,0
Daniel Venables,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,0.0,1.0,69.0,1,Home,0
Stephen Coniglio,17.0,13.0,30.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,1.0,1.0,11.0,20.0,25.0,83.3,0.0,1.0,1.0,1.0,1.0,3.0,8.0,396.0,2.0,2.0,0.0,84.0,0,Away,0
Callan Ward,11.0,17.0,28.0,3.0,1.0,1.0,4.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,0.0,9.0,19.0,24.0,85.7,1.0,0.0,0.0,2.0,0.0,6.0,10.0,320.0,1.0,4.0,0.0,84.0,0,Away,0
Lachie Whitfield,21.0,7.0,28.0,5.0,1.0,1.0,2.0,0.0,0.0,6.0,0.0,2.0,6.0,1.0,1.0,4.0,23.0,21.0,75.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,728.0,7.0,3.0,0.0,88.0,0,Away,0
Tim Taranto,16.0,12.0,28.0,5.0,0.0,1.0,7.0,0.0,0.0,2.0,5.0,4.0,4.0,1.0,1.0,14.0,13.0,18.0,64.3,1.0,1.0,0.0,0.0,2.0,3.0,6.0,460.0,2.0,4.0,1.0,83.0,0,Away,0
Joshua Kelly,11.0,15.0,26.0,3.0,0.0,0.0,4.0,0.0,1.0,7.0,3.0,2.0,0.0,1.0,0.0,6.0,19.0,23.0,88.5,0.0,0.0,0.0,0.0,1.0,2.0,10.0,385.0,4.0,1.0,0.0,82.0,0,Away,0
Dylan Shiel,10.0,15.0,25.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,22.0,16.0,64.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,482.0,7.0,0.0,0.0,82.0,0,Away,0
Adam Tomlinson,10.0,14.0,24.0,7.0,3.0,0.0,2.0,3.0,0.0,5.0,6.0,4.0,0.0,2.0,2.0,13.0,12.0,19.0,79.2,1.0,2.0,1.0,0.0,3.0,3.0,7.0,362.0,4.0,2.0,0.0,84.0,0,Away,0
Matthew De Boer,7.0,15.0,22.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,11.0,14.0,20.0,90.9,1.0,0.0,1.0,0.0,1.0,0.0,8.0,205.0,4.0,3.0,2.0,85.0,0,Away,0
Ryan Griffen,12.0,9.0,21.0,3.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,8.0,15.0,11.0,52.4,1.0,1.0,0.0,0.0,0.0,0.0,6.0,428.0,3.0,2.0,2.0,85.0,0,Away,0
