Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
James Harmes,17.0,14.0,31.0,6.0,1.0,1.0,5.0,0.0,1.0,8.0,6.0,6.0,2.0,2.0,3.0,15.0,18.0,20.0,64.5,0.0,0.0,1.0,0.0,4.0,2.0,10.0,455.0,1.0,5.0,1.0,85.0,1,Home,3
Clayton Oliver,13.0,17.0,30.0,8.0,0.0,1.0,2.0,0.0,0.0,9.0,5.0,4.0,2.0,3.0,4.0,11.0,17.0,23.0,76.7,1.0,1.0,2.0,0.0,2.0,3.0,7.0,409.0,7.0,4.0,0.0,70.0,1,Home,0
Michael Hibberd,17.0,9.0,26.0,8.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,4.0,7.0,2.0,1.0,7.0,19.0,20.0,76.9,0.0,0.0,3.0,0.0,0.0,2.0,4.0,605.0,8.0,7.0,0.0,87.0,1,Home,0
Christian Salem,18.0,8.0,26.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,7.0,17.0,19.0,73.1,0.0,0.0,2.0,1.0,0.0,0.0,5.0,438.0,3.0,7.0,0.0,86.0,1,Home,0
Angus Brayshaw,11.0,10.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,12.0,13.0,61.9,1.0,0.0,2.0,0.0,0.0,2.0,5.0,331.0,4.0,4.0,0.0,76.0,1,Home,0
Nathan Jones,11.0,9.0,20.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,13.0,7.0,9.0,45.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,266.0,6.0,3.0,1.0,75.0,1,Home,0
Jake Melksham,10.0,10.0,20.0,2.0,0.0,1.0,5.0,0.0,1.0,4.0,4.0,3.0,1.0,0.0,1.0,8.0,11.0,11.0,55.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,255.0,4.0,1.0,1.0,79.0,1,Home,0
Jay Lockhart,13.0,7.0,20.0,8.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0,5.0,1.0,1.0,0.0,7.0,12.0,13.0,65.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,293.0,6.0,4.0,2.0,75.0,1,Home,0
Billy Stretch,10.0,8.0,18.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,14.0,12.0,66.7,0.0,0.0,1.0,3.0,0.0,0.0,3.0,241.0,3.0,2.0,0.0,73.0,1,Home,0
Marty Hore,14.0,4.0,18.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,7.0,10.0,14.0,77.8,0.0,0.0,5.0,0.0,0.0,0.0,3.0,241.0,3.0,11.0,0.0,83.0,1,Home,0
