Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Matt Crouch,10.0,17.0,27.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,7.0,4.0,0.0,3.0,3.0,12.0,15.0,17.0,63.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,143.0,4.0,3.0,0.0,79.0,0,0
Luke Brown,15.0,5.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,7.0,4.0,2.0,8.0,5.0,19.0,95.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,497.0,4.0,9.0,0.0,84.0,0,0
Rory Laird,7.0,13.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,3.0,10.0,10.0,16.0,80.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,221.0,5.0,4.0,3.0,73.0,0,0
Tom Lynch,8.0,11.0,19.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,8.0,11.0,15.0,78.9,0.0,1.0,0.0,0.0,0.0,2.0,1.0,247.0,4.0,5.0,0.0,86.0,0,0
Ben Keays,10.0,9.0,19.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,7.0,3.0,2.0,0.0,1.0,9.0,9.0,12.0,63.2,0.0,0.0,0.0,0.0,2.0,5.0,2.0,347.0,6.0,2.0,0.0,88.0,0,0
Tom Doedee,5.0,13.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,8.0,8.0,12.0,66.7,1.0,0.0,4.0,2.0,0.0,0.0,1.0,261.0,6.0,8.0,0.0,86.0,0,0
Paul Seedsman,11.0,6.0,17.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,13.0,10.0,58.8,0.0,1.0,0.0,0.0,0.0,1.0,5.0,422.0,6.0,1.0,1.0,92.0,0,0
David MacKay,7.0,9.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,12.0,10.0,62.5,0.0,0.0,1.0,2.0,0.0,0.0,1.0,295.0,3.0,4.0,0.0,82.0,0,0
Harry Schoenberg,5.0,7.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,58.3,0.0,0.0,0.0,0.0,1.0,1.0,3.0,169.0,0.0,1.0,0.0,70.0,0,0
Elliott Himmelberg,8.0,2.0,10.0,3.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,6.0,60.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,290.0,3.0,1.0,1.0,91.0,0,0
