Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Elliot Yeo,18.0,13.0,31.0,1.0,0.0,0.0,7.0,0.0,0.0,8.0,14.0,9.0,1.0,4.0,4.0,20.0,11.0,19.0,61.3,0.0,0.0,1.0,2.0,4.0,10.0,5.0,725.0,8.0,2.0,2.0,89.0,0,Home,2
Jack Redden,19.0,11.0,30.0,8.0,1.0,0.0,3.0,0.0,0.0,3.0,6.0,4.0,2.0,3.0,1.0,14.0,16.0,20.0,66.7,0.0,0.0,1.0,0.0,0.0,6.0,4.0,363.0,3.0,7.0,0.0,92.0,0,Home,0
Dominic Sheed,12.0,15.0,27.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,4.0,1.0,2.0,0.0,9.0,17.0,12.0,44.4,0.0,0.0,0.0,1.0,0.0,2.0,1.0,390.0,5.0,2.0,1.0,89.0,0,Home,0
Tim Kelly,11.0,15.0,26.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,10.0,15.0,19.0,73.1,0.0,0.0,0.0,0.0,3.0,2.0,3.0,321.0,3.0,4.0,1.0,89.0,0,Home,0
Andrew Gaff,14.0,9.0,23.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,3.0,4.0,1.0,10.0,14.0,17.0,73.9,0.0,0.0,1.0,0.0,0.0,3.0,3.0,349.0,5.0,6.0,0.0,89.0,0,Home,0
Alex Witherden,18.0,2.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,9.0,1.0,2.0,4.0,9.0,15.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,459.0,4.0,8.0,0.0,86.0,0,Home,0
Jeremy McGovern,13.0,4.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,2.0,0.0,8.0,5.0,11.0,64.7,3.0,0.0,10.0,0.0,0.0,1.0,1.0,383.0,5.0,10.0,0.0,91.0,0,Home,0
Mark Hutchings,9.0,7.0,16.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,5.0,11.0,10.0,62.5,0.0,0.0,2.0,0.0,1.0,1.0,2.0,218.0,5.0,3.0,0.0,82.0,0,Home,0
Oscar Allen,12.0,2.0,14.0,6.0,0.0,2.0,3.0,1.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0,2.0,12.0,7.0,50.0,1.0,1.0,7.0,0.0,0.0,0.0,4.0,326.0,4.0,2.0,0.0,94.0,0,Home,0
Jack Darling,10.0,3.0,13.0,5.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,8.0,6.0,11.0,84.6,2.0,1.0,1.0,0.0,0.0,0.0,6.0,200.0,1.0,0.0,2.0,96.0,0,Home,0
Nicholas Naitanui,7.0,5.0,12.0,2.0,1.0,0.0,3.0,29.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,9.0,1.0,9.0,75.0,2.0,1.0,7.0,0.0,1.0,4.0,4.0,238.0,2.0,0.0,0.0,61.0,0,Home,0
Jamie Cripps,7.0,5.0,12.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,10.0,8.0,66.7,0.0,2.0,3.0,0.0,0.0,1.0,6.0,239.0,2.0,0.0,1.0,89.0,0,Home,0
Jackson Nelson,10.0,2.0,12.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,8.0,7.0,58.3,0.0,0.0,2.0,0.0,0.0,0.0,1.0,230.0,2.0,4.0,0.0,81.0,0,Home,0
Tom Cole,8.0,4.0,12.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,11.0,91.7,2.0,0.0,2.0,0.0,0.0,0.0,4.0,167.0,0.0,4.0,0.0,66.0,0,Home,0
Bradley Sheppard,5.0,6.0,11.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,54.5,0.0,0.0,6.0,0.0,0.0,0.0,1.0,178.0,4.0,5.0,0.0,95.0,0,Home,0
Joshua Kennedy,7.0,3.0,10.0,4.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,4.0,6.0,60.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,157.0,3.0,0.0,2.0,79.0,0,Home,0
Connor West,6.0,4.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,161.0,6.0,1.0,0.0,73.0,0,Home,0
Luke Edwards,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,95.0,3.0,1.0,0.0,61.0,0,Home,0
Harry Edwards,7.0,2.0,9.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,4.0,6.0,66.7,2.0,0.0,9.0,0.0,0.0,0.0,2.0,223.0,1.0,6.0,0.0,89.0,0,Home,0
Shannon Hurn,6.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,6.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2.0,2.0,0.0,14.0,0,Home,0
Jack Petruccelle,5.0,3.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,5.0,62.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,141.0,2.0,2.0,0.0,63.0,0,Home,0
Zac Langdon,3.0,4.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,5.0,71.4,1.0,1.0,1.0,0.0,0.0,0.0,4.0,40.0,1.0,2.0,0.0,67.0,0,Home,0
Nathan Vardy,3.0,0.0,3.0,2.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,100.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,76.0,2.0,0.0,0.0,64.0,0,Home,0
Christian Petracca,10.0,18.0,28.0,1.0,1.0,1.0,6.0,0.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,9.0,19.0,17.0,60.7,0.0,0.0,0.0,0.0,4.0,2.0,9.0,449.0,6.0,1.0,0.0,88.0,1,Away,1
Clayton Oliver,11.0,17.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,4.0,21.0,7.0,18.0,64.3,0.0,0.0,0.0,0.0,4.0,5.0,3.0,244.0,4.0,3.0,0.0,90.0,1,Away,0
James Harmes,16.0,9.0,25.0,2.0,1.0,1.0,4.0,0.0,0.0,5.0,3.0,3.0,1.0,2.0,2.0,9.0,16.0,17.0,68.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,515.0,4.0,4.0,1.0,54.0,1,Away,0
Christian Salem,13.0,10.0,23.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,1.0,4.0,17.0,18.0,78.3,0.0,0.0,3.0,0.0,0.0,1.0,2.0,259.0,4.0,4.0,0.0,91.0,1,Away,0
Steven May,20.0,1.0,21.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,1.0,3.0,8.0,17.0,81.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,598.0,4.0,6.0,0.0,100.0,1,Away,0
Luke Jackson,8.0,13.0,21.0,6.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,11.0,10.0,15.0,71.4,3.0,2.0,1.0,0.0,0.0,2.0,5.0,239.0,4.0,0.0,1.0,78.0,1,Away,3
Jake Bowey,10.0,11.0,21.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,10.0,11.0,17.0,81.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,231.0,2.0,9.0,0.0,70.0,1,Away,0
Alex N-Bullen,16.0,4.0,20.0,3.0,2.0,1.0,8.0,0.0,1.0,7.0,4.0,2.0,2.0,4.0,0.0,9.0,10.0,13.0,65.0,1.0,0.0,2.0,0.0,0.0,4.0,8.0,407.0,4.0,2.0,5.0,86.0,1,Away,0
James Jordon,11.0,6.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,15.0,11.0,64.7,0.0,1.0,2.0,0.0,0.0,0.0,2.0,245.0,4.0,5.0,0.0,53.0,1,Away,0
Ed Langdon,9.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,13.0,13.0,81.2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,374.0,3.0,1.0,0.0,97.0,1,Away,0
Trent Rivers,10.0,5.0,15.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,7.0,7.0,12.0,80.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,370.0,2.0,10.0,0.0,71.0,1,Away,0
Max Gawn,10.0,4.0,14.0,3.0,0.0,1.0,3.0,25.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,8.0,6.0,6.0,42.9,2.0,2.0,0.0,0.0,0.0,5.0,4.0,354.0,2.0,1.0,0.0,96.0,1,Away,0
Angus Brayshaw,10.0,4.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,13.0,8.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,270.0,3.0,2.0,0.0,77.0,1,Away,0
Tom Sparrow,4.0,8.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,7.0,7.0,7.0,58.3,0.0,0.0,2.0,0.0,1.0,2.0,2.0,139.0,2.0,1.0,0.0,72.0,1,Away,0
Jake Lever,6.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,3.0,4.0,5.0,9.0,81.8,0.0,0.0,11.0,0.0,0.0,0.0,1.0,183.0,3.0,10.0,0.0,98.0,1,Away,0
Aaron Vandenberg,8.0,3.0,11.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,3.0,7.0,6.0,54.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,204.0,4.0,2.0,0.0,58.0,1,Away,0
Harrison Petty,6.0,4.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,6.0,8.0,80.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,173.0,3.0,8.0,0.0,98.0,1,Away,0
Charlie Spargo,5.0,4.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,5.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,1.0,3.0,124.0,1.0,1.0,1.0,83.0,1,Away,0
Kysaiah Pickett,5.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,5.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,4.0,1.0,0.0,81.0,1,Away,0
Jake Melksham,3.0,5.0,8.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,6.0,5.0,7.0,87.5,0.0,1.0,2.0,0.0,0.0,1.0,4.0,51.0,3.0,1.0,1.0,87.0,1,Away,0
Ben Brown,8.0,0.0,8.0,7.0,3.0,0.0,2.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,62.5,2.0,3.0,1.0,0.0,0.0,0.0,6.0,249.0,3.0,0.0,0.0,72.0,1,Away,0
Bayley Fritsch,5.0,3.0,8.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,9.0,5.0,62.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,184.0,2.0,0.0,1.0,88.0,1,Away,0
Jayden Hunt,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,0.0,12.0,1,Away,0
