Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Jy Simpkin,12.0,20.0,32.0,3.0,0.0,1.0,5.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,12.0,17.0,24.0,75.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,292.0,4.0,4.0,2.0,78.0,0,0
Jed Anderson,16.0,14.0,30.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,12.0,18.0,26.0,86.7,0.0,0.0,3.0,0.0,0.0,5.0,8.0,499.0,1.0,5.0,0.0,77.0,0,0
Luke McDonald,13.0,15.0,28.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,1.0,10.0,15.0,22.0,78.6,1.0,0.0,3.0,0.0,0.0,1.0,5.0,385.0,4.0,10.0,0.0,97.0,0,0
Jared Polec,20.0,5.0,25.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,6.0,20.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,327.0,2.0,2.0,0.0,86.0,0,0
Luke D-Uniacke,7.0,17.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0,11.0,13.0,16.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,4.0,283.0,3.0,4.0,0.0,81.0,0,1
Shaun Higgins,9.0,14.0,23.0,6.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,18.0,18.0,78.3,0.0,1.0,2.0,0.0,0.0,1.0,3.0,299.0,2.0,3.0,2.0,77.0,0,0
Trent Dumont,10.0,12.0,22.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,2.0,1.0,9.0,15.0,15.0,68.2,0.0,0.0,0.0,0.0,1.0,1.0,3.0,204.0,4.0,5.0,1.0,64.0,0,0
Shaun Atley,5.0,14.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,17.0,13.0,68.4,0.0,0.0,3.0,1.0,0.0,1.0,3.0,228.0,4.0,0.0,0.0,87.0,0,0
Todd Goldstein,5.0,13.0,18.0,4.0,0.0,1.0,2.0,21.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,7.0,11.0,12.0,66.7,0.0,0.0,2.0,0.0,1.0,3.0,4.0,143.0,1.0,2.0,0.0,89.0,0,0
Ed V-Willis,10.0,8.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,7.0,11.0,14.0,77.8,0.0,0.0,3.0,0.0,1.0,1.0,3.0,243.0,3.0,6.0,0.0,76.0,0,0
