Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes
Jackson Macrae,15.0,22.0,37.0,2.0,0.0,0.0,4.0,0.0,1.0,4.0,4.0,6.0,3.0,6.0,1.0,14.0,24.0,27.0,73.0,0.0,0.0,1.0,1.0,4.0,0.0,7.0,486.0,8.0,3.0,2.0,86.0,0,Home,2
Bailey Williams,14.0,9.0,23.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,2.0,7.0,12.0,18.0,78.3,0.0,1.0,0.0,0.0,0.0,0.0,6.0,334.0,4.0,9.0,0.0,83.0,0,Home,0
Caleb Daniel,10.0,12.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,2.0,10.0,12.0,15.0,68.2,0.0,0.0,3.0,0.0,0.0,2.0,2.0,354.0,6.0,8.0,0.0,86.0,0,Home,0
Thomas Liberatore,8.0,12.0,20.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,14.0,9.0,14.0,70.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,135.0,0.0,3.0,0.0,81.0,0,Home,0
Bailey Smith,10.0,9.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,1.0,1.0,4.0,16.0,13.0,68.4,0.0,0.0,0.0,0.0,1.0,2.0,3.0,376.0,7.0,0.0,0.0,89.0,0,Home,0
Marcus Bontempelli,8.0,7.0,15.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,9.0,5.0,10.0,66.7,2.0,0.0,2.0,0.0,2.0,1.0,6.0,240.0,2.0,2.0,0.0,87.0,0,Home,0
Toby McLean,5.0,10.0,15.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,6.0,7.0,12.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,162.0,5.0,4.0,0.0,80.0,0,Home,0
Timothy English,6.0,7.0,13.0,3.0,0.0,1.0,1.0,13.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,5.0,9.0,8.0,61.5,0.0,1.0,0.0,0.0,0.0,3.0,3.0,199.0,1.0,0.0,0.0,86.0,0,Home,0
Easton Wood,8.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,4.0,6.0,5.0,45.5,0.0,0.0,4.0,0.0,0.0,0.0,1.0,190.0,6.0,5.0,0.0,85.0,0,Home,0
Hayden Crozier,10.0,1.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,9.0,8.0,72.7,0.0,0.0,3.0,0.0,0.0,2.0,3.0,446.0,4.0,2.0,0.0,77.0,0,Home,0
Zaine Cordy,6.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,9.0,9.0,81.8,0.0,0.0,8.0,0.0,0.0,0.0,3.0,79.0,1.0,2.0,0.0,86.0,0,Home,0
Jason Johannisen,5.0,5.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,10.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,234.0,1.0,2.0,0.0,85.0,0,Home,0
