Player,Kicks BTRS,Kicks OTRS,Handballs BTRS,Handballs OTRS,Disposals BTRS,Disposals OTRS,Marks BTRS,Marks OTRS,Goals BTRS,Goals OTRS,Behinds BTRS,Behinds OTRS,Tackles BTRS,Tackles OTRS,Hitouts BTRS,Hitouts OTRS,Goal Assists BTRS,Goal Assists OTRS,Inside 50s BTRS,Inside 50s OTRS,Clearances BTRS,Clearances OTRS,Clangers BTRS,Clangers OTRS,Rebound 50s BTRS,Rebound 50s OTRS,Frees For BTRS,Frees For OTRS,Frees Agains BTRS,Frees Agains OTRS,Contested Possessions BTRS,Contested Possessions OTRS,Uncontested Possessions BTRS,Uncontested Possessions OTRS,Effective Disposals BTRS,Effective Disposals OTRS,Contested Marks BTRS,Contested Marks OTRS,Marks Inside 50 BTRS,Marks Inside 50 OTRS,One Percenters BTRS,One Percenters OTRS,Bounces BTRS,Bounces OTRS,Centre Clearances BTRS,Centre Clearances OTRS,Stoppage Clearances BTRS,Stoppage Clearances OTRS,Score Involvements BTRS,Score Involvements OTRS,Metres Gained BTRS,Metres Gained OTRS,Turnovers BTRS,Turnovers OTRS,Intercepts BTRS,Intercepts OTRS,Tackles Inside 50 BTRS,Tackles Inside 50 OTRS,Time On Ground % BTRS,Time On Ground % OTRS,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTRS,Uncontested Marks OTRS,Marks Outside 50 BTRS,Marks Outside 50 OTRS,Tackles Outside 50 BTRS,Tackles Outside 50 OTRS,Behind Assists BTRS,Behind Assists OTRS,Ineffective Disposals BTRS,Ineffective Disposals OTRS
Shannon Hurn,1.0,1.0,0.3409090909090909,0.38095238095238093,0.9090909090909091,1.0,0.8181818181818182,0.7619047619047619,0.0,0.0,0.0,0.0,0.6363636363636364,0.6190476190476191,0.0,0.0,0.0,0.0,0.1590909090909091,0.2857142857142857,0.0,0.0,0.20454545454545456,0.38095238095238093,1.0,1.0,0.0,0.0,0.5,0.5714285714285714,0.25,0.3333333333333333,0.6363636363636364,0.6190476190476191,0.9772727272727273,1.0,0.9318181818181818,0.9523809523809523,0.0,0.0,0.8409090909090909,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1.0,1.0,0.045454545454545456,0.0,0.6590909090909091,0.7142857142857143,0.0,0.0,0.3409090909090909,0.2857142857142857,0,Home,0,0.6818181818181818,0.5238095238095238,0.8409090909090909,0.7619047619047619,0.7272727272727273,0.8095238095238095,0.045454545454545456,0.0,0.4318181818181818,0.47619047619047616
Bradley Sheppard,0.7954545454545454,0.8571428571428571,0.7954545454545454,0.8571428571428571,0.8636363636363636,0.9523809523809523,0.9772727272727273,0.9523809523809523,0.022727272727272728,0.047619047619047616,0.022727272727272728,0.047619047619047616,0.36363636363636365,0.2857142857142857,0.022727272727272728,0.047619047619047616,0.022727272727272728,0.047619047619047616,0.45454545454545453,0.5714285714285714,0.022727272727272728,0.047619047619047616,0.5909090909090909,0.6666666666666666,0.9090909090909091,0.8571428571428571,0.5,0.6666666666666666,0.13636363636363635,0.23809523809523808,0.75,0.7619047619047619,0.8636363636363636,0.9523809523809523,0.9090909090909091,0.9523809523809523,0.0,0.0,0.022727272727272728,0.047619047619047616,0.4318181818181818,0.47619047619047616,0.022727272727272728,0.047619047619047616,0.022727272727272728,0.047619047619047616,0.022727272727272728,0.047619047619047616,0.3409090909090909,0.5238095238095238,0.75,0.8095238095238095,0.18181818181818182,0.19047619047619047,1.0,1.0,0.022727272727272728,0.047619047619047616,0.9545454545454546,0.9523809523809523,0,Home,0,1.0,1.0,0.9772727272727273,0.9523809523809523,0.4318181818181818,0.38095238095238093,0.36363636363636365,0.5714285714285714,0.45454545454545453,0.5238095238095238
Josh Rotham,0.8863636363636364,0.9523809523809523,0.5909090909090909,0.6190476190476191,0.8181818181818182,0.9047619047619048,1.0,1.0,0.045454545454545456,0.09523809523809523,0.045454545454545456,0.09523809523809523,0.0,0.0,0.045454545454545456,0.09523809523809523,0.045454545454545456,0.09523809523809523,0.0,0.0,0.045454545454545456,0.09523809523809523,0.22727272727272727,0.42857142857142855,0.7272727272727273,0.7619047619047619,0.022727272727272728,0.047619047619047616,0.1590909090909091,0.2857142857142857,0.4772727272727273,0.6190476190476191,0.9772727272727273,1.0,0.8636363636363636,0.9047619047619048,0.6590909090909091,0.5238095238095238,0.045454545454545456,0.09523809523809523,0.45454545454545453,0.5238095238095238,0.045454545454545456,0.09523809523809523,0.045454545454545456,0.09523809523809523,0.045454545454545456,0.09523809523809523,0.36363636363636365,0.5714285714285714,0.5454545454545454,0.5714285714285714,0.22727272727272727,0.2857142857142857,0.6818181818181818,0.7619047619047619,0.045454545454545456,0.09523809523809523,0.9772727272727273,1.0,0,Home,0,0.9772727272727273,0.9523809523809523,1.0,1.0,0.0,0.0,0.38636363636363635,0.6190476190476191,0.4772727272727273,0.5714285714285714
Tom Barrass,0.6818181818181818,0.6666666666666666,0.8181818181818182,0.9047619047619048,0.7954545454545454,0.8571428571428571,0.6818181818181818,0.5238095238095238,0.06818181818181818,0.14285714285714285,0.06818181818181818,0.14285714285714285,0.38636363636363635,0.3333333333333333,0.06818181818181818,0.14285714285714285,0.06818181818181818,0.14285714285714285,0.022727272727272728,0.047619047619047616,0.5909090909090909,0.6666666666666666,0.6136363636363636,0.7142857142857143,0.9318181818181818,0.9047619047619048,0.5227272727272727,0.7142857142857143,0.5227272727272727,0.6190476190476191,0.5909090909090909,0.6666666666666666,0.7727272727272727,0.8095238095238095,0.8409090909090909,0.8571428571428571,0.8636363636363636,0.8095238095238095,0.06818181818181818,0.14285714285714285,0.9545454545454546,0.9523809523809523,0.06818181818181818,0.14285714285714285,0.06818181818181818,0.14285714285714285,0.6136363636363636,0.6666666666666666,0.18181818181818182,0.19047619047619047,0.36363636363636365,0.2857142857142857,0.3409090909090909,0.38095238095238093,0.9545454545454546,0.9047619047619048,0.06818181818181818,0.14285714285714285,0.75,0.7619047619047619,0,Home,0,0.7045454545454546,0.5714285714285714,0.7272727272727273,0.5238095238095238,0.45454545454545453,0.42857142857142855,0.25,0.3333333333333333,0.5,0.6190476190476191
Nicholas Naitanui,0.5454545454545454,0.42857142857142855,0.8409090909090909,0.9523809523809523,0.6590909090909091,0.6666666666666666,0.045454545454545456,0.0,0.09090909090909091,0.19047619047619047,0.7045454545454546,0.8095238095238095,0.20454545454545456,0.14285714285714285,1.0,1.0,0.09090909090909091,0.19047619047619047,0.8863636363636364,0.9523809523809523,0.9545454545454546,1.0,0.1590909090909091,0.2857142857142857,0.6136363636363636,0.6190476190476191,0.5454545454545454,0.7619047619047619,0.5454545454545454,0.6666666666666666,0.9772727272727273,1.0,0.045454545454545456,0.0,0.4090909090909091,0.3333333333333333,0.6818181818181818,0.5714285714285714,0.09090909090909091,0.19047619047619047,0.6590909090909091,0.7142857142857143,0.09090909090909091,0.19047619047619047,0.75,0.7619047619047619,0.9772727272727273,1.0,0.7045454545454546,0.9523809523809523,0.7045454545454546,0.7619047619047619,0.20454545454545456,0.23809523809523808,0.11363636363636363,0.23809523809523808,0.09090909090909091,0.19047619047619047,0.09090909090909091,0.047619047619047616,0,Home,0,0.0,0.0,0.06818181818181818,0.0,0.20454545454545456,0.14285714285714285,0.75,0.9523809523809523,0.9090909090909091,0.9523809523809523
Luke Shuey,0.7045454545454546,0.7142857142857143,0.7272727272727273,0.7619047619047619,0.6818181818181818,0.7142857142857143,0.45454545454545453,0.38095238095238093,0.11363636363636363,0.23809523809523808,0.09090909090909091,0.19047619047619047,0.4090909090909091,0.38095238095238093,0.09090909090909091,0.19047619047619047,0.11363636363636363,0.23809523809523808,1.0,1.0,0.8863636363636364,0.9523809523809523,0.045454545454545456,0.09523809523809523,0.45454545454545453,0.38095238095238093,0.5681818181818182,0.8095238095238095,0.022727272727272728,0.047619047619047616,0.7954545454545454,0.8571428571428571,0.6590909090909091,0.6666666666666666,0.5681818181818182,0.5714285714285714,0.022727272727272728,0.047619047619047616,0.11363636363636363,0.23809523809523808,0.4772727272727273,0.5714285714285714,0.11363636363636363,0.23809523809523808,0.9318181818181818,0.9523809523809523,0.75,0.8095238095238095,0.38636363636363635,0.6190476190476191,0.8181818181818182,0.8571428571428571,0.36363636363636365,0.42857142857142855,0.4090909090909091,0.38095238095238093,0.8181818181818182,0.8095238095238095,0.045454545454545456,0.0,0,Home,0,0.4772727272727273,0.38095238095238093,0.5454545454545454,0.42857142857142855,0.22727272727272727,0.19047619047619047,0.4090909090909091,0.6666666666666666,0.8636363636363636,0.8571428571428571
Jack Redden,0.75,0.8095238095238095,0.6136363636363636,0.6666666666666666,0.7045454545454546,0.7619047619047619,0.9318181818181818,0.8571428571428571,0.13636363636363635,0.2857142857142857,0.11363636363636363,0.23809523809523808,0.9545454545454546,1.0,0.11363636363636363,0.23809523809523808,0.13636363636363635,0.2857142857142857,0.6818181818181818,0.8095238095238095,0.75,0.7619047619047619,0.25,0.47619047619047616,0.6363636363636364,0.6666666666666666,1.0,1.0,0.045454545454545456,0.09523809523809523,0.6136363636363636,0.7142857142857143,0.8409090909090909,0.9047619047619048,0.7727272727272727,0.8095238095238095,0.7045454545454546,0.6190476190476191,0.13636363636363635,0.2857142857142857,0.0,0.0,0.13636363636363635,0.2857142857142857,0.7727272727272727,0.8095238095238095,0.7727272727272727,0.8571428571428571,0.5454545454545454,0.8571428571428571,0.5681818181818182,0.6190476190476191,0.6136363636363636,0.7142857142857143,0.4318181818181818,0.42857142857142855,0.11363636363636363,0.23809523809523808,0.5909090909090909,0.5714285714285714,0,Home,0,0.9318181818181818,0.8571428571428571,0.9545454545454546,0.9047619047619048,0.9545454545454546,1.0,0.5909090909090909,0.8571428571428571,0.2727272727272727,0.19047619047619047
Dominic Sheed,0.7272727272727273,0.7619047619047619,0.75,0.8095238095238095,0.7272727272727273,0.8095238095238095,0.13636363636363635,0.09523809523809523,0.1590909090909091,0.3333333333333333,0.7272727272727273,0.8571428571428571,0.6590909090909091,0.6666666666666666,0.13636363636363635,0.2857142857142857,0.7272727272727273,0.8571428571428571,0.7954545454545454,0.9047619047619048,0.8409090909090909,0.8571428571428571,0.06818181818181818,0.14285714285714285,0.0,0.0,0.9090909090909091,0.9523809523809523,0.5681818181818182,0.7142857142857143,0.9090909090909091,0.9523809523809523,0.3409090909090909,0.3333333333333333,0.5909090909090909,0.6190476190476191,0.045454545454545456,0.09523809523809523,0.1590909090909091,0.3333333333333333,0.5,0.6190476190476191,0.1590909090909091,0.3333333333333333,0.9545454545454546,1.0,0.6363636363636364,0.7142857142857143,0.20454545454545456,0.23809523809523808,0.8409090909090909,0.9047619047619048,0.06818181818181818,0.047619047619047616,0.8181818181818182,0.8571428571428571,0.8409090909090909,0.8571428571428571,0.6136363636363636,0.6190476190476191,0,Home,0,0.1590909090909091,0.14285714285714285,0.25,0.19047619047619047,0.4772727272727273,0.47619047619047616,0.06818181818181818,0.047619047619047616,0.8863636363636364,0.9047619047619048
Elliot Yeo,0.4772727272727273,0.38095238095238093,0.8636363636363636,1.0,0.6363636363636364,0.6190476190476191,0.1590909090909091,0.14285714285714285,0.18181818181818182,0.38095238095238093,0.13636363636363635,0.2857142857142857,0.6818181818181818,0.7142857142857143,0.1590909090909091,0.3333333333333333,0.1590909090909091,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.8636363636363636,0.9047619047619048,0.0,0.0,0.75,0.8095238095238095,0.045454545454545456,0.09523809523809523,0.06818181818181818,0.14285714285714285,0.8409090909090909,0.9047619047619048,0.5681818181818182,0.47619047619047616,0.3409090909090909,0.2857142857142857,0.06818181818181818,0.14285714285714285,0.18181818181818182,0.38095238095238093,0.7045454545454546,0.8095238095238095,0.18181818181818182,0.38095238095238093,0.7954545454545454,0.8571428571428571,0.8636363636363636,0.9523809523809523,0.06818181818181818,0.047619047619047616,0.6363636363636364,0.7142857142857143,0.09090909090909091,0.09523809523809523,0.5681818181818182,0.5714285714285714,0.9772727272727273,0.9523809523809523,0.25,0.19047619047619047,0,Home,0,0.18181818181818182,0.19047619047619047,0.2727272727272727,0.23809523809523808,0.25,0.23809523809523808,0.09090909090909091,0.09523809523809523,0.9318181818181818,1.0
Jeremy McGovern,0.8181818181818182,0.9047619047619048,0.09090909090909091,0.09523809523809523,0.6136363636363636,0.5714285714285714,0.8636363636363636,0.8095238095238095,0.20454545454545456,0.42857142857142855,0.1590909090909091,0.3333333333333333,0.4318181818181818,0.42857142857142855,0.18181818181818182,0.38095238095238093,0.18181818181818182,0.38095238095238093,0.045454545454545456,0.09523809523809523,0.06818181818181818,0.14285714285714285,0.4318181818181818,0.5238095238095238,0.9772727272727273,0.9523809523809523,0.5909090909090909,0.8571428571428571,0.18181818181818182,0.3333333333333333,0.2727272727272727,0.38095238095238093,0.5909090909090909,0.5238095238095238,0.7272727272727273,0.7619047619047619,0.8863636363636364,0.8571428571428571,0.20454545454545456,0.42857142857142855,0.9772727272727273,1.0,0.20454545454545456,0.42857142857142855,0.09090909090909091,0.19047619047619047,0.06818181818181818,0.14285714285714285,0.09090909090909091,0.09523809523809523,0.8636363636363636,0.9523809523809523,0.38636363636363635,0.47619047619047616,0.9772727272727273,0.9523809523809523,0.13636363636363635,0.2857142857142857,0.29545454545454547,0.23809523809523808,0,Home,0,0.8181818181818182,0.7142857142857143,0.8863636363636364,0.8095238095238095,0.5,0.5238095238095238,0.11363636363636363,0.14285714285714285,0.09090909090909091,0.047619047619047616
