Method,Datatype,Use,Feature Selection Value,Feature Selection Rule,Winloss,Fold,TP0,TP0.5,TP1,TP2,TP3,Coef1,Coef2,P1,V1,P2,V2,P3,V3,P4,V4,P5,V5,P6,V6,P7,V7,P8,V8,P9,V9,P10,V10,P11,V11,P12,V12,P13,V13,P14,V14,P15,V15,P16,V16,P17,V17,P18,V18,P19,V19,P20,V20
LR(B),N,BT,0.2,3,In,2,0.9720950047928427,,0.15283842794759825,0.2445414847161572,0.5589519650655022,0.5060315760320515,,Clayton Oliver,42,Oliver Wines,40,Jackson Macrae,32,Jack Steele,32,Christian Petracca,30,Darcy Parish,27,Jarryd Lyons,26,Marcus Bontempelli,24,Travis Boak,24,Tom Mitchell,24,Luke Parker,23,Sam Walsh,20,Rory Laird,20,Touk Miller,18,Cameron Guthrie,17,Dominic Sheed,17,Ben Cunnington,16,David Mundy,16,Tim Taranto,16,Callum Mills,13
LR(B),N,BT,0.2,3,In,3,0.9728284124946512,,0.17543859649122806,0.2719298245614035,0.543859649122807,0.5036011634125437,,Clayton Oliver,42,Oliver Wines,38,Jackson Macrae,31,Jack Steele,30,Christian Petracca,30,Jarryd Lyons,27,Darcy Parish,27,Marcus Bontempelli,23,Sam Walsh,22,Travis Boak,22,Tom Mitchell,22,Luke Parker,22,Rory Laird,20,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Tim Taranto,16,Ben Cunnington,15,Joshua Kelly,15,Dayne Zorko,15
LR(B),N,BT,0.2,3,In,4,0.972400513478819,,0.16666666666666666,0.25877192982456143,0.5131578947368421,0.5075893546011032,,Clayton Oliver,41,Oliver Wines,40,Christian Petracca,33,Jack Steele,31,Jackson Macrae,29,Darcy Parish,27,Marcus Bontempelli,25,Jarryd Lyons,24,Sam Walsh,23,Tom Mitchell,23,Travis Boak,22,Luke Parker,22,Rory Laird,19,Cameron Guthrie,18,Touk Miller,18,David Mundy,17,Dominic Sheed,17,Callum Mills,16,Ben Cunnington,16,Dayne Zorko,16
LR(B),N,BT,0.2,3,In,5,0.9730423620025674,,0.16666666666666666,0.24561403508771928,0.4868421052631579,0.5108317962937298,,Oliver Wines,40,Clayton Oliver,40,Jackson Macrae,32,Jack Steele,31,Christian Petracca,29,Marcus Bontempelli,27,Jarryd Lyons,26,Travis Boak,24,Darcy Parish,24,Tom Mitchell,22,Luke Parker,22,Sam Walsh,20,Rory Laird,19,Cameron Guthrie,18,Touk Miller,16,Dominic Sheed,16,Ben Cunnington,15,David Mundy,15,Tim Taranto,15,Callum Mills,13
LR(B),N,BT,0.2,4,In,1,0.9731600809457877,,0.1572052401746725,0.26200873362445415,0.5414847161572053,0.5081895152177411,,Clayton Oliver,37,Oliver Wines,36,Jack Steele,33,Christian Petracca,30,Jarryd Lyons,29,Jackson Macrae,28,Darcy Parish,28,Marcus Bontempelli,25,Sam Walsh,23,Travis Boak,20,Tom Mitchell,20,Luke Parker,20,Cameron Guthrie,19,Touk Miller,19,Rory Laird,18,Dayne Zorko,17,Callum Mills,16,Tim Taranto,16,David Mundy,16,Dominic Sheed,16
LR(B),N,BT,0.2,4,In,2,0.9722015124081372,,0.1615720524017467,0.2096069868995633,0.5240174672489083,0.5104895153614464,,Oliver Wines,40,Clayton Oliver,38,Jack Steele,32,Jarryd Lyons,31,Christian Petracca,29,Jackson Macrae,28,Darcy Parish,26,Marcus Bontempelli,25,Tom Mitchell,24,Sam Walsh,23,Luke Parker,23,Travis Boak,20,Rory Laird,19,Cameron Guthrie,18,Touk Miller,18,Ben Cunnington,17,Dominic Sheed,17,David Mundy,16,Tim Taranto,16,Dayne Zorko,15
LR(B),N,BT,0.2,4,In,3,0.9741121095421481,,0.20614035087719298,0.2850877192982456,0.5657894736842105,0.51024242031346,,Oliver Wines,42,Clayton Oliver,39,Jack Steele,32,Jarryd Lyons,30,Christian Petracca,29,Jackson Macrae,28,Tom Mitchell,26,Darcy Parish,26,Marcus Bontempelli,25,Sam Walsh,24,Luke Parker,22,Rory Laird,21,Travis Boak,19,Cameron Guthrie,19,Touk Miller,19,Callum Mills,17,Ben Cunnington,17,David Mundy,16,Dominic Sheed,16,Dayne Zorko,15
LR(B),N,BT,0.2,4,In,4,0.9722935387248609,,0.17543859649122806,0.22807017543859648,0.5175438596491229,0.5126089241835694,,Oliver Wines,41,Clayton Oliver,39,Jack Steele,33,Jarryd Lyons,29,Jackson Macrae,28,Christian Petracca,28,Darcy Parish,26,Marcus Bontempelli,25,Sam Walsh,23,Tom Mitchell,23,Travis Boak,21,Luke Parker,21,Rory Laird,19,Cameron Guthrie,19,Touk Miller,18,Callum Mills,17,Ben Cunnington,17,David Mundy,16,Dominic Sheed,16,Dayne Zorko,15
LR(B),N,BT,0.2,4,In,5,0.9720795892169448,,0.16228070175438597,0.2149122807017544,0.49122807017543857,0.5137951510676835,,Oliver Wines,38,Clayton Oliver,38,Jarryd Lyons,32,Jack Steele,32,Jackson Macrae,28,Christian Petracca,28,Darcy Parish,26,Marcus Bontempelli,25,Sam Walsh,23,Tom Mitchell,22,Travis Boak,21,Luke Parker,21,Cameron Guthrie,19,Rory Laird,18,Touk Miller,18,Ben Cunnington,17,David Mundy,16,Dominic Sheed,16,Tim Taranto,16,Callum Mills,15
LR(B),N,BT,0.25,1,In,1,0.9717754819469592,,0.14847161572052403,0.21397379912663755,0.5109170305676856,0.5053209574290525,,Clayton Oliver,38,Oliver Wines,36,Christian Petracca,35,Jackson Macrae,30,Darcy Parish,29,Jack Steele,28,Jarryd Lyons,26,Sam Walsh,23,Marcus Bontempelli,22,Travis Boak,22,Luke Parker,20,Tom Mitchell,20,Rory Laird,19,Touk Miller,19,David Mundy,18,Cameron Guthrie,17,Joshua Kelly,16,Dominic Sheed,16,Hugh McCluggage,15,Dayne Zorko,15
LR(B),N,BT,0.25,1,In,2,0.9718819895622537,,0.1615720524017467,0.2576419213973799,0.537117903930131,0.5055838103787835,,Clayton Oliver,42,Oliver Wines,39,Christian Petracca,33,Jack Steele,31,Jackson Macrae,27,Jarryd Lyons,27,Darcy Parish,25,Marcus Bontempelli,23,Travis Boak,23,Tom Mitchell,22,Sam Walsh,21,Luke Parker,21,David Mundy,19,Rory Laird,18,Touk Miller,18,Cameron Guthrie,17,Tim Taranto,17,Dominic Sheed,16,Ben Cunnington,15,Joshua Kelly,15
LR(B),N,BT,0.25,1,In,3,0.9727214377406932,,0.16666666666666666,0.2719298245614035,0.5219298245614035,0.5066498617655562,,Clayton Oliver,42,Oliver Wines,40,Christian Petracca,33,Jackson Macrae,31,Jack Steele,30,Jarryd Lyons,28,Darcy Parish,28,Travis Boak,23,Tom Mitchell,23,Marcus Bontempelli,22,Sam Walsh,22,Luke Parker,20,Rory Laird,19,David Mundy,19,Touk Miller,18,Cameron Guthrie,17,Tim Taranto,17,Joshua Kelly,15,Dominic Sheed,15,Hugh McCluggage,14
LR(B),N,BT,0.25,1,In,4,0.9716516902011125,,0.17982456140350878,0.2631578947368421,0.5307017543859649,0.5078183790655051,,Clayton Oliver,41,Oliver Wines,40,Christian Petracca,34,Jackson Macrae,31,Jack Steele,30,Jarryd Lyons,27,Darcy Parish,27,Travis Boak,24,Marcus Bontempelli,23,Sam Walsh,22,Tom Mitchell,22,Luke Parker,20,David Mundy,19,Touk Miller,19,Rory Laird,17,Cameron Guthrie,17,Tim Taranto,17,Dominic Sheed,17,Ben Cunnington,15,Joshua Kelly,14
LR(B),N,BT,0.25,1,In,5,0.9725074882327771,,0.16666666666666666,0.23684210526315788,0.49122807017543857,0.509425350698128,,Clayton Oliver,42,Oliver Wines,38,Christian Petracca,33,Jack Steele,29,Jarryd Lyons,28,Jackson Macrae,27,Darcy Parish,25,Marcus Bontempelli,23,Sam Walsh,21,Travis Boak,21,Luke Parker,21,Tom Mitchell,20,Rory Laird,18,David Mundy,18,Touk Miller,18,Cameron Guthrie,17,Tim Taranto,16,Ben Cunnington,15,Joshua Kelly,15,Dominic Sheed,15
LR(B),N,BT,0.25,2,In,1,0.9720950047928427,,0.1572052401746725,0.2183406113537118,0.519650655021834,0.5032189783661729,,Clayton Oliver,39,Oliver Wines,36,Jackson Macrae,34,Jack Steele,31,Christian Petracca,31,Darcy Parish,30,Jarryd Lyons,27,Marcus Bontempelli,23,Sam Walsh,22,Travis Boak,21,Luke Parker,21,Rory Laird,20,Tom Mitchell,19,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dayne Zorko,15,Dominic Sheed,15
LR(B),N,BT,0.25,2,In,2,0.9710299286398978,,0.1222707423580786,0.2314410480349345,0.5458515283842795,0.5030857171278492,,Clayton Oliver,42,Oliver Wines,38,Jack Steele,31,Christian Petracca,31,Jackson Macrae,30,Darcy Parish,29,Jarryd Lyons,27,Marcus Bontempelli,23,Travis Boak,23,Tom Mitchell,22,Sam Walsh,21,Luke Parker,21,Rory Laird,20,David Mundy,19,Touk Miller,19,Dominic Sheed,18,Cameron Guthrie,17,Tim Taranto,16,Joshua Kelly,15,Ben Cunnington,14
LR(B),N,BT,0.25,2,In,3,0.9728284124946512,,0.19298245614035087,0.2850877192982456,0.5526315789473685,0.5031670576220604,,Clayton Oliver,41,Oliver Wines,39,Jackson Macrae,33,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Darcy Parish,29,Marcus Bontempelli,23,Tom Mitchell,23,Rory Laird,22,Luke Parker,22,Sam Walsh,21,Travis Boak,20,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Joshua Kelly,17,Tim Taranto,16,Dominic Sheed,15,Ben Cunnington,14
LR(B),N,BT,0.25,2,In,4,0.9712237911852802,,0.16666666666666666,0.23684210526315788,0.5219298245614035,0.5050453128633614,,Clayton Oliver,40,Oliver Wines,39,Jackson Macrae,31,Christian Petracca,31,Jack Steele,30,Darcy Parish,29,Jarryd Lyons,28,Marcus Bontempelli,23,Tom Mitchell,22,Luke Parker,22,Sam Walsh,21,Travis Boak,21,Rory Laird,19,David Mundy,19,Touk Miller,18,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dominic Sheed,15,Dayne Zorko,14
LR(B),N,BT,0.25,2,In,5,0.9721865639709029,,0.17543859649122806,0.2324561403508772,0.49122807017543857,0.506916354576695,,Clayton Oliver,41,Oliver Wines,35,Christian Petracca,32,Jackson Macrae,30,Jack Steele,30,Jarryd Lyons,29,Darcy Parish,28,Marcus Bontempelli,23,Sam Walsh,22,Travis Boak,21,Luke Parker,21,Rory Laird,20,Tom Mitchell,20,David Mundy,19,Touk Miller,18,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dominic Sheed,15,Andrew Gaff,14
LR(B),N,BT,0.25,3,In,1,0.9718819895622537,,0.15283842794759825,0.18340611353711792,0.519650655021834,0.5028406332205884,,Clayton Oliver,39,Oliver Wines,37,Christian Petracca,32,Jackson Macrae,31,Darcy Parish,29,Jack Steele,29,Marcus Bontempelli,23,Jarryd Lyons,23,Tom Mitchell,22,Sam Walsh,21,Luke Parker,21,Rory Laird,19,David Mundy,19,Touk Miller,19,Travis Boak,18,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dayne Zorko,15,Dominic Sheed,15
LR(B),N,BT,0.25,3,In,2,0.9713494514857812,,0.12663755458515283,0.24890829694323144,0.5283842794759825,0.5035179038580246,,Clayton Oliver,42,Oliver Wines,38,Christian Petracca,32,Jack Steele,31,Jackson Macrae,30,Jarryd Lyons,27,Darcy Parish,27,Marcus Bontempelli,23,Tom Mitchell,23,Luke Parker,22,Sam Walsh,21,Travis Boak,21,Rory Laird,19,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Dominic Sheed,17,Tim Taranto,16,Ben Cunnington,15,Dayne Zorko,15
LR(B),N,BT,0.25,3,In,3,0.9729353872486093,,0.15789473684210525,0.2719298245614035,0.5394736842105263,0.5029888784754128,,Clayton Oliver,42,Oliver Wines,40,Jackson Macrae,33,Jack Steele,31,Christian Petracca,31,Darcy Parish,29,Jarryd Lyons,24,Marcus Bontempelli,23,Sam Walsh,22,Travis Boak,22,Tom Mitchell,22,Rory Laird,22,Luke Parker,22,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Joshua Kelly,16,Dayne Zorko,16,Tim Taranto,16,Dominic Sheed,15
LR(B),N,BT,0.25,3,In,4,0.9713307659392384,,0.15789473684210525,0.24561403508771928,0.5131578947368421,0.5053094015412487,,Oliver Wines,42,Clayton Oliver,41,Christian Petracca,34,Jackson Macrae,31,Jack Steele,31,Darcy Parish,28,Marcus Bontempelli,23,Tom Mitchell,23,Sam Walsh,22,Travis Boak,22,Jarryd Lyons,22,Luke Parker,20,Rory Laird,19,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Tim Taranto,16,Dominic Sheed,16,Ben Cunnington,15,Joshua Kelly,15
LR(B),N,BT,0.25,3,In,5,0.9726144629867352,,0.18421052631578946,0.2324561403508772,0.4824561403508772,0.5069706511619252,,Clayton Oliver,42,Oliver Wines,36,Christian Petracca,32,Jackson Macrae,30,Jack Steele,30,Jarryd Lyons,26,Darcy Parish,26,Marcus Bontempelli,23,Sam Walsh,22,Luke Parker,21,Travis Boak,20,Tom Mitchell,20,David Mundy,19,Touk Miller,19,Rory Laird,18,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dayne Zorko,15,Ben Cunnington,14
LR(B),N,BT,0.25,4,In,1,0.9720950047928427,,0.1572052401746725,0.2183406113537118,0.519650655021834,0.5032189783661729,,Clayton Oliver,39,Oliver Wines,36,Jackson Macrae,34,Jack Steele,31,Christian Petracca,31,Darcy Parish,30,Jarryd Lyons,27,Marcus Bontempelli,23,Sam Walsh,22,Travis Boak,21,Luke Parker,21,Rory Laird,20,Tom Mitchell,19,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dayne Zorko,15,Dominic Sheed,15
LR(B),N,BT,0.25,4,In,2,0.9710299286398978,,0.1222707423580786,0.2314410480349345,0.5458515283842795,0.5030857171278492,,Clayton Oliver,42,Oliver Wines,38,Jack Steele,31,Christian Petracca,31,Jackson Macrae,30,Darcy Parish,29,Jarryd Lyons,27,Marcus Bontempelli,23,Travis Boak,23,Tom Mitchell,22,Sam Walsh,21,Luke Parker,21,Rory Laird,20,David Mundy,19,Touk Miller,19,Dominic Sheed,18,Cameron Guthrie,17,Tim Taranto,16,Joshua Kelly,15,Ben Cunnington,14
LR(B),N,BT,0.25,4,In,3,0.9728284124946512,,0.19298245614035087,0.2850877192982456,0.5526315789473685,0.5031670576220604,,Clayton Oliver,41,Oliver Wines,39,Jackson Macrae,33,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Darcy Parish,29,Marcus Bontempelli,23,Tom Mitchell,23,Rory Laird,22,Luke Parker,22,Sam Walsh,21,Travis Boak,20,David Mundy,19,Touk Miller,19,Cameron Guthrie,17,Joshua Kelly,17,Tim Taranto,16,Dominic Sheed,15,Ben Cunnington,14
LR(B),N,BT,0.25,4,In,4,0.9712237911852802,,0.16666666666666666,0.23684210526315788,0.5219298245614035,0.5050453128633614,,Clayton Oliver,40,Oliver Wines,39,Jackson Macrae,31,Christian Petracca,31,Jack Steele,30,Darcy Parish,29,Jarryd Lyons,28,Marcus Bontempelli,23,Tom Mitchell,22,Luke Parker,22,Sam Walsh,21,Travis Boak,21,Rory Laird,19,David Mundy,19,Touk Miller,18,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dominic Sheed,15,Dayne Zorko,14
LR(B),N,BT,0.25,4,In,5,0.9721865639709029,,0.17543859649122806,0.2324561403508772,0.49122807017543857,0.506916354576695,,Clayton Oliver,41,Oliver Wines,35,Christian Petracca,32,Jackson Macrae,30,Jack Steele,30,Jarryd Lyons,29,Darcy Parish,28,Marcus Bontempelli,23,Sam Walsh,22,Travis Boak,21,Luke Parker,21,Rory Laird,20,Tom Mitchell,20,David Mundy,19,Touk Miller,18,Cameron Guthrie,17,Joshua Kelly,16,Tim Taranto,16,Dominic Sheed,15,Andrew Gaff,14
LR(B),N,BT,0.3,1,In,1,0.9668761316434125,,0.14847161572052403,0.1572052401746725,0.43231441048034935,0.4636620151770897,,Clayton Oliver,41,Christian Petracca,35,Darcy Parish,32,Oliver Wines,30,Jarryd Lyons,30,Travis Boak,27,Jack Steele,27,Jackson Macrae,26,Rory Laird,22,Touk Miller,21,Sam Walsh,20,David Mundy,20,Marcus Bontempelli,19,Dayne Zorko,19,Joel Selwood,19,Callum Mills,18,Luke Parker,17,Hugh McCluggage,16,Cameron Guthrie,16,Tom Mitchell,16
LR(B),N,BT,0.3,1,In,2,0.967834700181063,,0.1091703056768559,0.22707423580786026,0.4672489082969432,0.4562913026713591,,Clayton Oliver,44,Christian Petracca,33,Oliver Wines,31,Darcy Parish,30,Jarryd Lyons,29,Jack Steele,27,Travis Boak,26,Jackson Macrae,25,Rory Laird,22,Dayne Zorko,20,Sam Walsh,19,Joel Selwood,19,David Mundy,19,Touk Miller,19,Marcus Bontempelli,18,Cameron Guthrie,18,Callum Mills,17,Tom Mitchell,17,Luke Parker,16,Zachary Merrett,15
LR(B),N,BT,0.3,1,In,3,0.9665169020111254,,0.14035087719298245,0.2324561403508772,0.47368421052631576,0.4617701838227948,,Clayton Oliver,44,Christian Petracca,34,Darcy Parish,32,Oliver Wines,31,Jarryd Lyons,30,Travis Boak,27,Jack Steele,27,Jackson Macrae,26,Rory Laird,24,Sam Walsh,23,Touk Miller,21,Marcus Bontempelli,20,Cameron Guthrie,20,Joel Selwood,19,David Mundy,19,Dayne Zorko,18,Tom Mitchell,18,Callum Mills,17,Hugh McCluggage,16,Luke Parker,16
LR(B),N,BT,0.3,1,In,4,0.967479674796748,,0.14473684210526316,0.18421052631578946,0.4517543859649123,0.4631365984233632,,Clayton Oliver,43,Christian Petracca,35,Oliver Wines,32,Darcy Parish,31,Jarryd Lyons,29,Travis Boak,27,Jack Steele,27,Jackson Macrae,25,Rory Laird,24,Marcus Bontempelli,21,Sam Walsh,21,David Mundy,21,Tom Mitchell,19,Joel Selwood,19,Touk Miller,19,Dayne Zorko,18,Callum Mills,18,Daniel Rich,16,Zachary Merrett,15,Hugh McCluggage,15
LR(B),N,BT,0.3,1,In,5,0.9667308515190415,,0.12280701754385964,0.21929824561403508,0.4298245614035088,0.46254759942785273,,Clayton Oliver,41,Christian Petracca,32,Oliver Wines,31,Jarryd Lyons,30,Darcy Parish,30,Jackson Macrae,25,Travis Boak,25,Jack Steele,24,Rory Laird,22,Sam Walsh,21,Joel Selwood,19,David Mundy,18,Touk Miller,18,Marcus Bontempelli,17,Dayne Zorko,17,Cameron Guthrie,17,Tom Mitchell,17,Callum Mills,16,Luke Parker,16,Zachary Merrett,15
LR(B),N,BT,0.3,2,In,1,0.9660240707210566,,0.14410480349344978,0.16593886462882096,0.43231441048034935,0.46175928848134284,,Clayton Oliver,43,Darcy Parish,32,Jackson Macrae,30,Oliver Wines,30,Jarryd Lyons,30,Christian Petracca,29,Travis Boak,26,Jack Steele,24,Marcus Bontempelli,20,Rory Laird,20,Sam Walsh,19,Dayne Zorko,19,Joel Selwood,19,David Mundy,19,Touk Miller,19,Cameron Guthrie,18,Callum Mills,17,Luke Parker,17,Zachary Merrett,16,Hugh McCluggage,15
LR(B),N,BT,0.3,2,In,2,0.9670891468740015,,0.10480349344978165,0.20087336244541484,0.462882096069869,0.4529980885272109,,Clayton Oliver,44,Darcy Parish,32,Oliver Wines,31,Jarryd Lyons,30,Jackson Macrae,29,Christian Petracca,28,Travis Boak,27,Jack Steele,25,Rory Laird,22,Marcus Bontempelli,19,Sam Walsh,19,Joel Selwood,19,David Mundy,19,Touk Miller,19,Dayne Zorko,18,Callum Mills,18,Luke Parker,17,Cameron Guthrie,17,Tom Mitchell,17,Tim Kelly,15
LR(B),N,BT,0.3,2,In,3,0.967479674796748,,0.11842105263157894,0.21929824561403508,0.4780701754385965,0.4586979773516806,,Clayton Oliver,44,Jackson Macrae,32,Oliver Wines,32,Darcy Parish,32,Jarryd Lyons,30,Christian Petracca,28,Travis Boak,26,Jack Steele,25,Rory Laird,23,Sam Walsh,21,Joel Selwood,20,David Mundy,20,Marcus Bontempelli,19,Cameron Guthrie,19,Tom Mitchell,19,Touk Miller,19,Dayne Zorko,18,Callum Mills,18,Luke Parker,17,Hugh McCluggage,16
LR(B),N,BT,0.3,2,In,4,0.9668378262729995,,0.15789473684210525,0.18859649122807018,0.44298245614035087,0.4606992971320212,,Clayton Oliver,44,Oliver Wines,31,Darcy Parish,31,Jarryd Lyons,30,Jackson Macrae,29,Christian Petracca,28,Travis Boak,25,Jack Steele,24,Rory Laird,23,Sam Walsh,20,Marcus Bontempelli,19,Tom Mitchell,19,Touk Miller,19,Dayne Zorko,18,Callum Mills,18,Joel Selwood,18,David Mundy,18,Luke Parker,17,Cameron Guthrie,17,Zachary Merrett,16
LR(B),N,BT,0.3,2,In,5,0.9663029525032092,,0.09649122807017543,0.21929824561403508,0.42543859649122806,0.46043142066155296,,Clayton Oliver,44,Oliver Wines,31,Jarryd Lyons,31,Darcy Parish,31,Jackson Macrae,30,Christian Petracca,26,Travis Boak,25,Rory Laird,24,Jack Steele,24,Sam Walsh,21,Joel Selwood,19,David Mundy,19,Marcus Bontempelli,18,Dayne Zorko,18,Cameron Guthrie,18,Touk Miller,18,Callum Mills,17,Tom Mitchell,17,Zachary Merrett,16,Luke Parker,16
