Method,Datatype,Use,Feature Selection Value,Feature Selection Rule,Winloss,Fold,TP0,TP0.5,TP1,TP2,TP3,Coef1,Coef2,P1,V1,P2,V2,P3,V3,P4,V4,P5,V5,P6,V6,P7,V7,P8,V8,P9,V9,P10,V10,P11,V11,P12,V12,P13,V13,P14,V14,P15,V15,P16,V16,P17,V17,P18,V18,P19,V19,P20,V20
LR(2)(B)_(1),N,BT,0.2,1,In,1,0.9740121418681436,0.6448326055312955,0.42358078602620086,0.34934497816593885,0.43231441048034935,0.5983243057568148,0.05801737930048224,Clayton Oliver,35,Oliver Wines,30,Jarryd Lyons,29,Christian Petracca,29,Jack Steele,29,Marcus Bontempelli,27,Jackson Macrae,24,Sam Walsh,23,Darcy Parish,23,Luke Parker,22,Rory Laird,20,Tom Mitchell,20,Callum Mills,19,Travis Boak,19,Cameron Guthrie,19,Touk Miller,18,David Mundy,18,Tim Kelly,15,Dayne Zorko,15,Hugh McCluggage,14
LR(2)(B)_(1),N,BT,0.2,1,In,2,0.9736926190222601,0.6404657933042213,0.49344978165938863,0.37554585152838427,0.5152838427947598,0.6042520615761283,0.08260891139000959,Clayton Oliver,40,Oliver Wines,38,Jack Steele,32,Jarryd Lyons,31,Christian Petracca,31,Rory Laird,26,Darcy Parish,26,Jackson Macrae,24,Marcus Bontempelli,24,Sam Walsh,23,Luke Parker,22,Tom Mitchell,21,Callum Mills,20,Touk Miller,20,Cameron Guthrie,20,Travis Boak,18,Dayne Zorko,17,Ben Cunnington,17,David Mundy,16,Dustin Martin,15
LR(2)(B)_(1),N,BT,0.2,1,In,3,0.9751818570817287,0.6608187134502924,0.47368421052631576,0.35526315789473684,0.4956140350877193,0.5977910341614452,0.08743468475275185,Clayton Oliver,40,Oliver Wines,38,Jarryd Lyons,32,Christian Petracca,32,Jack Steele,32,Rory Laird,26,Jackson Macrae,26,Darcy Parish,26,Sam Walsh,25,Marcus Bontempelli,24,Tom Mitchell,22,Luke Parker,22,Callum Mills,20,Travis Boak,20,Touk Miller,20,Cameron Guthrie,19,Ben Cunnington,18,Dayne Zorko,17,David Mundy,17,Hugh McCluggage,16
LR(2)(B)_(1),N,BT,0.2,1,In,4,0.9734702610183996,0.6374269005847953,0.42543859649122806,0.3333333333333333,0.4868421052631579,0.6001820597510541,0.05288404331865604,Clayton Oliver,35,Oliver Wines,31,Christian Petracca,29,Jack Steele,29,Marcus Bontempelli,27,Jarryd Lyons,26,Sam Walsh,25,Jackson Macrae,24,Darcy Parish,23,Luke Parker,23,Tom Mitchell,21,Rory Laird,20,Cameron Guthrie,19,Touk Miller,18,David Mundy,18,Hugh McCluggage,17,Callum Mills,16,Travis Boak,16,Dayne Zorko,16,Nathan Fyfe,15
LR(2)(B)_(1),N,BT,0.2,1,In,5,0.9743260590500642,0.6491228070175439,0.47368421052631576,0.37719298245614036,0.42105263157894735,0.6014338840564621,0.05483758685904416,Clayton Oliver,32,Christian Petracca,32,Jack Steele,31,Oliver Wines,30,Jarryd Lyons,26,Sam Walsh,25,Jackson Macrae,23,Darcy Parish,22,Marcus Bontempelli,22,Luke Parker,22,Touk Miller,21,Cameron Guthrie,21,Rory Laird,19,Tom Mitchell,19,Travis Boak,19,David Mundy,19,Dayne Zorko,17,Callum Mills,16,Hugh McCluggage,15,Ben Keays,13
LR(2)(B)_(1),N,BT,0.2,1,Out,1,0.9740121418681436,0.6448326055312955,0.42358078602620086,0.34934497816593885,0.43231441048034935,0.5983243057568148,0.05801737930048224,Clayton Oliver,35,Oliver Wines,30,Jarryd Lyons,29,Christian Petracca,29,Jack Steele,29,Marcus Bontempelli,27,Jackson Macrae,24,Sam Walsh,23,Darcy Parish,23,Luke Parker,22,Rory Laird,20,Tom Mitchell,20,Callum Mills,19,Travis Boak,19,Cameron Guthrie,19,Touk Miller,18,David Mundy,18,Tim Kelly,15,Dayne Zorko,15,Hugh McCluggage,14
LR(2)(B)_(1),N,BT,0.2,1,Out,2,0.9736926190222601,0.6404657933042213,0.49344978165938863,0.37554585152838427,0.5152838427947598,0.6042520615761283,0.08260891139000959,Clayton Oliver,40,Oliver Wines,38,Jack Steele,32,Jarryd Lyons,31,Christian Petracca,31,Rory Laird,26,Darcy Parish,26,Jackson Macrae,24,Marcus Bontempelli,24,Sam Walsh,23,Luke Parker,22,Tom Mitchell,21,Callum Mills,20,Touk Miller,20,Cameron Guthrie,20,Travis Boak,18,Dayne Zorko,17,Ben Cunnington,17,David Mundy,16,Dustin Martin,15
LR(2)(B)_(1),N,BT,0.2,1,Out,3,0.9751818570817287,0.6608187134502924,0.47368421052631576,0.35526315789473684,0.4956140350877193,0.5977910341614452,0.08743468475275185,Clayton Oliver,40,Oliver Wines,38,Jarryd Lyons,32,Christian Petracca,32,Jack Steele,32,Rory Laird,26,Jackson Macrae,26,Darcy Parish,26,Sam Walsh,25,Marcus Bontempelli,24,Tom Mitchell,22,Luke Parker,22,Callum Mills,20,Travis Boak,20,Touk Miller,20,Cameron Guthrie,19,Ben Cunnington,18,Dayne Zorko,17,David Mundy,17,Hugh McCluggage,16
LR(2)(B)_(1),N,BT,0.2,1,Out,4,0.9734702610183996,0.6374269005847953,0.42543859649122806,0.3333333333333333,0.4868421052631579,0.6001820597510541,0.05288404331865604,Clayton Oliver,35,Oliver Wines,31,Christian Petracca,29,Jack Steele,29,Marcus Bontempelli,27,Jarryd Lyons,26,Sam Walsh,25,Jackson Macrae,24,Darcy Parish,23,Luke Parker,23,Tom Mitchell,21,Rory Laird,20,Cameron Guthrie,19,Touk Miller,18,David Mundy,18,Hugh McCluggage,17,Callum Mills,16,Travis Boak,16,Dayne Zorko,16,Nathan Fyfe,15
LR(2)(B)_(1),N,BT,0.2,1,Out,5,0.9743260590500642,0.6491228070175439,0.47368421052631576,0.37719298245614036,0.42105263157894735,0.6014338840564621,0.05483758685904416,Clayton Oliver,32,Christian Petracca,32,Jack Steele,31,Oliver Wines,30,Jarryd Lyons,26,Sam Walsh,25,Jackson Macrae,23,Darcy Parish,22,Marcus Bontempelli,22,Luke Parker,22,Touk Miller,21,Cameron Guthrie,21,Rory Laird,19,Tom Mitchell,19,Travis Boak,19,David Mundy,19,Dayne Zorko,17,Callum Mills,16,Hugh McCluggage,15,Ben Keays,13
