Method,Datatype,Use,FS_Val,FS_Rule,WinLoss,tp3,tp2,tp1,tp0.5,tp0,coef_avg,coef1,coef2_1,coef2_2,m1_Top3score,m1_avgvotediff(3),m1_Top4score,m1_avgvotediff(4),m2_Winner,m2_avgvotediff,v1,v1m
LR,N,BT,0.35,4.0,In,0.26275185781046495,0.11472458438673099,0.09369110549299008,,0.9554286184093742,0.13542658918358413,0.13542658918358413,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,45.6,46.0
LR,N,BT,0.35,4.0,Out,0.26275185781046495,0.11472458438673099,0.09369110549299008,,0.9554286184093742,0.13542658918358413,0.13542658918358413,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,45.6,46.0
LR,N,BT+OT,0.2,1.0,In,0.453593043744733,0.21192446180954566,0.15058607216731779,,0.969137923624697,0.25446178800131436,0.25446178800131436,,,5.0,0.4,16.0,1.3333333333333333,0.0,0.0,34.8,34.0
LR,N,BT+OT,0.2,1.0,Out,0.453593043744733,0.21192446180954566,0.15058607216731779,,0.969137923624697,0.25446178800131436,0.25446178800131436,,,5.0,0.4,16.0,1.3333333333333333,0.0,0.0,34.8,34.0
LR,N,BT+OT,0.2,2.0,In,0.4650042135907454,0.23031870068183555,0.15323680379989268,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,32.8,33.0
LR,N,BT+OT,0.2,2.0,Out,0.4650042135907454,0.23031870068183555,0.15323680379989268,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,32.8,33.0
LR,N,BT+OT,0.2,3.0,In,0.4527350034474834,0.2154255726652876,0.15410250517122495,,0.9692669473235757,0.2514957008502777,0.2514957008502777,,,5.333333333333334,0.5714285714285714,16.5,1.3333333333333333,0.0,0.0,33.2,33.0
LR,N,BT+OT,0.2,3.0,Out,0.4527350034474834,0.2154255726652876,0.15410250517122495,,0.9692669473235757,0.2514957008502777,0.2514957008502777,,,5.333333333333334,0.5714285714285714,16.5,1.3333333333333333,0.0,0.0,33.2,33.0
LR,N,BT+OT,0.2,4.0,In,0.4650042135907454,0.23031870068183555,0.15323680379989268,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,32.8,33.0
LR,N,BT+OT,0.2,4.0,Out,0.4650042135907454,0.23031870068183555,0.15323680379989268,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,32.8,33.0
LR,N,BT+OT,0.25,1.0,In,0.429031640235961,0.20928905232513598,0.14884700835057071,,0.9682175670297269,0.24136174305584518,0.24136174305584518,,,10.333333333333332,1.0,18.5,1.0,1.0,3.0,35.8,35.0
LR,N,BT+OT,0.25,1.0,Out,0.429031640235961,0.20928905232513598,0.14884700835057071,,0.9682175670297269,0.24136174305584518,0.24136174305584518,,,10.333333333333332,1.0,18.5,1.0,1.0,3.0,35.8,35.0
LR,N,BT+OT,0.25,2.0,In,0.42903930131004364,0.19701601164483254,0.15321765111468627,,0.9681748705558764,0.23780185121042793,0.23780185121042793,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,34.4,34.0
LR,N,BT+OT,0.25,2.0,Out,0.42903930131004364,0.19701601164483254,0.15321765111468627,,0.9681748705558764,0.23780185121042793,0.23780185121042793,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,34.4,34.0
LR,N,BT+OT,0.25,3.0,In,0.4202980157818126,0.19352256186317318,0.1418179728797977,,0.9677478123896386,0.2370431145840536,0.2370431145840536,,,7.0,0.0,14.0,0.0,0.0,0.0,35.4,35.0
LR,N,BT+OT,0.25,3.0,Out,0.4202980157818126,0.19352256186317318,0.1418179728797977,,0.9677478123896386,0.2370431145840536,0.2370431145840536,,,7.0,0.0,14.0,0.0,0.0,0.0,35.4,35.0
LR,N,BT+OT,0.25,4.0,In,0.42903930131004364,0.19701601164483254,0.15321765111468627,,0.9681748705558764,0.23780185121042793,0.23780185121042793,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,34.4,34.0
LR,N,BT+OT,0.25,4.0,Out,0.42903930131004364,0.19701601164483254,0.15321765111468627,,0.9681748705558764,0.23780185121042793,0.23780185121042793,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,34.4,34.0
LR,N,BT+OT,0.3,1.0,In,0.3642687504788171,0.17602466865854594,0.09982379529610048,,0.9640336863033075,0.20671195939734957,0.20671195939734957,,,2.6666666666666665,0.0,11.0,0.0,0.0,0.0,40.6,40.0
LR,N,BT+OT,0.3,1.0,Out,0.3642687504788171,0.17602466865854594,0.09982379529610048,,0.9640336863033075,0.20671195939734957,0.20671195939734957,,,2.6666666666666665,0.0,11.0,0.0,0.0,0.0,40.6,40.0
LR,N,BT+OT,0.3,2.0,In,0.3642725810158584,0.16548303072090703,0.0945797900865701,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,39.6,39.0
LR,N,BT+OT,0.3,2.0,Out,0.3642725810158584,0.16548303072090703,0.0945797900865701,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,39.6,39.0
LR,N,BT+OT,0.3,3.0,In,0.36951658622538874,0.16288592660691026,0.0945682984754462,,0.9643752580941116,0.2014727656024557,0.2014727656024557,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,42.4,42.0
LR,N,BT+OT,0.3,3.0,Out,0.36951658622538874,0.16288592660691026,0.0945682984754462,,0.9643752580941116,0.2014727656024557,0.2014727656024557,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,42.4,42.0
LR,N,BT+OT,0.3,4.0,In,0.3642725810158584,0.16548303072090703,0.0945797900865701,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,39.6,39.0
LR,N,BT+OT,0.3,4.0,Out,0.3642725810158584,0.16548303072090703,0.0945797900865701,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,39.6,39.0
LR,N,BT+OT,0.35,1.0,In,0.3266681988814832,0.14099823795296096,0.1007048188155979,,0.9610449331337717,0.1758950443768256,0.1758950443768256,,,6.0,0.07692307692307693,16.0,0.6666666666666666,0.0,0.0,46.6,48.0
LR,N,BT+OT,0.35,1.0,Out,0.3266681988814832,0.14099823795296096,0.1007048188155979,,0.9610449331337717,0.1758950443768256,0.1758950443768256,,,6.0,0.07692307692307693,16.0,0.6666666666666666,0.0,0.0,46.6,48.0
LR,N,BT+OT,0.35,2.0,In,0.3502374932965602,0.16464414310886383,0.09630353175515202,,0.9613439018784581,0.15821264299771434,0.15821264299771434,,,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,49.6,53.0
LR,N,BT+OT,0.35,2.0,Out,0.3502374932965602,0.16464414310886383,0.09630353175515202,,0.9613439018784581,0.15821264299771434,0.15821264299771434,,,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,49.6,53.0
LR,N,BT+OT,0.35,3.0,In,0.2495939630736229,0.11647897035164326,0.0875507546157971,,0.9546370052300844,0.12564545556749407,0.12564545556749407,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0,46.0
LR,N,BT+OT,0.35,3.0,Out,0.2495939630736229,0.11647897035164326,0.0875507546157971,,0.9546370052300844,0.12564545556749407,0.12564545556749407,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0,46.0
LR,N,BT+OT,0.35,4.0,In,0.26275185781046495,0.11472458438673099,0.09369110549299008,,0.9554286184093742,0.13542658918358413,0.13542658918358413,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,45.6,46.0
LR,N,BT+OT,0.35,4.0,Out,0.26275185781046495,0.11472458438673099,0.09369110549299008,,0.9554286184093742,0.13542658918358413,0.13542658918358413,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,45.6,46.0
LR,N,BT_OT,0.2,1.0,In,0.43258254807323987,0.19878571975791,0.15411399678234883,,0.9697370756745949,0.23353036785697,0.23353036785697,,,15.0,2.5,21.5,1.6666666666666667,5.0,1.8,34.2,34.0
LR,N,BT_OT,0.2,1.0,Out,0.43258254807323987,0.19878571975791,0.15411399678234883,,0.9697370756745949,0.23353036785697,0.23353036785697,,,15.0,2.5,21.5,1.6666666666666667,5.0,1.8,34.2,34.0
LR,N,BT_OT,0.2,2.0,In,0.4597257335478434,0.2224392859878955,0.1725044051175974,,0.9697793050097818,0.23118848164456923,0.23118848164456923,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,33.4,33.0
LR,N,BT_OT,0.2,2.0,Out,0.4597257335478434,0.2224392859878955,0.1725044051175974,,0.9697793050097818,0.23118848164456923,0.23118848164456923,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,33.4,33.0
LR,N,BT_OT,0.2,3.0,In,0.45098061748257107,0.20931586608442504,0.15766490461962762,,0.9694383872131068,0.23192595073281383,0.23192595073281383,,,12.666666666666666,1.0,23.5,1.0,1.0,2.0,34.2,34.0
LR,N,BT_OT,0.2,3.0,Out,0.45098061748257107,0.20931586608442504,0.15766490461962762,,0.9694383872131068,0.23192595073281383,0.23192595073281383,,,12.666666666666666,1.0,23.5,1.0,1.0,2.0,34.2,34.0
LR,N,BT_OT,0.2,4.0,In,0.4597257335478434,0.2224392859878955,0.1725044051175974,,0.9697793050097818,0.23118848164456923,0.23118848164456923,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,33.4,33.0
LR,N,BT_OT,0.2,4.0,Out,0.4597257335478434,0.2224392859878955,0.1725044051175974,,0.9697793050097818,0.23118848164456923,0.23118848164456923,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,33.4,33.0
LR,N,BT_OT,0.25,1.0,In,0.41152991649429255,0.1926491994177583,0.1532329732628514,,0.9684533786270981,0.22764143248631735,0.22764143248631735,,,12.333333333333334,2.0,18.5,1.3333333333333333,4.0,1.75,35.6,34.0
LR,N,BT_OT,0.25,1.0,Out,0.41152991649429255,0.1926491994177583,0.1532329732628514,,0.9684533786270981,0.22764143248631735,0.22764143248631735,,,12.333333333333334,2.0,18.5,1.3333333333333333,4.0,1.75,35.6,34.0
LR,N,BT_OT,0.25,2.0,In,0.42901631808779583,0.1987627365356623,0.1611123879567915,,0.9685170029130766,0.22537462056175386,0.22537462056175386,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,35.0,33.0
LR,N,BT_OT,0.25,2.0,Out,0.42901631808779583,0.1987627365356623,0.1611123879567915,,0.9685170029130766,0.22537462056175386,0.22537462056175386,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,35.0,33.0
LR,N,BT_OT,0.25,3.0,In,0.4264192139737991,0.19703516433003904,0.15327510917030562,,0.9683257563442101,0.22588277609900506,0.22588277609900506,,,10.0,1.0,19.0,1.0,1.0,2.0,35.0,34.0
LR,N,BT_OT,0.25,3.0,Out,0.4264192139737991,0.19703516433003904,0.15327510917030562,,0.9683257563442101,0.22588277609900506,0.22588277609900506,,,10.0,1.0,19.0,1.0,1.0,2.0,35.0,34.0
LR,N,BT_OT,0.25,4.0,In,0.42901631808779583,0.1987627365356623,0.1611123879567915,,0.9685170029130766,0.22537462056175386,0.22537462056175386,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,35.0,33.0
LR,N,BT_OT,0.25,4.0,Out,0.42901631808779583,0.1987627365356623,0.1611123879567915,,0.9685170029130766,0.22537462056175386,0.22537462056175386,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,35.0,33.0
LR,N,BT_OT,0.3,1.0,In,0.36076380908603384,0.16286294338466245,0.10771470160116445,,0.9643762857991713,0.1999337781995703,0.1999337781995703,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,42.4,43.0
LR,N,BT_OT,0.3,1.0,Out,0.36076380908603384,0.16286294338466245,0.10771470160116445,,0.9643762857991713,0.1999337781995703,0.1999337781995703,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,42.4,43.0
LR,N,BT_OT,0.3,2.0,In,0.36602313644372936,0.17248908296943227,0.10158201179805404,,0.9644824197035351,0.19979117263653826,0.19979117263653826,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,42.2,42.0
LR,N,BT_OT,0.3,2.0,Out,0.36602313644372936,0.17248908296943227,0.10158201179805404,,0.9644824197035351,0.19979117263653826,0.19979117263653826,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,42.2,42.0
LR,N,BT_OT,0.3,3.0,In,0.3809354171454838,0.16376695012640768,0.11908756607676392,,0.9651668712734015,0.19548437004252645,0.19548437004252645,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,41.8,42.0
LR,N,BT_OT,0.3,3.0,Out,0.3809354171454838,0.16376695012640768,0.11908756607676392,,0.9651668712734015,0.19548437004252645,0.19548437004252645,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,41.8,42.0
LR,N,BT_OT,0.3,4.0,In,0.36602313644372936,0.17248908296943227,0.10158201179805404,,0.9644824197035351,0.19979117263653826,0.19979117263653826,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,42.2,42.0
LR,N,BT_OT,0.3,4.0,Out,0.36602313644372936,0.17248908296943227,0.10158201179805404,,0.9644824197035351,0.19979117263653826,0.19979117263653826,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,42.2,42.0
LR,N,BT_OT,0.35,1.0,In,0.31178273193901784,0.13398835516739444,0.10070098827855663,,0.9613020462542019,0.17074932992444855,0.17074932992444855,,,7.666666666666666,0.0,16.0,0.0,0.0,0.0,47.2,48.0
LR,N,BT_OT,0.35,1.0,Out,0.31178273193901784,0.13398835516739444,0.10070098827855663,,0.9613020462542019,0.17074932992444855,0.17074932992444855,,,7.666666666666666,0.0,16.0,0.0,0.0,0.0,47.2,48.0
LR,N,BT_OT,0.35,2.0,In,0.34673638244081817,0.16465563471998773,0.10771853213820574,,0.9619851898358102,0.15422809254559028,0.15422809254559028,,,1.3333333333333333,0.0,7.0,0.0,0.0,0.0,46.8,49.0
LR,N,BT_OT,0.35,2.0,Out,0.34673638244081817,0.16465563471998773,0.10771853213820574,,0.9619851898358102,0.15422809254559028,0.15422809254559028,,,1.3333333333333333,0.0,7.0,0.0,0.0,0.0,46.8,49.0
LR,N,BT_OT,0.35,3.0,In,0.2495939630736229,0.11647897035164326,0.0875507546157971,,0.9546370052300844,0.12564545556749407,0.12564545556749407,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0,46.0
LR,N,BT_OT,0.35,3.0,Out,0.2495939630736229,0.11647897035164326,0.0875507546157971,,0.9546370052300844,0.12564545556749407,0.12564545556749407,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0,46.0
LR,N,BT_OT,0.35,4.0,In,0.26275185781046495,0.11472458438673099,0.09369110549299008,,0.9554286184093742,0.13542658918358413,0.13542658918358413,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,45.6,46.0
LR,N,BT_OT,0.35,4.0,Out,0.26275185781046495,0.11472458438673099,0.09369110549299008,,0.9554286184093742,0.13542658918358413,0.13542658918358413,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,45.6,46.0
LR,N,OT,0.2,1.0,In,0.3187083429096759,0.1558683827472611,0.09544166092086107,,0.9623243325055635,0.1878275432120755,0.1878275432120755,,,5.0,0.0,12.5,0.0,0.0,0.0,40.0,39.0
LR,N,OT,0.2,1.0,Out,0.3187083429096759,0.1558683827472611,0.09544166092086107,,0.9623243325055635,0.1878275432120755,0.1878275432120755,,,5.0,0.0,12.5,0.0,0.0,0.0,40.0,39.0
LR,N,OT,0.2,2.0,In,0.3195970275032559,0.17249674404351487,0.11033095840036766,,0.9627299022932773,0.18555870372422784,0.18555870372422784,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,37.8,36.0
LR,N,OT,0.2,2.0,Out,0.3195970275032559,0.17249674404351487,0.11033095840036766,,0.9627299022932773,0.18555870372422784,0.18555870372422784,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,37.8,36.0
LR,N,OT,0.2,3.0,In,0.32835363517965216,0.155879874358385,0.1006971577415153,,0.9623455406008897,0.18672655580148165,0.18672655580148165,,,3.9999999999999996,0.0,9.0,0.0,0.0,0.0,39.8,39.0
LR,N,OT,0.2,3.0,Out,0.32835363517965216,0.155879874358385,0.1006971577415153,,0.9623455406008897,0.18672655580148165,0.18672655580148165,,,3.9999999999999996,0.0,9.0,0.0,0.0,0.0,39.8,39.0
LR,N,OT,0.2,4.0,In,0.3195970275032559,0.17249674404351487,0.11033095840036766,,0.9627299022932773,0.18555870372422784,0.18555870372422784,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,37.8,36.0
LR,N,OT,0.2,4.0,Out,0.3195970275032559,0.17249674404351487,0.11033095840036766,,0.9627299022932773,0.18555870372422784,0.18555870372422784,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,37.8,36.0
LR,N,OT,0.25,1.0,In,0.2950777599019383,0.17423963839730325,0.09718455527464946,,0.9601907233735634,0.16886814822592716,0.16886814822592716,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,43.8,44.0
LR,N,OT,0.25,1.0,Out,0.2950777599019383,0.17423963839730325,0.09718455527464946,,0.9601907233735634,0.16886814822592716,0.16886814822592716,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,43.8,44.0
LR,N,OT,0.25,2.0,In,0.2915766490461963,0.1628706044587451,0.09719221634873207,,0.9605747113550198,0.16674454315864967,0.16674454315864967,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.4,44.0
LR,N,OT,0.25,2.0,Out,0.2915766490461963,0.1628706044587451,0.09719221634873207,,0.9605747113550198,0.16674454315864967,0.16674454315864967,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.4,44.0
LR,N,OT,0.25,3.0,In,0.29420822799356466,0.15759212441584308,0.09456829847544622,,0.9601057975645257,0.16696941680496935,0.16696941680496935,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,44.0,44.0
LR,N,OT,0.25,3.0,Out,0.29420822799356466,0.15759212441584308,0.09456829847544622,,0.9601057975645257,0.16696941680496935,0.16696941680496935,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,44.0,44.0
LR,N,OT,0.25,4.0,In,0.2915766490461963,0.1628706044587451,0.09719221634873207,,0.9605747113550198,0.16674454315864967,0.16674454315864967,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.4,44.0
LR,N,OT,0.25,4.0,Out,0.2915766490461963,0.1628706044587451,0.09719221634873207,,0.9605747113550198,0.16674454315864967,0.16674454315864967,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.4,44.0
LR,N,OT,0.3,1.0,In,0.27498276258331417,0.1418754309354171,0.09720370795985593,,0.9594433015118475,0.15056768439142107,0.15056768439142107,,,7.0,0.0,16.0,0.0,0.0,0.0,43.6,44.0
LR,N,OT,0.3,1.0,Out,0.27498276258331417,0.1418754309354171,0.09720370795985593,,0.9594433015118475,0.15056768439142107,0.15056768439142107,,,7.0,0.0,16.0,0.0,0.0,0.0,43.6,44.0
LR,N,OT,0.3,2.0,In,0.2662261549069179,0.14535738910595258,0.09194821113920168,,0.9591008888714491,0.14970877436880947,0.14970877436880947,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0,42.0
LR,N,OT,0.3,2.0,Out,0.2662261549069179,0.14535738910595258,0.09194821113920168,,0.9591008888714491,0.14970877436880947,0.14970877436880947,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0,42.0
LR,N,OT,0.3,3.0,In,0.2662261549069179,0.14535738910595258,0.09194821113920168,,0.9591008888714491,0.14970877436880947,0.14970877436880947,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0,42.0
LR,N,OT,0.3,3.0,Out,0.2662261549069179,0.14535738910595258,0.09194821113920168,,0.9591008888714491,0.14970877436880947,0.14970877436880947,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0,42.0
LR,N,OT,0.3,4.0,In,0.2662261549069179,0.14535738910595258,0.09194821113920168,,0.9591008888714491,0.14970877436880947,0.14970877436880947,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0,42.0
LR,N,OT,0.3,4.0,Out,0.2662261549069179,0.14535738910595258,0.09194821113920168,,0.9591008888714491,0.14970877436880947,0.14970877436880947,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0,42.0
