Method,Datatype,Use,FS_Val,FS_Rule,WinLoss,tp3,tp2,tp1,tp0.5,tp0,coef_avg,coef1,coef2_1,coef2_2,m1_Top3score,m1_avgvotediff(3),m1_Top4score,m1_avgvotediff(4),m2_Winner,m2_avgvotediff,v1
LR,N,BT,0.3,1.0,Out,0.3607638090860339,0.1628629433846625,0.10771470160116448,,0.9643762857991713,0.1999337781995703,0.1999337781995703,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT,0.3,2.0,In,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT,0.3,2.0,Out,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT,0.3,3.0,In,0.38093541714548385,0.16376695012640774,0.11908756607676396,,0.9651668712734015,0.19548437004252645,0.19548437004252645,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,42.0
LR,N,BT,0.3,3.0,Out,0.38093541714548385,0.16376695012640774,0.11908756607676396,,0.9651668712734015,0.19548437004252645,0.19548437004252645,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,42.0
LR,N,BT,0.3,4.0,In,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT,0.3,4.0,Out,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT,0.35,1.0,In,0.31178273193901784,0.13398835516739446,0.10070098827855664,,0.9613020462542019,0.1707493299244486,0.1707493299244486,,,7.666666666666666,0.0,16.0,0.0,0.0,0.0,48.0
LR,N,BT,0.35,1.0,Out,0.31178273193901784,0.13398835516739446,0.10070098827855664,,0.9613020462542019,0.1707493299244486,0.1707493299244486,,,7.666666666666666,0.0,16.0,0.0,0.0,0.0,48.0
LR,N,BT,0.35,2.0,In,0.3467363824408182,0.16465563471998773,0.10771853213820579,,0.9619851898358102,0.1542280925455903,0.1542280925455903,,,1.3333333333333333,0.0,7.0,0.0,0.0,0.0,49.0
LR,N,BT,0.35,2.0,Out,0.3467363824408182,0.16465563471998773,0.10771853213820579,,0.9619851898358102,0.1542280925455903,0.1542280925455903,,,1.3333333333333333,0.0,7.0,0.0,0.0,0.0,49.0
LR,N,BT,0.35,3.0,In,0.24959396307362294,0.1164789703516433,0.08755075461579713,,0.9546370052300844,0.1256454555674941,0.1256454555674941,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0
LR,N,BT,0.35,3.0,Out,0.24959396307362294,0.1164789703516433,0.08755075461579713,,0.9546370052300844,0.1256454555674941,0.1256454555674941,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0
LR,N,BT,0.35,4.0,In,0.26275185781046506,0.11472458438673101,0.09369110549299012,,0.9554286184093742,0.13542658918358416,0.13542658918358416,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,46.0
LR,N,BT,0.35,4.0,Out,0.26275185781046506,0.11472458438673101,0.09369110549299012,,0.9554286184093742,0.13542658918358416,0.13542658918358416,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,46.0
LR,N,BT+OT,0.2,1.0,In,0.453593043744733,0.21192446180954572,0.15058607216731787,,0.969137923624697,0.25446178800131436,0.25446178800131436,,,5.0,0.4,16.0,1.3333333333333333,0.0,0.0,37.0
LR,N,BT+OT,0.2,1.0,Out,0.453593043744733,0.21192446180954572,0.15058607216731787,,0.969137923624697,0.25446178800131436,0.25446178800131436,,,5.0,0.4,16.0,1.3333333333333333,0.0,0.0,37.0
LR,N,BT+OT,0.2,2.0,In,0.4650042135907454,0.2303187006818356,0.15323680379989274,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,35.0
LR,N,BT+OT,0.2,2.0,Out,0.4650042135907454,0.2303187006818356,0.15323680379989274,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,35.0
LR,N,BT+OT,0.2,3.0,In,0.4527350034474834,0.21542557266528767,0.15410250517122498,,0.9692669473235757,0.2514957008502777,0.2514957008502777,,,5.333333333333334,0.5714285714285714,16.5,1.3333333333333333,0.0,0.0,35.0
LR,N,BT+OT,0.2,3.0,Out,0.4527350034474834,0.21542557266528767,0.15410250517122498,,0.9692669473235757,0.2514957008502777,0.2514957008502777,,,5.333333333333334,0.5714285714285714,16.5,1.3333333333333333,0.0,0.0,35.0
LR,N,BT+OT,0.2,4.0,In,0.4650042135907454,0.2303187006818356,0.15323680379989274,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,35.0
LR,N,BT+OT,0.2,4.0,Out,0.4650042135907454,0.2303187006818356,0.15323680379989274,,0.9693730812279394,0.2513027555110118,0.2513027555110118,,,3.666666666666667,0.0,13.0,0.0,0.0,0.0,35.0
LR,N,BT+OT,0.25,1.0,In,0.42903164023596113,0.209289052325136,0.14884700835057074,,0.9682175670297269,0.24136174305584523,0.24136174305584523,,,10.333333333333332,1.0,18.5,1.0,1.0,3.0,42.0
LR,N,BT+OT,0.25,1.0,Out,0.42903164023596113,0.209289052325136,0.14884700835057074,,0.9682175670297269,0.24136174305584523,0.24136174305584523,,,10.333333333333332,1.0,18.5,1.0,1.0,3.0,42.0
LR,N,BT+OT,0.25,2.0,In,0.42903930131004364,0.1970160116448326,0.1532176511146863,,0.9681748705558764,0.237801851210428,0.237801851210428,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,38.0
LR,N,BT+OT,0.25,2.0,Out,0.42903930131004364,0.1970160116448326,0.1532176511146863,,0.9681748705558764,0.237801851210428,0.237801851210428,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,38.0
LR,N,BT+OT,0.25,3.0,In,0.4202980157818126,0.19352256186317324,0.14181797287979775,,0.9677478123896386,0.2370431145840536,0.2370431145840536,,,7.0,0.0,14.0,0.0,0.0,0.0,38.0
LR,N,BT+OT,0.25,3.0,Out,0.4202980157818126,0.19352256186317324,0.14181797287979775,,0.9677478123896386,0.2370431145840536,0.2370431145840536,,,7.0,0.0,14.0,0.0,0.0,0.0,38.0
LR,N,BT+OT,0.25,4.0,In,0.42903930131004364,0.1970160116448326,0.1532176511146863,,0.9681748705558764,0.237801851210428,0.237801851210428,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,38.0
LR,N,BT+OT,0.25,4.0,Out,0.42903930131004364,0.1970160116448326,0.1532176511146863,,0.9681748705558764,0.237801851210428,0.237801851210428,,,6.333333333333333,0.0,14.0,0.0,0.0,0.0,38.0
LR,N,BT+OT,0.3,1.0,In,0.3642687504788171,0.17602466865854596,0.0998237952961005,,0.9640336863033075,0.2067119593973496,0.2067119593973496,,,2.6666666666666665,0.0,11.0,0.0,0.0,0.0,42.0
LR,N,BT+OT,0.3,1.0,Out,0.3642687504788171,0.17602466865854596,0.0998237952961005,,0.9640336863033075,0.2067119593973496,0.2067119593973496,,,2.6666666666666665,0.0,11.0,0.0,0.0,0.0,42.0
LR,N,BT+OT,0.3,2.0,In,0.3642725810158584,0.1654830307209071,0.09457979008657014,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,41.0
LR,N,BT+OT,0.3,2.0,Out,0.3642725810158584,0.1654830307209071,0.09457979008657014,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,41.0
LR,N,BT+OT,0.3,3.0,In,0.3695165862253888,0.1628859266069103,0.09456829847544626,,0.9643752580941116,0.2014727656024557,0.2014727656024557,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,43.0
LR,N,BT+OT,0.3,3.0,Out,0.3695165862253888,0.1628859266069103,0.09456829847544626,,0.9643752580941116,0.2014727656024557,0.2014727656024557,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,43.0
LR,N,BT+OT,0.3,4.0,In,0.3642725810158584,0.1654830307209071,0.09457979008657014,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,41.0
LR,N,BT+OT,0.3,4.0,Out,0.3642725810158584,0.1654830307209071,0.09457979008657014,,0.963884015075499,0.20587448637098085,0.20587448637098085,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,41.0
LR,N,BT+OT,0.35,1.0,In,0.3266681988814832,0.14099823795296101,0.10070481881559794,,0.9610449331337717,0.17589504437682563,0.17589504437682563,,,6.0,0.07692307692307693,16.0,0.6666666666666666,0.0,0.0,48.0
LR,N,BT+OT,0.35,1.0,Out,0.3266681988814832,0.14099823795296101,0.10070481881559794,,0.9610449331337717,0.17589504437682563,0.17589504437682563,,,6.0,0.07692307692307693,16.0,0.6666666666666666,0.0,0.0,48.0
LR,N,BT+OT,0.35,2.0,In,0.35023749329656023,0.16464414310886386,0.09630353175515208,,0.9613439018784581,0.15821264299771437,0.15821264299771437,,,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,53.0
LR,N,BT+OT,0.35,2.0,Out,0.35023749329656023,0.16464414310886386,0.09630353175515208,,0.9613439018784581,0.15821264299771437,0.15821264299771437,,,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,53.0
LR,N,BT+OT,0.35,3.0,In,0.24959396307362294,0.1164789703516433,0.08755075461579713,,0.9546370052300844,0.1256454555674941,0.1256454555674941,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0
LR,N,BT+OT,0.35,3.0,Out,0.24959396307362294,0.1164789703516433,0.08755075461579713,,0.9546370052300844,0.1256454555674941,0.1256454555674941,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0
LR,N,BT+OT,0.35,4.0,In,0.26275185781046506,0.11472458438673101,0.09369110549299012,,0.9554286184093742,0.13542658918358416,0.13542658918358416,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,46.0
LR,N,BT+OT,0.35,4.0,Out,0.26275185781046506,0.11472458438673101,0.09369110549299012,,0.9554286184093742,0.13542658918358416,0.13542658918358416,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,46.0
LR,N,BT_OT,0.2,1.0,In,0.43258254807323987,0.19878571975791004,0.15411399678234888,,0.9697370756745949,0.23353036785697,0.23353036785697,,,15.0,2.5,21.5,1.6666666666666667,5.0,1.8,35.0
LR,N,BT_OT,0.2,1.0,Out,0.43258254807323987,0.19878571975791004,0.15411399678234888,,0.9697370756745949,0.23353036785697,0.23353036785697,,,15.0,2.5,21.5,1.6666666666666667,5.0,1.8,35.0
LR,N,BT_OT,0.2,2.0,In,0.4597257335478434,0.2224392859878955,0.17250440511759751,,0.9697793050097818,0.2311884816445693,0.2311884816445693,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,34.0
LR,N,BT_OT,0.2,2.0,Out,0.4597257335478434,0.2224392859878955,0.17250440511759751,,0.9697793050097818,0.2311884816445693,0.2311884816445693,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,34.0
LR,N,BT_OT,0.2,3.0,In,0.45098061748257107,0.20931586608442504,0.15766490461962768,,0.9694383872131068,0.23192595073281383,0.23192595073281383,,,12.666666666666666,1.0,23.5,1.0,1.0,2.0,35.0
LR,N,BT_OT,0.2,3.0,Out,0.45098061748257107,0.20931586608442504,0.15766490461962768,,0.9694383872131068,0.23192595073281383,0.23192595073281383,,,12.666666666666666,1.0,23.5,1.0,1.0,2.0,35.0
LR,N,BT_OT,0.2,4.0,In,0.4597257335478434,0.2224392859878955,0.17250440511759751,,0.9697793050097818,0.2311884816445693,0.2311884816445693,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,34.0
LR,N,BT_OT,0.2,4.0,Out,0.4597257335478434,0.2224392859878955,0.17250440511759751,,0.9697793050097818,0.2311884816445693,0.2311884816445693,,,17.666666666666664,2.0,27.5,2.6666666666666665,4.0,2.75,34.0
LR,N,BT_OT,0.25,1.0,In,0.41152991649429255,0.19264919941775835,0.15323297326285146,,0.9684533786270981,0.22764143248631735,0.22764143248631735,,,12.333333333333334,2.0,18.5,1.3333333333333333,4.0,1.75,41.0
LR,N,BT_OT,0.25,1.0,Out,0.41152991649429255,0.19264919941775835,0.15323297326285146,,0.9684533786270981,0.22764143248631735,0.22764143248631735,,,12.333333333333334,2.0,18.5,1.3333333333333333,4.0,1.75,41.0
LR,N,BT_OT,0.25,2.0,In,0.42901631808779594,0.1987627365356623,0.16111238795679156,,0.9685170029130766,0.2253746205617539,0.2253746205617539,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,42.0
LR,N,BT_OT,0.25,2.0,Out,0.42901631808779594,0.1987627365356623,0.16111238795679156,,0.9685170029130766,0.2253746205617539,0.2253746205617539,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,42.0
LR,N,BT_OT,0.25,3.0,In,0.4264192139737991,0.19703516433003904,0.15327510917030568,,0.9683257563442101,0.22588277609900512,0.22588277609900512,,,10.0,1.0,19.0,1.0,1.0,2.0,39.0
LR,N,BT_OT,0.25,3.0,Out,0.4264192139737991,0.19703516433003904,0.15327510917030568,,0.9683257563442101,0.22588277609900512,0.22588277609900512,,,10.0,1.0,19.0,1.0,1.0,2.0,39.0
LR,N,BT_OT,0.25,4.0,In,0.42901631808779594,0.1987627365356623,0.16111238795679156,,0.9685170029130766,0.2253746205617539,0.2253746205617539,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,42.0
LR,N,BT_OT,0.25,4.0,Out,0.42901631808779594,0.1987627365356623,0.16111238795679156,,0.9685170029130766,0.2253746205617539,0.2253746205617539,,,16.333333333333336,2.0,25.0,2.6666666666666665,4.0,2.75,42.0
LR,N,BT_OT,0.3,1.0,In,0.3607638090860339,0.1628629433846625,0.10771470160116448,,0.9643762857991713,0.1999337781995703,0.1999337781995703,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT_OT,0.3,1.0,Out,0.3607638090860339,0.1628629433846625,0.10771470160116448,,0.9643762857991713,0.1999337781995703,0.1999337781995703,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT_OT,0.3,2.0,In,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT_OT,0.3,2.0,Out,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT_OT,0.3,3.0,In,0.38093541714548385,0.16376695012640774,0.11908756607676396,,0.9651668712734015,0.19548437004252645,0.19548437004252645,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,42.0
LR,N,BT_OT,0.3,3.0,Out,0.38093541714548385,0.16376695012640774,0.11908756607676396,,0.9651668712734015,0.19548437004252645,0.19548437004252645,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,42.0
LR,N,BT_OT,0.3,4.0,In,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT_OT,0.3,4.0,Out,0.36602313644372947,0.17248908296943233,0.10158201179805408,,0.9644824197035351,0.19979117263653828,0.19979117263653828,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,43.0
LR,N,BT_OT,0.35,1.0,In,0.31178273193901784,0.13398835516739446,0.10070098827855664,,0.9613020462542019,0.1707493299244486,0.1707493299244486,,,7.666666666666666,0.0,16.0,0.0,0.0,0.0,48.0
LR,N,BT_OT,0.35,1.0,Out,0.31178273193901784,0.13398835516739446,0.10070098827855664,,0.9613020462542019,0.1707493299244486,0.1707493299244486,,,7.666666666666666,0.0,16.0,0.0,0.0,0.0,48.0
LR,N,BT_OT,0.35,2.0,In,0.3467363824408182,0.16465563471998773,0.10771853213820579,,0.9619851898358102,0.1542280925455903,0.1542280925455903,,,1.3333333333333333,0.0,7.0,0.0,0.0,0.0,49.0
LR,N,BT_OT,0.35,2.0,Out,0.3467363824408182,0.16465563471998773,0.10771853213820579,,0.9619851898358102,0.1542280925455903,0.1542280925455903,,,1.3333333333333333,0.0,7.0,0.0,0.0,0.0,49.0
LR,N,BT_OT,0.35,3.0,In,0.24959396307362294,0.1164789703516433,0.08755075461579713,,0.9546370052300844,0.1256454555674941,0.1256454555674941,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0
LR,N,BT_OT,0.35,3.0,Out,0.24959396307362294,0.1164789703516433,0.08755075461579713,,0.9546370052300844,0.1256454555674941,0.1256454555674941,,,11.666666666666666,0.0,20.0,0.0,0.0,0.0,46.0
LR,N,BT_OT,0.35,4.0,In,0.26275185781046506,0.11472458438673101,0.09369110549299012,,0.9554286184093742,0.13542658918358416,0.13542658918358416,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,46.0
LR,N,BT_OT,0.35,4.0,Out,0.26275185781046506,0.11472458438673101,0.09369110549299012,,0.9554286184093742,0.13542658918358416,0.13542658918358416,,,9.666666666666666,0.0,17.0,0.0,0.0,0.0,46.0
LR,N,OT,0.2,1.0,In,0.3187083429096759,0.15586838274726117,0.09544166092086111,,0.9623243325055635,0.18782754321207554,0.18782754321207554,,,5.0,0.0,12.5,0.0,0.0,0.0,46.0
LR,N,OT,0.2,1.0,Out,0.3187083429096759,0.15586838274726117,0.09544166092086111,,0.9623243325055635,0.18782754321207554,0.18782754321207554,,,5.0,0.0,12.5,0.0,0.0,0.0,46.0
LR,N,OT,0.2,2.0,In,0.31959702750325597,0.17249674404351487,0.11033095840036773,,0.9627299022932773,0.1855587037242279,0.1855587037242279,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,45.0
LR,N,OT,0.2,2.0,Out,0.31959702750325597,0.17249674404351487,0.11033095840036773,,0.9627299022932773,0.1855587037242279,0.1855587037242279,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,45.0
LR,N,OT,0.2,3.0,In,0.3283536351796522,0.15587987435838505,0.10069715774151537,,0.9623455406008897,0.18672655580148165,0.18672655580148165,,,3.9999999999999996,0.0,9.0,0.0,0.0,0.0,45.0
LR,N,OT,0.2,3.0,Out,0.3283536351796522,0.15587987435838505,0.10069715774151537,,0.9623455406008897,0.18672655580148165,0.18672655580148165,,,3.9999999999999996,0.0,9.0,0.0,0.0,0.0,45.0
LR,N,OT,0.2,4.0,In,0.31959702750325597,0.17249674404351487,0.11033095840036773,,0.9627299022932773,0.1855587037242279,0.1855587037242279,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,45.0
LR,N,OT,0.2,4.0,Out,0.31959702750325597,0.17249674404351487,0.11033095840036773,,0.9627299022932773,0.1855587037242279,0.1855587037242279,,,7.333333333333334,0.0,15.0,0.0,0.0,0.0,45.0
LR,N,OT,0.25,1.0,In,0.2950777599019383,0.17423963839730333,0.0971845552746495,,0.9601907233735634,0.1688681482259272,0.1688681482259272,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,45.0
LR,N,OT,0.25,1.0,Out,0.2950777599019383,0.17423963839730333,0.0971845552746495,,0.9601907233735634,0.1688681482259272,0.1688681482259272,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,45.0
LR,N,OT,0.25,2.0,In,0.2915766490461963,0.1628706044587451,0.0971922163487321,,0.9605747113550198,0.16674454315864976,0.16674454315864976,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,44.0
LR,N,OT,0.25,2.0,Out,0.2915766490461963,0.1628706044587451,0.0971922163487321,,0.9605747113550198,0.16674454315864976,0.16674454315864976,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,44.0
LR,N,OT,0.25,3.0,In,0.2942082279935647,0.1575921244158431,0.09456829847544625,,0.9601057975645257,0.1669694168049694,0.1669694168049694,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,45.0
LR,N,OT,0.25,3.0,Out,0.2942082279935647,0.1575921244158431,0.09456829847544625,,0.9601057975645257,0.1669694168049694,0.1669694168049694,,,1.6666666666666665,0.0,6.0,0.0,0.0,0.0,45.0
LR,N,OT,0.25,4.0,In,0.2915766490461963,0.1628706044587451,0.0971922163487321,,0.9605747113550198,0.16674454315864976,0.16674454315864976,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,44.0
LR,N,OT,0.25,4.0,Out,0.2915766490461963,0.1628706044587451,0.0971922163487321,,0.9605747113550198,0.16674454315864976,0.16674454315864976,,,1.6666666666666665,0.0,5.0,0.0,0.0,0.0,44.0
LR,N,OT,0.3,1.0,In,0.27498276258331417,0.14187543093541716,0.09720370795985597,,0.9594433015118475,0.15056768439142115,0.15056768439142115,,,7.0,0.0,16.0,0.0,0.0,0.0,44.0
LR,N,OT,0.3,1.0,Out,0.27498276258331417,0.14187543093541716,0.09720370795985597,,0.9594433015118475,0.15056768439142115,0.15056768439142115,,,7.0,0.0,16.0,0.0,0.0,0.0,44.0
LR,N,OT,0.3,2.0,In,0.2662261549069179,0.14535738910595264,0.09194821113920172,,0.9591008888714491,0.14970877436880953,0.14970877436880953,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0
LR,N,OT,0.3,2.0,Out,0.2662261549069179,0.14535738910595264,0.09194821113920172,,0.9591008888714491,0.14970877436880953,0.14970877436880953,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0
LR,N,OT,0.3,3.0,In,0.2662261549069179,0.14535738910595264,0.09194821113920172,,0.9591008888714491,0.14970877436880953,0.14970877436880953,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0
LR,N,OT,0.3,3.0,Out,0.2662261549069179,0.14535738910595264,0.09194821113920172,,0.9591008888714491,0.14970877436880953,0.14970877436880953,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0
LR,N,OT,0.3,4.0,In,0.2662261549069179,0.14535738910595264,0.09194821113920172,,0.9591008888714491,0.14970877436880953,0.14970877436880953,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0
LR,N,OT,0.3,4.0,Out,0.2662261549069179,0.14535738910595264,0.09194821113920172,,0.9591008888714491,0.14970877436880953,0.14970877436880953,,,8.333333333333332,0.0,17.5,0.0,0.0,0.0,42.0
LR,N,OT,0.35,1.0,In,0.2793112694399755,0.1524132383360147,0.10859572512066192,,0.9596357626412395,0.12927100808624417,0.12927100808624417,,,0.0,0.0,7.5,0.0,0.0,0.0,44.0
LR,N,OT,0.35,1.0,Out,0.2793112694399755,0.1524132383360147,0.10859572512066192,,0.9596357626412395,0.12927100808624417,0.12927100808624417,,,0.0,0.0,7.5,0.0,0.0,0.0,44.0
LR,N,OT,0.35,2.0,In,0.2793112694399755,0.1524132383360147,0.10859572512066192,,0.9596357626412395,0.12927100808624417,0.12927100808624417,,,0.0,0.0,7.5,0.0,0.0,0.0,44.0
LR,N,OT,0.35,2.0,Out,0.2793112694399755,0.1524132383360147,0.10859572512066192,,0.9596357626412395,0.12927100808624417,0.12927100808624417,,,0.0,0.0,7.5,0.0,0.0,0.0,44.0
LR,P,BT,0.2,1.0,In,0.46410403738604156,0.2066919482111392,0.14710411399678236,,0.9698007933883062,0.2392963868817609,0.2392963868817609,,,3.0,0.0,5.0,0.0,0.0,0.0,34.0
