Player,Kicks BTPS,Kicks OTPS,Handballs BTPS,Handballs OTPS,Disposals BTPS,Disposals OTPS,Marks BTPS,Marks OTPS,Goals BTPS,Goals OTPS,Behinds BTPS,Behinds OTPS,Tackles BTPS,Tackles OTPS,Hitouts BTPS,Hitouts OTPS,Goal Assists BTPS,Goal Assists OTPS,Inside 50s BTPS,Inside 50s OTPS,Clearances BTPS,Clearances OTPS,Clangers BTPS,Clangers OTPS,Rebound 50s BTPS,Rebound 50s OTPS,Frees For BTPS,Frees For OTPS,Frees Agains BTPS,Frees Agains OTPS,Contested Possessions BTPS,Contested Possessions OTPS,Uncontested Possessions BTPS,Uncontested Possessions OTPS,Effective Disposals BTPS,Effective Disposals OTPS,Contested Marks BTPS,Contested Marks OTPS,Marks Inside 50 BTPS,Marks Inside 50 OTPS,One Percenters BTPS,One Percenters OTPS,Bounces BTPS,Bounces OTPS,Centre Clearances BTPS,Centre Clearances OTPS,Stoppage Clearances BTPS,Stoppage Clearances OTPS,Score Involvements BTPS,Score Involvements OTPS,Metres Gained BTPS,Metres Gained OTPS,Turnovers BTPS,Turnovers OTPS,Intercepts BTPS,Intercepts OTPS,Tackles Inside 50 BTPS,Tackles Inside 50 OTPS,Time On Ground % BTPS,Time On Ground % OTPS,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTPS,Uncontested Marks OTPS,Marks Outside 50 BTPS,Marks Outside 50 OTPS,Tackles Outside 50 BTPS,Tackles Outside 50 OTPS,Behind Assists BTPS,Behind Assists OTPS,Ineffective Disposals BTPS,Ineffective Disposals OTPS
David MacKay,0.2857142857142857,0.11764705882352944,0.4444444444444445,0.6666666666666666,0.4666666666666667,0.3043478260869565,0.2666666666666667,0.21428571428571427,0.0,0.0,0.0,0.0,0.375,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714285,0.2222222222222222,0.22222222222222224,0.888888888888889,0.8888888888888888,0.6666666666666666,0.8,0.0,0.0,1.0,1.0,0.3125,0.3125,0.5624999999999999,0.4615384615384616,0.5238095238095238,0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.4,0.4,0.2142857142857143,0.15384615384615385,0.23964497041420116,0.10918544194107449,0.8888888888888888,0.8888888888888888,0.18181818181818182,0.25,0.0,0.0,0.7205882352941178,0.7205882352941178,1,Home,0,0.33333333333333337,0.2727272727272727,0.5714285714285714,0.4999999999999999,0.5,0.6,0.25,0.1818181818181818,0.33333333333333337,0.33333333333333337
Cameron E-Yolmen,0.3333333333333333,0.17647058823529413,0.38888888888888895,0.5833333333333334,0.4666666666666667,0.3043478260869565,0.13333333333333336,0.07142857142857142,0.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.05714285714285714,0.07692307692307693,0.5,0.5,0.5714285714285715,0.5714285714285714,0.2222222222222222,0.22222222222222224,0.6666666666666667,0.6666666666666667,0.0,0.0,0.25,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.4374999999999999,0.3076923076923077,0.5714285714285714,0.43750000000000006,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.2,0.2,0.4285714285714286,0.38461538461538464,0.32988165680473375,0.21490467937608315,0.7777777777777778,0.7777777777777778,0.27272727272727276,0.375,0.0,0.0,0.5000000000000001,0.5000000000000001,1,Home,0,0.08333333333333334,0.0,0.2857142857142857,0.16666666666666663,0.33333333333333337,0.4,0.4166666666666667,0.3636363636363637,0.25,0.25
Kyle Cheney,0.47619047619047616,0.3529411764705882,0.16666666666666669,0.25,0.4333333333333333,0.2608695652173913,0.4666666666666667,0.42857142857142855,0.0,0.0,0.0,0.0,0.375,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714285,0.1111111111111111,0.11111111111111112,0.888888888888889,0.8888888888888888,0.5,0.6000000000000001,0.25,0.25,1.0,1.0,0.375,0.375,0.4374999999999999,0.3076923076923077,0.6190476190476191,0.49999999999999994,0.6666666666666667,0.6666666666666666,0.0,0.0,0.6,0.6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.07142857142857144,0.0,0.47337278106508873,0.38301559792027723,0.7777777777777778,0.7777777777777778,0.7272727272727273,1.0,0.0,0.0,0.9852941176470589,0.9852941176470589,1,Home,0,0.4166666666666667,0.36363636363636365,1.0,1.0,0.5,0.6,0.08333333333333334,0.0,0.08333333333333334,0.08333333333333334
Matthew Jaensch,0.5238095238095238,0.4117647058823529,0.11111111111111112,0.16666666666666666,0.4333333333333333,0.2608695652173913,0.4,0.35714285714285715,0.0,0.0,0.0,0.0,0.125,0.14285714285714285,0.0,0.0,0.0,0.0,0.4285714285714286,0.42857142857142855,0.1111111111111111,0.11111111111111112,1.0,1.0,0.16666666666666666,0.2,0.25,0.25,1.0,1.0,0.3125,0.3125,0.4999999999999999,0.3846153846153847,0.5238095238095238,0.37500000000000006,0.0,0.0,0.0,0.0,0.6,0.6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2,0.2,0.35714285714285715,0.3076923076923077,0.43047337278106507,0.33275563258232227,0.4444444444444444,0.4444444444444444,0.4545454545454546,0.625,0.0,0.0,0.7205882352941178,0.7205882352941178,1,Home,0,0.5,0.45454545454545453,0.8571428571428572,0.8333333333333331,0.16666666666666669,0.2,0.4166666666666667,0.3636363636363637,0.25,0.25
Josh Jenkins,0.2857142857142857,0.11764705882352944,0.38888888888888895,0.5833333333333334,0.4333333333333333,0.2608695652173913,0.4666666666666667,0.42857142857142855,0.5,0.5,0.2,0.19999999999999998,0.25,0.2857142857142857,0.08571428571428572,0.11538461538461539,1.0,1.0,0.14285714285714288,0.14285714285714285,0.1111111111111111,0.11111111111111112,0.888888888888889,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.5624999999999999,0.4615384615384616,0.5714285714285714,0.43750000000000006,0.33333333333333337,0.3333333333333333,0.44444444444444436,0.4444444444444444,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.7857142857142857,0.7692307692307693,0.20710059171597633,0.07105719237435007,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.7205882352941178,0.7205882352941178,1,Home,0,0.5,0.45454545454545453,0.4285714285714286,0.33333333333333326,0.33333333333333337,0.4,0.7500000000000001,0.7272727272727274,0.16666666666666669,0.16666666666666669
Sam Jacobs,0.4285714285714285,0.29411764705882354,0.16666666666666669,0.25,0.4,0.21739130434782605,0.4666666666666667,0.42857142857142855,0.0,0.0,0.0,0.0,0.125,0.14285714285714285,0.7428571428571429,1.0,0.0,0.0,0.28571428571428575,0.2857142857142857,0.0,0.0,1.0,1.0,0.16666666666666666,0.2,0.25,0.25,1.0,1.0,0.125,0.125,0.6249999999999999,0.5384615384615385,0.5238095238095238,0.37500000000000006,0.33333333333333337,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.23076923076923078,0.3609467455621302,0.2512998266897747,0.8888888888888888,0.8888888888888888,0.09090909090909091,0.125,0.0,0.0,0.7647058823529412,0.7647058823529412,1,Home,0,0.5,0.45454545454545453,1.0,1.0,0.16666666666666669,0.2,0.33333333333333337,0.27272727272727276,0.16666666666666669,0.16666666666666669
Ricky Henderson,0.4285714285714285,0.29411764705882354,0.11111111111111112,0.16666666666666666,0.3666666666666667,0.1739130434782609,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,0.0,0.0,0.0,0.4285714285714286,0.42857142857142855,0.1111111111111111,0.11111111111111112,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.8,0.25,0.25,1.0,1.0,0.375,0.375,0.24999999999999994,0.07692307692307696,0.33333333333333337,0.12499999999999997,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.2142857142857143,0.15384615384615385,0.5813609467455622,0.509532062391681,0.6666666666666667,0.6666666666666666,0.5454545454545455,0.75,0.0,0.0,0.5441176470588236,0.5441176470588236,1,Home,0,0.08333333333333334,0.0,0.14285714285714285,0.0,0.33333333333333337,0.4,0.25,0.1818181818181818,0.4166666666666667,0.4166666666666667
Charlie Cameron,0.47619047619047616,0.3529411764705882,0.0,0.0,0.3333333333333333,0.13043478260869562,0.33333333333333337,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.6000000000000001,0.6,0.125,0.14285714285714285,0.0,0.0,0.5,0.5,0.7142857142857144,0.7142857142857143,0.0,0.0,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.125,0.4999999999999999,0.3846153846153847,0.2380952380952381,0.0,0.0,0.0,0.11111111111111109,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,0.38461538461538464,0.4423076923076923,0.3466204506065857,0.7777777777777778,0.7777777777777778,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7794117647058825,0.7794117647058825,1,Home,0,0.4166666666666667,0.36363636363636365,0.5714285714285714,0.4999999999999999,0.0,0.0,0.4166666666666667,0.3636363636363637,0.5,0.5
Tom Lynch,0.3333333333333333,0.17647058823529413,0.11111111111111112,0.16666666666666666,0.3,0.08695652173913042,0.33333333333333337,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.0,0.0,0.25,0.2857142857142857,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,1.0,1.0,0.1875,0.1875,0.3749999999999999,0.2307692307692308,0.2857142857142857,0.06250000000000001,0.6666666666666667,0.6666666666666666,0.22222222222222218,0.2222222222222222,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.3076923076923077,0.3343195266272189,0.22010398613518195,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.8382352941176472,0.8382352941176472,1,Home,0,0.25,0.1818181818181818,0.4285714285714286,0.33333333333333326,0.33333333333333337,0.4,0.33333333333333337,0.27272727272727276,0.33333333333333337,0.33333333333333337
Jarryd Lyons,0.2380952380952381,0.05882352941176469,0.22222222222222224,0.3333333333333333,0.3,0.08695652173913042,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.16666666666666666,0.2,0.0,0.0,1.0,1.0,0.3125,0.3125,0.24999999999999994,0.07692307692307696,0.2857142857142857,0.06250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.39999999999999997,0.2,0.2,0.07142857142857144,0.0,0.23964497041420116,0.10918544194107449,0.6666666666666667,0.6666666666666666,0.09090909090909091,0.125,0.3333333333333333,0.3333333333333333,0.0,0.0,1,Home,0,0.25,0.1818181818181818,0.4285714285714286,0.33333333333333326,0.5,0.6,0.08333333333333334,0.0,0.33333333333333337,0.33333333333333337
Matthew Wright,0.3333333333333333,0.17647058823529413,0.05555555555555556,0.08333333333333333,0.26666666666666666,0.04347826086956521,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.0,0.0,0.5,0.5,0.28571428571428575,0.2857142857142857,0.0,0.0,0.6666666666666667,0.6666666666666667,0.16666666666666666,0.2,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.31249999999999994,0.15384615384615385,0.2857142857142857,0.06250000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.15384615384615385,0.24999999999999997,0.121317157712305,0.5555555555555556,0.5555555555555556,0.27272727272727276,0.375,0.3333333333333333,0.3333333333333333,0.8529411764705883,0.8529411764705883,1,Home,0,0.25,0.1818181818181818,0.4285714285714286,0.33333333333333326,0.5,0.6,0.16666666666666669,0.09090909090909093,0.25,0.25
Luke Brown,0.19047619047619047,0.0,0.16666666666666669,0.25,0.2333333333333333,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.2,0.5,0.5,1.0,1.0,0.25,0.25,0.18749999999999994,0.0,0.380952380952381,0.18749999999999997,0.0,0.0,0.0,0.0,0.4,0.4,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.2142857142857143,0.15384615384615385,0.14940828402366862,0.003466204506065854,1.0,1.0,0.4545454545454546,0.625,0.0,0.0,0.20588235294117652,0.20588235294117652,1,Home,0,0.25,0.1818181818181818,0.4285714285714286,0.33333333333333326,0.33333333333333337,0.4,0.25,0.1818181818181818,0.0,0.0
Ben Cunnington,0.47619047619047616,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5333333333333334,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.28571428571428575,0.33333333333333337,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,0.75,0.923076923076923,0.8124999999999999,0.9285714285714285,0.761904761904762,0.9411764705882353,0.33333333333333337,0.3333333333333333,0.11111111111111109,0.3333333333333333,0.2,0.2,0.0,0.0,0.39999999999999997,0.6666666666666667,0.4,0.5,0.4285714285714286,0.8571428571428571,0.4881656804733728,0.6156716417910448,0.6666666666666667,0.625,0.36363636363636365,0.3636363636363636,0.0,0.0,0.7352941176470589,0.68,0,Away,0,0.5833333333333334,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333,0.5,0.8571428571428571,0.8333333333333334,1.0
Sam Gibson,0.7142857142857143,1.0,0.38888888888888895,0.3888888888888889,0.7333333333333333,0.88,0.33333333333333337,0.6250000000000001,0.16666666666666666,0.25,0.2,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.4285714285714286,0.5,0.5555555555555555,0.8333333333333334,0.5555555555555556,0.20000000000000007,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.5625,0.6923076923076924,0.6874999999999999,0.7857142857142858,0.761904761904762,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.33333333333333337,0.8,1.0,0.4285714285714286,0.8571428571428571,0.6464497041420117,0.8152985074626865,0.33333333333333337,0.25,0.4545454545454546,0.45454545454545453,0.0,0.0,0.6911764705882354,0.6200000000000001,0,Away,0,0.4166666666666667,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.33333333333333337,0.5714285714285714,0.5833333333333334,0.6666666666666669
Andrew Swallow,0.14285714285714285,0.19999999999999998,1.0,1.0,0.7,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.14285714285714288,0.16666666666666669,0.6666666666666666,1.0,0.5555555555555556,0.20000000000000007,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.33333333333333337,0.0,0.8125,1.0,0.4999999999999999,0.5714285714285715,0.8095238095238095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.5,0.28571428571428575,0.5714285714285714,0.15236686390532542,0.19216417910447758,0.7777777777777778,0.75,0.4545454545454546,0.45454545454545453,0.3333333333333333,0.5,0.7205882352941178,0.66,0,Away,0,0.0,0.0,0.0,0.0,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.5714285714285714,0.4166666666666667,0.4444444444444445
Nick Dal Santo,0.5714285714285714,0.7999999999999999,0.38888888888888895,0.3888888888888889,0.6333333333333334,0.7600000000000001,0.13333333333333336,0.25,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.8571428571428572,1.0,0.3333333333333333,0.5,0.7777777777777778,0.6000000000000001,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.6666666666666667,0.5,0.25,0.3076923076923077,0.875,1.0,0.8095238095238095,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,0.39999999999999997,0.6666666666666667,0.2,0.25,0.14285714285714288,0.2857142857142857,0.7928994082840236,1.0,0.11111111111111105,0.0,0.0,0.0,0.0,0.0,0.7352941176470589,0.68,0,Away,0,0.16666666666666669,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.16666666666666669,0.16666666666666666,0.16666666666666669,0.2857142857142857,0.25,0.22222222222222224
