Player,Kicks BTNS,Kicks OTNS,Handballs BTNS,Handballs OTNS,Disposals BTNS,Disposals OTNS,Marks BTNS,Marks OTNS,Goals BTNS,Goals OTNS,Behinds BTNS,Behinds OTNS,Tackles BTNS,Tackles OTNS,Hitouts BTNS,Hitouts OTNS,Goal Assists BTNS,Goal Assists OTNS,Inside 50s BTNS,Inside 50s OTNS,Clearances BTNS,Clearances OTNS,Clangers BTNS,Clangers OTNS,Rebound 50s BTNS,Rebound 50s OTNS,Frees For BTNS,Frees For OTNS,Frees Agains BTNS,Frees Agains OTNS,Contested Possessions BTNS,Contested Possessions OTNS,Uncontested Possessions BTNS,Uncontested Possessions OTNS,Effective Disposals BTNS,Effective Disposals OTNS,Contested Marks BTNS,Contested Marks OTNS,Marks Inside 50 BTNS,Marks Inside 50 OTNS,One Percenters BTNS,One Percenters OTNS,Bounces BTNS,Bounces OTNS,Centre Clearances BTNS,Centre Clearances OTNS,Stoppage Clearances BTNS,Stoppage Clearances OTNS,Score Involvements BTNS,Score Involvements OTNS,Metres Gained BTNS,Metres Gained OTNS,Turnovers BTNS,Turnovers OTNS,Intercepts BTNS,Intercepts OTNS,Tackles Inside 50 BTNS,Tackles Inside 50 OTNS,Time On Ground % BTNS,Time On Ground % OTNS,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTNS,Uncontested Marks OTNS,Marks Outside 50 BTNS,Marks Outside 50 OTNS,Tackles Outside 50 BTNS,Tackles Outside 50 OTNS,Behind Assists BTNS,Behind Assists OTNS,Ineffective Disposals BTNS,Ineffective Disposals OTNS
David MacKay,0.28571428571428575,0.11764705882352938,0.44444444444444436,0.6666666666666666,0.4666666666666666,0.3043478260869565,0.26666666666666666,0.21428571428571433,0.0,0.0,0.0,0.0,0.375,0.42857142857142866,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714288,0.22222222222222218,0.22222222222222224,0.8888888888888888,0.8888888888888887,0.6666666666666666,0.8,0.0,0.0,1.0,1.0,0.3125,0.31249999999999994,0.5625000000000001,0.4615384615384615,0.5238095238095237,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666663,0.0,0.0,0.4,0.4,0.2142857142857143,0.15384615384615383,0.23964497041420119,0.10918544194107449,0.888888888888889,0.888888888888889,0.1818181818181818,0.25,0.0,0.0,0.7205882352941175,0.7205882352941178,1,Home,0,0.3333333333333333,0.2727272727272727,0.5714285714285714,0.5,0.49999999999999994,0.6,0.25,0.18181818181818185,0.33333333333333326,0.3333333333333333
Cameron E-Yolmen,0.33333333333333337,0.1764705882352941,0.38888888888888884,0.5833333333333334,0.4666666666666666,0.3043478260869565,0.13333333333333333,0.07142857142857144,0.0,0.0,0.0,0.0,0.25,0.28571428571428575,0.05714285714285714,0.07692307692307693,0.5,0.5,0.5714285714285714,0.5714285714285715,0.22222222222222218,0.22222222222222224,0.6666666666666666,0.6666666666666666,0.0,0.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,0.49999999999999994,0.43750000000000006,0.3076923076923077,0.5714285714285714,0.43749999999999994,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.2,0.2,0.2,0.42857142857142855,0.3846153846153846,0.3298816568047337,0.21490467937608315,0.7777777777777779,0.7777777777777779,0.2727272727272727,0.375,0.0,0.0,0.4999999999999999,0.5,1,Home,0,0.08333333333333333,0.0,0.28571428571428575,0.1666666666666667,0.33333333333333337,0.4,0.41666666666666663,0.3636363636363637,0.24999999999999994,0.25
Kyle Cheney,0.4761904761904762,0.3529411764705882,0.16666666666666666,0.24999999999999997,0.4333333333333333,0.2608695652173913,0.4666666666666666,0.42857142857142866,0.0,0.0,0.0,0.0,0.375,0.42857142857142866,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714288,0.1111111111111111,0.11111111111111112,0.8888888888888888,0.8888888888888887,0.49999999999999994,0.6000000000000001,0.25,0.25,1.0,1.0,0.375,0.37499999999999994,0.43750000000000006,0.3076923076923077,0.6190476190476191,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6,0.6,0.16666666666666669,0.16666666666666663,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.47337278106508873,0.3830155979202773,0.7777777777777779,0.7777777777777779,0.7272727272727272,1.0,0.0,0.0,0.9852941176470588,0.9852941176470589,1,Home,0,0.4166666666666667,0.36363636363636365,1.0,1.0,0.49999999999999994,0.6,0.08333333333333337,0.0,0.0833333333333333,0.08333333333333337
Matthew Jaensch,0.5238095238095238,0.4117647058823529,0.11111111111111109,0.16666666666666666,0.4333333333333333,0.2608695652173913,0.3999999999999999,0.35714285714285715,0.0,0.0,0.0,0.0,0.125,0.14285714285714288,0.0,0.0,0.0,0.0,0.4285714285714285,0.4285714285714286,0.1111111111111111,0.11111111111111112,1.0,1.0,0.16666666666666666,0.2,0.25,0.25,1.0,1.0,0.3125,0.31249999999999994,0.5,0.38461538461538464,0.5238095238095237,0.375,0.0,0.0,0.0,0.0,0.6,0.6,0.16666666666666669,0.16666666666666663,0.0,0.0,0.2,0.2,0.35714285714285715,0.30769230769230765,0.43047337278106507,0.3327556325823223,0.4444444444444445,0.4444444444444445,0.45454545454545453,0.625,0.0,0.0,0.7205882352941175,0.7205882352941178,1,Home,0,0.5,0.4545454545454545,0.8571428571428571,0.8333333333333334,0.16666666666666669,0.2,0.41666666666666663,0.3636363636363637,0.24999999999999994,0.25
Josh Jenkins,0.28571428571428575,0.11764705882352938,0.38888888888888884,0.5833333333333334,0.4333333333333333,0.2608695652173913,0.4666666666666666,0.42857142857142866,0.5,0.5,0.19999999999999998,0.19999999999999998,0.25,0.28571428571428575,0.08571428571428572,0.11538461538461542,1.0,1.0,0.14285714285714285,0.14285714285714288,0.1111111111111111,0.11111111111111112,0.8888888888888888,0.8888888888888887,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.24999999999999997,0.5625000000000001,0.4615384615384615,0.5714285714285714,0.43749999999999994,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.39999999999999997,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.7857142857142857,0.7692307692307692,0.20710059171597633,0.07105719237435007,0.888888888888889,0.888888888888889,0.0,0.0,0.0,0.0,0.7205882352941175,0.7205882352941178,1,Home,0,0.5,0.4545454545454545,0.42857142857142855,0.33333333333333337,0.33333333333333337,0.4,0.75,0.7272727272727274,0.16666666666666663,0.16666666666666666
Sam Jacobs,0.4285714285714286,0.2941176470588235,0.16666666666666666,0.24999999999999997,0.39999999999999997,0.21739130434782605,0.4666666666666666,0.42857142857142866,0.0,0.0,0.0,0.0,0.125,0.14285714285714288,0.7428571428571428,1.0,0.0,0.0,0.2857142857142857,0.28571428571428575,0.0,0.0,1.0,1.0,0.16666666666666666,0.2,0.25,0.25,1.0,1.0,0.125,0.12499999999999994,0.625,0.5384615384615384,0.5238095238095237,0.375,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.23076923076923073,0.3609467455621302,0.2512998266897747,0.888888888888889,0.888888888888889,0.09090909090909093,0.125,0.0,0.0,0.7647058823529411,0.7647058823529411,1,Home,0,0.5,0.4545454545454545,1.0,1.0,0.16666666666666669,0.2,0.3333333333333333,0.27272727272727276,0.16666666666666663,0.16666666666666666
Ricky Henderson,0.4285714285714286,0.2941176470588235,0.11111111111111109,0.16666666666666666,0.36666666666666664,0.17391304347826084,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.25,0.28571428571428575,0.0,0.0,0.0,0.0,0.4285714285714285,0.4285714285714286,0.1111111111111111,0.11111111111111112,0.7777777777777778,0.7777777777777777,0.6666666666666666,0.8,0.25,0.25,1.0,1.0,0.375,0.37499999999999994,0.25,0.0769230769230769,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.2142857142857143,0.15384615384615383,0.5813609467455622,0.5095320623916811,0.6666666666666667,0.6666666666666667,0.5454545454545454,0.75,0.0,0.0,0.5441176470588235,0.5441176470588236,1,Home,0,0.08333333333333333,0.0,0.14285714285714288,0.0,0.33333333333333337,0.4,0.25,0.18181818181818185,0.41666666666666663,0.41666666666666663
Charlie Cameron,0.4761904761904762,0.3529411764705882,0.0,0.0,0.33333333333333326,0.13043478260869565,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.16666666666666669,0.6,0.5999999999999999,0.125,0.14285714285714288,0.0,0.0,0.5,0.5,0.7142857142857142,0.7142857142857143,0.0,0.0,0.7777777777777778,0.7777777777777777,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.12499999999999994,0.5,0.38461538461538464,0.23809523809523808,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.3846153846153846,0.44230769230769224,0.34662045060658575,0.7777777777777779,0.7777777777777779,0.0,0.0,0.33333333333333337,0.33333333333333337,0.7794117647058822,0.7794117647058824,1,Home,0,0.4166666666666667,0.36363636363636365,0.5714285714285714,0.5,0.0,0.0,0.41666666666666663,0.3636363636363637,0.4999999999999999,0.5
Tom Lynch,0.33333333333333337,0.1764705882352941,0.11111111111111109,0.16666666666666666,0.3,0.08695652173913042,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.16666666666666669,0.0,0.0,0.25,0.28571428571428575,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7777777777777778,0.7777777777777777,0.0,0.0,0.0,0.0,1.0,1.0,0.1875,0.18749999999999997,0.375,0.23076923076923075,0.28571428571428564,0.062499999999999965,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.39999999999999997,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.30769230769230765,0.3343195266272189,0.22010398613518192,0.5555555555555556,0.5555555555555557,0.0,0.0,0.0,0.0,0.838235294117647,0.8382352941176471,1,Home,0,0.25,0.18181818181818182,0.42857142857142855,0.33333333333333337,0.33333333333333337,0.4,0.3333333333333333,0.27272727272727276,0.33333333333333326,0.3333333333333333
Jarryd Lyons,0.2380952380952381,0.05882352941176466,0.22222222222222218,0.3333333333333333,0.3,0.08695652173913042,0.19999999999999996,0.14285714285714288,0.0,0.0,0.0,0.0,0.5,0.5714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.7777777777777778,0.7777777777777777,0.16666666666666666,0.2,0.0,0.0,1.0,1.0,0.3125,0.31249999999999994,0.25,0.0769230769230769,0.28571428571428564,0.062499999999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.39999999999999997,0.2,0.2,0.07142857142857142,0.0,0.23964497041420119,0.10918544194107449,0.6666666666666667,0.6666666666666667,0.09090909090909093,0.125,0.33333333333333337,0.33333333333333337,0.0,0.0,1,Home,0,0.25,0.18181818181818182,0.42857142857142855,0.33333333333333337,0.49999999999999994,0.6,0.08333333333333337,0.0,0.33333333333333326,0.3333333333333333
Matthew Wright,0.33333333333333337,0.1764705882352941,0.05555555555555557,0.08333333333333333,0.26666666666666666,0.04347826086956521,0.19999999999999996,0.14285714285714288,0.0,0.0,0.0,0.0,0.5,0.5714285714285715,0.0,0.0,0.5,0.5,0.2857142857142857,0.28571428571428575,0.0,0.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.2,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3125,0.1538461538461538,0.28571428571428564,0.062499999999999965,0.0,0.0,0.0,0.0,0.19999999999999998,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.15384615384615383,0.25,0.12131715771230499,0.5555555555555556,0.5555555555555557,0.2727272727272727,0.375,0.33333333333333337,0.33333333333333337,0.8529411764705882,0.8529411764705883,1,Home,0,0.25,0.18181818181818182,0.42857142857142855,0.33333333333333337,0.49999999999999994,0.6,0.16666666666666666,0.0909090909090909,0.24999999999999994,0.25
Luke Brown,0.1904761904761905,0.0,0.16666666666666666,0.24999999999999997,0.2333333333333333,0.0,0.19999999999999996,0.14285714285714288,0.0,0.0,0.0,0.0,0.25,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.2,0.5,0.5,1.0,1.0,0.25,0.24999999999999997,0.1875,0.0,0.3809523809523809,0.1875,0.0,0.0,0.0,0.0,0.39999999999999997,0.4,0.16666666666666669,0.16666666666666663,0.0,0.0,0.0,0.0,0.2142857142857143,0.15384615384615383,0.14940828402366865,0.0034662045060658555,1.0,1.0,0.45454545454545453,0.625,0.0,0.0,0.20588235294117643,0.2058823529411765,1,Home,0,0.25,0.18181818181818182,0.42857142857142855,0.33333333333333337,0.33333333333333337,0.4,0.25,0.18181818181818185,0.0,0.0
Ben Cunnington,0.4761904761904762,0.6666666666666667,0.8333333333333333,0.8333333333333331,0.8333333333333334,1.0,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2857142857142857,0.33333333333333326,0.44444444444444436,0.6666666666666666,0.4444444444444445,0.0,0.16666666666666666,0.16666666666666669,0.0,0.0,1.0,1.0,0.7500000000000001,0.923076923076923,0.8125000000000001,0.9285714285714285,0.7619047619047619,0.9411764705882353,0.3333333333333333,0.33333333333333326,0.1111111111111111,0.3333333333333332,0.19999999999999998,0.2,0.0,0.0,0.39999999999999997,0.6666666666666666,0.4,0.5000000000000001,0.42857142857142855,0.8571428571428572,0.4881656804733727,0.6156716417910447,0.6666666666666667,0.6250000000000001,0.3636363636363636,0.36363636363636365,0.0,0.0,0.7352941176470588,0.68,0,Away,0,0.5833333333333333,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337,0.5,0.8571428571428571,0.8333333333333333,1.0
Sam Gibson,0.7142857142857144,1.0,0.38888888888888884,0.38888888888888884,0.7333333333333334,0.88,0.3333333333333333,0.6250000000000001,0.16666666666666666,0.24999999999999994,0.19999999999999998,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.4285714285714285,0.49999999999999994,0.5555555555555555,0.8333333333333334,0.5555555555555555,0.2,0.6666666666666666,0.6666666666666667,0.0,0.0,1.0,1.0,0.5625,0.6923076923076923,0.6875,0.7857142857142857,0.7619047619047619,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.3333333333333333,0.8,1.0,0.42857142857142855,0.8571428571428572,0.6464497041420119,0.8152985074626866,0.33333333333333337,0.25000000000000006,0.45454545454545453,0.4545454545454546,0.0,0.0,0.6911764705882353,0.6200000000000001,0,Away,0,0.4166666666666667,0.7142857142857142,0.7142857142857143,0.7142857142857143,0.0,0.0,0.3333333333333333,0.5714285714285714,0.5833333333333333,0.6666666666666667
Andrew Swallow,0.14285714285714288,0.19999999999999998,1.0,1.0,0.7,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666663,0.6666666666666665,1.0,0.5555555555555555,0.2,0.16666666666666666,0.16666666666666669,0.25,0.33333333333333326,0.3333333333333333,0.0,0.8125000000000001,1.0,0.5,0.5714285714285714,0.8095238095238094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.5000000000000001,0.2857142857142857,0.5714285714285715,0.15236686390532547,0.1921641791044776,0.7777777777777779,0.7500000000000001,0.45454545454545453,0.4545454545454546,0.33333333333333337,0.5,0.7205882352941175,0.6599999999999999,0,Away,0,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.3333333333333333,0.5714285714285714,0.41666666666666663,0.4444444444444445
Nick Dal Santo,0.5714285714285715,0.8,0.38888888888888884,0.38888888888888884,0.6333333333333333,0.7599999999999999,0.13333333333333333,0.25000000000000006,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.857142857142857,1.0,0.3333333333333333,0.5,0.7777777777777778,0.6000000000000001,0.16666666666666666,0.16666666666666669,0.25,0.33333333333333326,0.6666666666666666,0.5,0.25,0.3076923076923077,0.8750000000000001,1.0,0.8095238095238094,1.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.2,0.5,0.6,0.39999999999999997,0.6666666666666666,0.2,0.25,0.14285714285714288,0.28571428571428575,0.7928994082840236,1.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.7352941176470588,0.68,0,Away,0,0.16666666666666666,0.28571428571428564,0.28571428571428575,0.28571428571428575,0.16666666666666669,0.16666666666666669,0.16666666666666666,0.2857142857142857,0.24999999999999994,0.22222222222222227
