Player,Kicks BTN,Kicks OTN,Handballs BTN,Handballs OTN,Disposals BTN,Disposals OTN,Marks BTN,Marks OTN,Goals BTN,Goals OTN,Behinds BTN,Behinds OTN,Tackles BTN,Tackles OTN,Hitouts BTN,Hitouts OTN,Goal Assists BTN,Goal Assists OTN,Inside 50s BTN,Inside 50s OTN,Clearances BTN,Clearances OTN,Clangers BTN,Clangers OTN,Rebound 50s BTN,Rebound 50s OTN,Frees For BTN,Frees For OTN,Frees Agains BTN,Frees Agains OTN,Contested Possessions BTN,Contested Possessions OTN,Uncontested Possessions BTN,Uncontested Possessions OTN,Effective Disposals BTN,Effective Disposals OTN,Contested Marks BTN,Contested Marks OTN,Marks Inside 50 BTN,Marks Inside 50 OTN,One Percenters BTN,One Percenters OTN,Bounces BTN,Bounces OTN,Centre Clearances BTN,Centre Clearances OTN,Stoppage Clearances BTN,Stoppage Clearances OTN,Score Involvements BTN,Score Involvements OTN,Metres Gained BTN,Metres Gained OTN,Turnovers BTN,Turnovers OTN,Intercepts BTN,Intercepts OTN,Tackles Inside 50 BTN,Tackles Inside 50 OTN,Time On Ground % BTN,Time On Ground % OTN,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTN,Uncontested Marks OTN,Marks Outside 50 BTN,Marks Outside 50 OTN,Tackles Outside 50 BTN,Tackles Outside 50 OTN,Behind Assists BTN,Behind Assists OTN,Ineffective Disposals BTN,Ineffective Disposals OTN
Dayne Beams,1.957964217769426,1.7013562822938348,1.934033110151581,1.7983097187933996,2.1600114742185252,1.8429410356364102,0.2103513137271724,0.0,-0.6833234639375237,-0.6774334534964183,-0.5291854252034351,-0.7385489458759965,0.48008826313969666,0.527252697733567,-0.3023341373895979,-0.32153873841161107,-0.4574017170575933,-0.43010397484268353,1.776004396606739,1.83795705183824,1.1964074466137125,1.2057554287027505,1.2670343891796398,1.18683740970474,1.8725269466594354,1.642280911699424,-0.9590547931461919,-0.8059908263257171,1.0475154778026174,1.02915167764112,1.9535282667261995,2.139297637296458,1.4304969434599333,1.0370412457827054,2.2626677824852655,1.8679309337922378,0.5972176140793979,0.7433919416750281,-0.5969006053656855,-0.6774334534964183,0.0846486817211443,0.06715402865637833,0.7424497506347132,0.6277566396825719,2.8806942258952652,2.9099384762368894,0.8090333246954131,0.77772777116971,-0.4671815105501985,-0.42652682645976625,1.3626189226819874,1.36146386968555,-0.5367312125530856,-0.3554390220498053,0.028812348804781254,0.147815409345417,0.4846580700185416,0.8129201441957019,0.28129096856106933,0.27036330741930265,0,Home,0,-0.02434431515935003,-0.2602728097283137,0.5342802029661714,0.2397972856927905,0.32370382374365947,0.3360389827831353,-0.3400159139079182,-0.33003813932427645,1.3114877048604001,1.3154270522823606
Dayne Zorko,1.2152881351672298,1.05601424418238,1.6672699225444665,1.5327874784346427,1.5900534240499187,1.3408394531720014,1.752927614393103,1.5566235649883124,0.7484018890744307,0.8129201441957019,-0.5291854252034351,-0.7385489458759965,-0.8975563180437808,-0.7155572326384122,-0.3023341373895979,-0.32153873841161107,2.226021689680288,3.3548110037729315,1.2685745690048136,1.344846623296273,1.1964074466137125,1.2057554287027505,0.5701654751308378,0.5796182698558033,0.7120877121099262,0.5950293158331246,0.35964554742982197,0.46056618647183833,-0.3928183041759815,-0.22870037280913771,0.606267393121924,0.7468553881685859,1.8405416699240185,1.3880398212783902,2.0599032561525736,1.6868979798564263,-0.7166611368952774,-0.7433919416750281,-0.5969006053656855,-0.6774334534964183,-0.9795061742018122,-0.9177717249705032,5.248351685521247,4.310595592486993,0.5969006053656857,0.5819876952473779,1.3325254759689156,1.3124156138488856,1.282264145978204,1.658715436232424,1.1733827727753465,1.1815521155721738,0.9392796219679,0.9478373921328139,-1.2389309986055907,-1.0716617177542729,-0.7000616566934491,-0.6774334534964183,-0.5215286606294423,-0.4971196297709747,0,Home,1,2.117955418863455,1.8219096680981957,2.254401832027992,1.8224593712652075,-0.6936510508792705,-0.5880682198704871,0.5950278493388571,0.7870140245425056,0.32787192621510003,0.4110709538382376
Lewis Taylor,1.462846829367962,1.2711282568861983,1.400506734937352,1.2672652380758855,1.5900534240499187,1.3408394531720014,0.7245434139491492,0.5188745216627708,0.7484018890744307,0.8129201441957019,0.5795840371275718,1.2924606552829938,-0.8975563180437808,-0.7155572326384122,-0.3023341373895979,-0.32153873841161107,-0.4574017170575933,-0.43010397484268353,0.2537149138009627,0.3586257662123394,-0.3633533726752757,-0.4019184762342502,-2.2173101810643696,-1.8492582895399436,1.292307329384681,1.1186551137662741,-0.9590547931461919,-0.8059908263257171,1.0475154778026174,1.02915167764112,-0.7409934804823515,-0.6455868609592862,3.0706758493162742,2.441035547765445,1.65437420348719,1.324832071984803,-0.7166611368952774,-0.7433919416750281,-0.5969006053656855,-0.6774334534964183,-0.9795061742018122,-0.9177717249705032,-0.3840257330869205,-0.2929530985185335,-0.5449962048991044,-0.5819876952473779,-0.7614431291250947,-0.8263357568678168,0.8449027318461034,1.1374048705593764,1.2908396934070545,1.2932214801942694,-2.012742047074071,-1.6587154362324246,0.028812348804781254,0.147815409345417,-0.7000616566934491,-0.6774334534964183,0.5488975116245732,0.5261909531493951,0,Home,0,1.0468055518520523,0.7808184291849409,1.1076540793201115,0.7673513142169295,-0.6936510508792705,-0.5880682198704871,1.0625497309622447,1.3455401064758965,0.9836157786453,1.013975019467653
Jack Redden,1.462846829367962,1.2711282568861983,1.1337435473302373,1.0017429977171286,1.4475639115077672,1.2153140575558992,0.7245434139491492,0.5188745216627708,0.7484018890744307,0.8129201441957019,-0.5291854252034351,-0.7385489458759965,1.857732844323174,1.7700626281055463,-0.17442354080169112,-0.19292324304696665,-0.4574017170575933,-0.43010397484268353,-0.2537149138009627,-0.1344846623296274,0.4165270369692184,0.4019184762342502,-0.126703438917964,-0.027600869993133464,-0.4483515224395831,-0.45222228003317455,0.35964554742982197,0.46056618647183833,-0.3928183041759815,-0.22870037280913771,1.6840760920053444,1.8608091874708834,0.8154298537638056,0.510543382539178,1.0460806244891145,0.7817332101773683,0.5972176140793979,0.7433919416750281,-0.5969006053656855,-0.6774334534964183,-0.9795061742018122,-0.9177717249705032,-0.3840257330869205,-0.2929530985185335,0.5969006053656857,0.5819876952473779,0.8090333246954131,0.77772777116971,-0.029820096418097842,0.09478373921328129,0.4686412489850979,0.5115359278395999,-1.520738435567076,-1.2242899648382182,0.028812348804781254,0.147815409345417,0.4846580700185416,0.8129201441957019,-0.12011884603418647,-0.11337816117583602,0,Home,0,0.5112306183463511,0.2602728097283137,1.1076540793201115,0.7673513142169295,1.8497361356780544,1.7221997867635688,0.12750596771546943,0.22848794260911454,1.6393596310755,1.6168790850970682
Stefan Martin,1.2152881351672298,1.05601424418238,1.1337435473302373,1.0017429977171286,1.3050743989656155,1.0897886619397967,2.7813118148370566,2.5943726083138543,-0.6833234639375237,-0.6774334534964183,0.5795840371275718,1.2924606552829938,0.9393031235341892,0.9415226745242268,3.151251970483886,3.1510796364337885,-0.4574017170575933,-0.43010397484268353,1.776004396606739,1.83795705183824,2.3662280610804536,2.411510857405501,-1.5204412670155676,-1.242039149691007,-0.4483515224395831,-0.45222228003317455,-0.9590547931461919,-0.8059908263257171,-0.3928183041759815,-0.22870037280913771,1.145171742563634,1.3038322878197346,1.020452216995848,0.6860426702870204,0.23502251915834718,0.0576013944341219,0.5972176140793979,0.7433919416750281,0.5449962048991042,0.8129201441957019,0.6167261096826225,0.5596169054698191,-0.3840257330869205,-0.2929530985185335,1.7387974156304757,1.7459630857421338,2.3795097785159207,2.381791299207237,1.7196255601103048,2.1800260019054716,1.8977004500042132,1.8701798640750973,-2.012742047074071,-1.6587154362324246,-0.39376876699867613,-0.2586769663544796,-0.7000616566934491,-0.6774334534964183,0.6157991473904492,0.5901478645819183,0,Home,2,2.653530352369156,2.342455287554823,2.8277757083819317,2.350013399789347,1.3410586983665893,1.2601461854367577,1.99759349420902,2.4625922703426784,2.6229754097208002,2.521235183541191
Mitch Robinson,0.7201707467657658,0.6257862187747437,1.6672699225444665,1.5327874784346427,1.3050743989656155,1.0897886619397967,0.2103513137271724,0.0,0.7484018890744307,0.8129201441957019,0.5795840371275718,1.2924606552829938,0.020873402745204186,0.11298272094290727,-0.17442354080169112,-0.19292324304696665,-0.4574017170575933,-0.43010397484268353,1.776004396606739,1.83795705183824,2.3662280610804536,2.411510857405501,-0.126703438917964,-0.027600869993133464,0.1318680948351715,0.071403517899975,0.35964554742982197,0.46056618647183833,-0.3928183041759815,-0.22870037280913771,1.145171742563634,1.3038322878197346,1.635519306691976,1.2125405335305477,1.2488451508218064,0.9627661641131798,-0.7166611368952774,-0.7433919416750281,0.5449962048991042,0.8129201441957019,1.680880965605579,1.5445426590967009,-0.3840257330869205,-0.2929530985185335,1.7387974156304757,1.7459630857421338,2.3795097785159207,2.381791299207237,-0.029820096418097842,0.09478373921328129,0.4686412489850979,0.5115359278395999,-2.012742047074071,-1.6587154362324246,-0.8163498828021335,-0.6651693420543763,1.6693777967305323,2.303273741887822,-0.5215286606294423,-0.4971196297709747,0,Home,0,0.5112306183463511,0.2602728097283137,-0.039093673387768736,-0.28775674283134856,-0.6936510508792705,-0.5880682198704871,0.12750596771546943,0.22848794260911454,0.9836157786453,1.013975019467653
Daniel Rich,1.462846829367962,1.2711282568861983,0.3334539845088933,0.2051762766408576,1.0200953738813123,0.8387378707075924,-0.30384078649480445,-0.5188745216627708,-0.6833234639375237,-0.6774334534964183,0.5795840371275718,1.2924606552829938,-1.3567711784382732,-1.129827209429072,-0.3023341373895979,-0.32153873841161107,-0.4574017170575933,-0.43010397484268353,0.2537149138009627,0.3586257662123394,-0.3633533726752757,-0.4019184762342502,1.2670343891796398,1.18683740970474,1.8725269466594354,1.642280911699424,0.35964554742982197,0.46056618647183833,1.0475154778026174,1.02915167764112,-0.20208913104064133,-0.08860996130813735,0.8154298537638056,0.510543382539178,1.65437420348719,1.324832071984803,-0.7166611368952774,-0.7433919416750281,-0.5969006053656855,-0.6774334534964183,0.6167261096826225,0.5596169054698191,-0.3840257330869205,-0.2929530985185335,-0.5449962048991044,-0.5819876952473779,-0.2379509778515921,-0.2916479141886412,0.4075413177140028,0.6160943048863288,1.7737181448929658,1.752306645862885,-1.0287348240600809,-0.7898644934440118,1.7191368120186108,1.7737849121450036,-0.7000616566934491,-0.6774334534964183,0.4819958758586972,0.462234041716872,0,Home,0,-0.02434431515935003,-0.2602728097283137,-0.039093673387768736,-0.28775674283134856,-1.2023284881907355,-1.0501218211972982,0.5950278493388571,0.7870140245425056,-0.32787192621510003,-0.19183311179117768
Joshua Green,0.4726120525650337,0.41067220607092547,0.06669079690177866,-0.06034596371789938,0.30764781117055445,0.21111089262708121,-0.30384078649480445,-0.5188745216627708,-0.6833234639375237,-0.6774334534964183,-0.5291854252034351,-0.7385489458759965,1.3985179839286817,1.3557926513148864,-0.3023341373895979,-0.32153873841161107,-0.4574017170575933,-0.43010397484268353,-0.7611447414028881,-0.6275950908715943,0.8064672417914655,0.8038369524685004,-0.8235723529667659,-0.6348200098420702,-0.4483515224395831,-0.45222228003317455,-0.9590547931461919,-0.8059908263257171,1.0475154778026174,1.02915167764112,0.606267393121924,0.7468553881685859,-0.004659599164364737,-0.19145376845219192,-0.17050653350703648,-0.3044645134375013,-0.7166611368952774,-0.7433919416750281,1.6868930151638937,2.303273741887822,-0.4474287462403339,-0.42530884815706244,-0.3840257330869205,-0.2929530985185335,0.5969006053656857,0.5819876952473779,0.8090333246954131,0.77772777116971,0.4075413177140028,0.6160943048863288,-0.08601643177574586,-0.015791627320296275,-1.520738435567076,-1.2242899648382182,0.028812348804781254,0.147815409345417,0.4846580700185416,0.8129201441957019,0.28129096856106933,0.27036330741930265,0,Home,0,-0.02434431515935003,-0.2602728097283137,-1.185841426095649,-1.3428647998796266,1.3410586983665893,1.2601461854367577,0.5950278493388571,0.7870140245425056,0.9836157786453,1.013975019467653
Justin Clarke,-0.022505335836430385,-0.019555819336710918,0.06669079690177866,-0.06034596371789938,0.022668786086251273,-0.03993989860512324,0.7245434139491492,0.5188745216627708,-0.6833234639375237,-0.6774334534964183,-0.5291854252034351,-0.7385489458759965,-0.8975563180437808,-0.7155572326384122,-0.3023341373895979,-0.32153873841161107,-0.4574017170575933,-0.43010397484268353,-1.2685745690048136,-1.1207055194135611,-0.7532935774975227,-0.8038369524685004,-0.8235723529667659,-0.6348200098420702,2.4527465639341903,2.1659067096325733,-0.9590547931461919,-0.8059908263257171,-0.3928183041759815,-0.22870037280913771,-0.47154130576149644,-0.3670984111337118,-0.004659599164364737,-0.19145376845219192,0.43778704549103903,0.2386343483699335,-0.7166611368952774,-0.7433919416750281,-0.5969006053656855,-0.6774334534964183,2.212958393567057,2.0370055359101413,-0.3840257330869205,-0.2929530985185335,-0.5449962048991044,-0.5819876952473779,-0.7614431291250947,-0.8263357568678168,-0.4671815105501985,-0.42652682645976625,0.2598289456398391,0.3130126129558743,0.44727601046090476,0.5134119207386075,2.141717927822068,2.1802772878449,-0.7000616566934491,-0.6774334534964183,0.8165040546880771,0.7820185988794875,0,Home,0,1.0468055518520523,0.7808184291849409,1.1076540793201115,0.7673513142169295,-0.6936510508792705,-0.5880682198704871,-0.3400159139079182,-0.33003813932427645,-0.6557438524302001,-0.49328514460588535
Marco Paparone,0.22505335836430165,0.19555819336710728,-0.20007239070533597,-0.3258682040766564,0.022668786086251273,-0.03993989860512324,0.7245434139491492,0.5188745216627708,-0.6833234639375237,-0.6774334534964183,-0.5291854252034351,-0.7385489458759965,-1.3567711784382732,-1.129827209429072,-0.3023341373895979,-0.32153873841161107,-0.4574017170575933,-0.43010397484268353,-0.7611447414028881,-0.6275950908715943,-0.3633533726752757,-0.4019184762342502,-2.9141790951131714,-2.45647742938888,1.292307329384681,1.1186551137662741,-0.9590547931461919,-0.8059908263257171,-3.273485868133179,-2.744404473709653,-1.2798978299240618,-1.202563760610435,1.020452216995848,0.6860426702870204,0.032257992825655356,-0.1234315595016897,-0.7166611368952774,-0.7433919416750281,-0.5969006053656855,-0.6774334534964183,0.0846486817211443,0.06715402865637833,-0.3840257330869205,-0.2929530985185335,-0.5449962048991044,-0.5819876952473779,-0.2379509778515921,-0.2916479141886412,-0.9045429246822991,-0.9478373921328138,-0.45143796262994884,-0.3632074283668161,-0.044727601046090436,0.07898644934440109,-0.39376876699867613,-0.2586769663544796,-0.7000616566934491,-0.6774334534964183,0.5488975116245732,0.5261909531493951,0,Home,0,1.0468055518520523,0.7808184291849409,1.1076540793201115,0.7673513142169295,-1.2023284881907355,-1.0501218211972982,-0.8075377955313058,-0.8885642212576674,0.0,0.10961892102352995
