Player,Kicks BTN,Kicks OTN,Handballs BTN,Handballs OTN,Disposals BTN,Disposals OTN,Marks BTN,Marks OTN,Goals BTN,Goals OTN,Behinds BTN,Behinds OTN,Tackles BTN,Tackles OTN,Hitouts BTN,Hitouts OTN,Goal Assists BTN,Goal Assists OTN,Inside 50s BTN,Inside 50s OTN,Clearances BTN,Clearances OTN,Clangers BTN,Clangers OTN,Rebound 50s BTN,Rebound 50s OTN,Frees For BTN,Frees For OTN,Frees Agains BTN,Frees Agains OTN,Contested Possessions BTN,Contested Possessions OTN,Uncontested Possessions BTN,Uncontested Possessions OTN,Effective Disposals BTN,Effective Disposals OTN,Contested Marks BTN,Contested Marks OTN,Marks Inside 50 BTN,Marks Inside 50 OTN,One Percenters BTN,One Percenters OTN,Bounces BTN,Bounces OTN,Centre Clearances BTN,Centre Clearances OTN,Stoppage Clearances BTN,Stoppage Clearances OTN,Score Involvements BTN,Score Involvements OTN,Metres Gained BTN,Metres Gained OTN,Turnovers BTN,Turnovers OTN,Intercepts BTN,Intercepts OTN,Tackles Inside 50 BTN,Tackles Inside 50 OTN,Time On Ground % BTN,Time On Ground % OTN,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTN,Uncontested Marks OTN,Marks Outside 50 BTN,Marks Outside 50 OTN,Tackles Outside 50 BTN,Tackles Outside 50 OTN,Behind Assists BTN,Behind Assists OTN,Ineffective Disposals BTN,Ineffective Disposals OTN
Tim Taranto,2.5072067383484242,2.6440745848236946,0.673706001578434,0.6270903349099914,2.148786382002249,2.1908441272079178,0.4331737683384638,0.6941185988652213,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,1.9803336555988946,2.340112145513448,-0.28610356471941784,-0.26742409025204755,0.9989746631231583,0.8413988026376623,3.1201825098604643,3.8777261907697493,0.5308633549986863,0.6769298292076961,-1.7583029404253627,-1.5690940833872713,1.5385874892213003,1.369365338098784,0.10165228258684224,0.13476574183880224,0.8409804039204243,0.7841599532608996,0.44971981032696945,0.577882392470374,2.559492227751518,2.777252301271987,1.6814668303264277,1.7564640025251046,-0.4373835248681494,-0.48235614441899094,-0.5125295768676956,-0.4213061587803652,-0.6089573329616231,-0.6390459225264087,-0.31586902765289515,-0.44874602807342,1.3112535954818678,1.1386352836015297,-0.12934464821867844,0.037897477851740656,0.03793022407677419,0.5700281822246418,1.8911641614939627,2.3402102891386103,-2.786037749100996,-2.4190350737544155,0.092612083718499,0.19001527403621682,-0.48226363047324894,-0.35418282564844844,0.12535276872323853,0.1934114345389741,0,Home,0,0.6694386813952031,0.853745691654814,0.5996734448508658,0.7833947079877122,2.5005220117453577,2.4560805695364056,-0.25125945381480297,0.2740494928940713,2.134418006802414,2.209120402953881
Isaac Cumming,1.3520090943994916,1.5073696231237885,1.4444713423673206,1.3997552118526595,1.7367321752262497,1.7898673506101823,0.4331737683384638,0.6941185988652213,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,-1.4692798089927281,-1.459128749555444,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,-0.24288845885141344,-0.06427170481938818,-0.37060271952738477,-0.32754669155211097,-1.1807581789717763,-1.0304498458065663,2.542014112626496,2.3237714828343004,0.10165228258684224,0.13476574183880224,0.8409804039204243,0.7841599532608996,2.090589388546993,2.141564160331386,0.2009157721443171,0.2722796373796067,2.0470030977886946,2.1123994391601477,0.6560752873022241,1.3666757425204743,-0.5125295768676956,-0.4213061587803652,0.5654603806072216,0.2991278786293827,1.1055415967851332,2.131543633348745,-0.5921790431208436,-0.6072721512541491,-0.12934464821867844,0.037897477851740656,-0.3887847967869348,0.08444861958883577,0.6613108140538628,0.9391727471014538,-1.9123673748184538,-1.635403993524112,2.8709745952734678,2.9214848383068337,-0.48226363047324894,-0.35418282564844844,0.18734040160835638,0.24396215038438784,0,Home,0,0.21300321680756468,0.3748151817021134,0.5996734448508658,0.7833947079877122,-1.3355060744549072,-1.3522241337897065,-0.25125945381480297,0.2740494928940713,0.4784040360074377,0.5154614273559055
Jacob Hopper,0.3893443911087143,0.5601154883738668,1.7013931226302825,1.6573101708335487,1.1873265661915837,1.2552316484798682,-1.597328270748085,-1.58655679740622,0.38478714687047305,0.4646418555974197,-0.49079640824939025,-0.20851441405707472,1.9803336555988946,2.340112145513448,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,0.5978792833265559,0.9212277690778962,1.883062466787793,2.1836446103474065,-2.335847701878949,-2.1077383209679765,0.03344755411350652,-0.06224387900449025,1.2452404616888173,1.1679697626029528,-3.7741559590575138,-3.510049314596408,1.5436328624736517,1.6203369043777154,0.5940118480788507,0.6897750813616701,0.7676261616707605,0.8666254109374966,-0.4373835248681494,-0.48235614441899094,-0.5125295768676956,-0.4213061587803652,-1.0004299041512381,-0.9517705229116725,-0.31586902765289515,-0.44874602807342,1.3112535954818678,1.1386352836015297,1.8108250750614987,2.652823449621848,0.03793022407677419,0.5700281822246418,0.7479202047186586,1.0378373627378732,-1.4755321876771825,-1.24358845340896,-0.7408966697479916,-0.6294255952449682,-0.48226363047324894,-0.35418282564844844,0.49727856603394566,0.49671572961145655,0,Home,0,-1.6127386415429892,-1.5409068581086887,-1.4446678444134493,-1.4139319119778222,2.5005220117453577,2.4560805695364056,0.20100756305184253,0.7993110209410412,1.4720124184844234,1.5316568127146908
Lachlan Ash,1.3520090943994916,1.5073696231237885,0.15986244105250969,0.11198041694821279,1.0499751639329171,1.1215727229472896,0.8392741761557736,1.1502536781195096,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,-0.31940865412885383,-0.19271511786581336,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,-0.24288845885141344,-0.06427170481938818,-0.37060271952738477,-0.32754669155211097,-0.60321341751819,-0.4918056082258612,1.5385874892213003,1.369365338098784,-1.0419358965151326,-0.8984382789253481,0.8409804039204243,0.7841599532608996,-0.3707149787830422,-0.20395849146013198,1.1836559619806508,1.3160182473347652,0.9503942954018939,1.0445931292550181,-0.4373835248681494,-0.48235614441899094,-0.5125295768676956,-0.4213061587803652,-0.2174847617720082,-0.3263213221411449,-0.31586902765289515,-0.44874602807342,-0.5921790431208436,-0.6072721512541491,-0.12934464821867844,0.037897477851740656,-0.8154998176506438,-0.4011309430469702,0.5747014233890672,0.8405081314650343,-0.6018618133946402,-0.4599573731786565,0.6482845860294928,0.7363091868903402,-0.48226363047324894,-0.35418282564844844,0.37330330026370995,0.3956142979206291,0,Home,0,1.1258741459828416,1.3326762016075144,1.008541702703729,1.2228600319808192,-0.05683004572148549,-0.08278923268100252,-0.7035264706814485,-0.25121203515289864,0.809606830166433,0.8541932224755006
Joshua Kelly,0.0042785097924034395,0.1812138344738982,1.7013931226302825,1.6573101708335487,0.9126237616742507,0.9879137974147111,-0.37902704729615566,-0.2181515596433552,1.2961251263005407,1.3552054121591408,-0.49079640824939025,-0.20851441405707472,0.2555269233030833,0.4404916979790019,-0.28610356471941784,-0.26742409025204755,0.9989746631231583,0.8413988026376623,0.17749541223757123,0.428478032129254,0.5308633549986863,0.6769298292076961,-0.025668656064603744,0.04683862935484389,-0.46826575758909145,-0.5394469513722483,0.10165228258684224,0.13476574183880224,0.8409804039204243,0.7841599532608996,0.44971981032696945,0.577882392470374,0.7905598860461174,0.8985228033527018,1.1331624291330273,1.2225608475725398,-0.4373835248681494,-0.48235614441899094,-0.5125295768676956,-0.4213061587803652,-0.6089573329616231,-0.6390459225264087,1.1055415967851332,2.131543633348745,0.3595372761805122,0.26568156617369026,0.517378592874714,0.9095394684417764,0.4646452449404832,1.0556077448604477,0.4938659921019244,0.7484211568710428,0.27180856088790206,0.3236737070516472,0.092612083718499,0.19001527403621682,1.584580500126389,3.718919669308709,0.6832414646892992,0.6483678771476978,0,Home,0,-0.2434322477800738,-0.10411532825058711,-0.2180630708548602,-0.09553593999850153,-0.6961680600881963,-0.7175066832353546,0.20100756305184253,0.7993110209410412,0.1472012418484424,0.17672963223631036
Callan Ward,-0.5733203121820629,-0.38713864637605483,1.7013931226302825,1.6573101708335487,0.5005695548982513,0.5869370208169755,-0.37902704729615566,-0.2181515596433552,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,-0.894344231560791,-0.8259219337106286,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,-0.24288845885141344,-0.06427170481938818,2.333795504050829,2.68588287072731,0.5518761053889826,0.585482866935549,0.5351608658161044,0.4149591933632678,1.2452404616888173,1.1679697626029528,-0.08204686867516336,-0.07468190031056192,0.9966763364003106,1.0991096484240448,0.5940118480788507,0.6897750813616701,0.9503942954018939,1.0445931292550181,-0.4373835248681494,-0.48235614441899094,-0.5125295768676956,-0.4213061587803652,-0.2174847617720082,-0.3263213221411449,-0.31586902765289515,-0.44874602807342,3.214686234084579,2.8845427184572086,1.1641018339681064,1.7811814590318122,-0.8154998176506438,-0.4011309430469702,-0.19900913321644165,-0.04089576822031291,-0.6018618133946402,-0.4599573731786565,-0.7408966697479916,-0.6294255952449682,-0.48226363047324894,-0.35418282564844844,0.24932803449347424,0.2945128662298016,0,Home,0,-0.2434322477800738,-0.10411532825058711,-0.2180630708548602,-0.09553593999850153,-0.6961680600881963,-0.7175066832353546,-0.7035264706814485,-0.25121203515289864,-0.5152043464695482,-0.5007339580028798
Nick Haynes,0.7744102724250252,0.9390171422738355,-0.6109028997363768,-0.6606844599944552,0.22586675038091839,0.31961916975181837,0.02707336052115407,0.23798351961093306,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,-0.894344231560791,-0.8259219337106286,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,-0.24288845885141344,-0.06427170481938818,-0.8213357567904204,-0.8297849519320145,-0.025668656064603744,0.04683862935484389,0.5351608658161044,0.4149591933632678,0.10165228258684224,0.13476574183880224,-0.08204686867516336,-0.07468190031056192,-0.9176715048563834,-0.7251857474138026,0.5940118480788507,0.6897750813616701,-0.3289826407160404,-0.20118089896763305,-0.4373835248681494,-0.48235614441899094,-0.5125295768676956,-0.4213061587803652,0.17398780941760672,-0.013596721755881095,1.1055415967851332,2.131543633348745,-0.5921790431208436,-0.6072721512541491,-0.7760678893120708,-0.833744512738295,-0.3887847967869348,0.08444861958883577,1.3888296956381472,1.7679555184473772,-0.6018618133946402,-0.4599573731786565,0.37044833487399587,0.4631622304632785,-0.48226363047324894,-0.35418282564844844,0.6832414646892992,0.6483678771476978,0,Home,0,0.21300321680756468,0.3748151817021134,0.19080518699800278,0.3439293839946053,-0.6961680600881963,-0.7175066832353546,-0.25125945381480297,0.2740494928940713,1.1408096243254282,1.1929250175950956
Sam Taylor,0.3893443911087143,0.5601154883738668,-0.09705933921045248,-0.14557454203267653,0.22586675038091839,0.31961916975181837,1.2453745839730834,1.6063887573737978,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,0.2555269233030833,0.4404916979790019,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,-0.6632723299403982,-0.5570214417680304,-0.37060271952738477,-0.32754669155211097,-0.60321341751819,-0.4918056082258612,1.0368741775187023,0.8921622657310259,0.10165228258684224,0.13476574183880224,-0.08204686867516336,-0.07468190031056192,0.9966763364003106,1.0991096484240448,-0.1921803037902164,-0.14521580660245675,-0.5117507744471739,-0.3791486172851547,0.6560752873022241,1.3666757425204743,-0.5125295768676956,-0.4213061587803652,4.480186092503371,3.4263738824820202,-0.31586902765289515,-0.44874602807342,-0.5921790431208436,-0.6072721512541491,-0.12934464821867844,0.037897477851740656,-0.3887847967869348,0.08444861958883577,0.2744555357511085,0.4984707972587802,-1.0386970005359113,-0.8517729132938083,2.037465841806977,2.1020439690256483,-0.48226363047324894,-0.35418282564844844,0.8692043633446528,0.8000200246839391,0,Home,0,1.1258741459828416,1.3326762016075144,1.4174099605565917,1.662325355973926,0.5825079686452254,0.5519282178733496,-0.25125945381480297,0.2740494928940713,1.4720124184844234,1.5316568127146908
Toby Greene,0.5818773317668698,0.7495663153238512,-0.6109028997363768,-0.6606844599944552,0.0885153481222519,0.18596024421923985,0.02707336052115407,0.23798351961093306,4.030139064590744,4.026896081844304,2.9070248796310043,4.587317109255644,0.2555269233030833,0.4404916979790019,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,0.17749541223757123,0.428478032129254,-0.37060271952738477,-0.32754669155211097,-1.7583029404253627,-1.5690940833872713,-0.9699790692916894,-1.0166500237400065,3.532416819892767,3.2343778041312534,-1.0050741412707511,-0.9335237538820234,1.2701545994369812,1.35972327640088,-0.5852763797247499,-0.5627112505845202,-0.5117507744471739,-0.3791486172851547,1.7495340994725976,3.21570762945994,2.0501183074707825,2.8087077252024346,0.17398780941760672,-0.013596721755881095,-0.31586902765289515,-0.44874602807342,0.3595372761805122,0.26568156617369026,-0.7760678893120708,-0.833744512738295,1.74479030753161,2.5123464327678655,0.5169618296125366,0.7747317210407547,-1.4755321876771825,-1.24358845340896,-0.46306041859249475,-0.35627863881790656,0.5511584348265701,1.6823684218301302,0.9311919962297706,0.8505707405293528,0,Home,1,-0.6998677123677123,-0.5830458382032877,-0.6269313287077233,-0.5350012639916084,-0.05683004572148549,-0.08278923268100252,2.010075630518424,2.9003571331289213,1.1408096243254282,1.1929250175950956
Jack Buckley,-0.38078737152390746,-0.19768781942607047,0.4167842213154718,0.36953537592910213,-0.04883605413641457,0.05230131868666128,0.4331737683384638,0.6941185988652213,-0.5265508325595946,-0.42592170096430143,-0.49079640824939025,-0.20851441405707472,0.8304625007350204,1.073698513823817,-0.28610356471941784,-0.26742409025204755,-0.5511584348265701,-0.44874602807341984,-0.6632723299403982,-0.5570214417680304,-0.8213357567904204,-0.8297849519320145,-0.025668656064603744,0.04683862935484389,0.5351608658161044,0.4149591933632678,-1.0419358965151326,-0.8984382789253481,-1.0050741412707511,-0.9335237538820234,0.17624154729029892,0.3172687644935387,-0.1921803037902164,-0.14521580660245675,0.21932176047736004,0.33272225598493177,0.6560752873022241,1.3666757425204743,-0.5125295768676956,-0.4213061587803652,1.7398780941760663,1.2373016797851741,-0.31586902765289515,-0.44874602807342,-0.5921790431208436,-0.6072721512541491,-0.7760678893120708,-0.833744512738295,-1.6689298593780617,-1.3722900683185821,-0.5396727364979717,-0.4289765897235628,0.27180856088790206,0.3236737070516472,1.2039570883404866,1.2826030997444635,-0.48226363047324894,-0.35418282564844844,0.24932803449347424,0.2945128662298016,0,Home,0,0.21300321680756468,0.3748151817021134,0.5996734448508658,0.7833947079877122,1.2218459830119361,1.1866456684277016,-1.6080605044147394,-1.3017350912468386,-0.5152043464695482,-0.5007339580028798
