Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Cameron Guthrie,20.0,16.0,36.0,9.0,0.0,0.0,3.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,29.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,354.0,1.0,3.0,0.0,79.0,1,Home,2,9.0,9.0,3.0,4.0,8.0
Sam Menegola,24.0,11.0,35.0,9.0,1.0,1.0,2.0,0.0,3.0,6.0,1.0,5.0,4.0,2.0,2.0,7.0,25.0,26.0,0.0,2.0,3.0,0.0,0.0,1.0,9.0,470.0,3.0,7.0,0.0,94.0,1,Home,3,9.0,7.0,2.0,6.0,9.0
Patrick Dangerfield,18.0,13.0,31.0,6.0,1.0,1.0,6.0,0.0,1.0,6.0,9.0,7.0,0.0,4.0,4.0,24.0,9.0,22.0,4.0,1.0,3.0,0.0,3.0,6.0,7.0,458.0,5.0,5.0,0.0,76.0,1,Home,0,2.0,5.0,6.0,6.0,9.0
Shaun Higgins,13.0,13.0,26.0,9.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,8.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,109.0,4.0,3.0,2.0,78.0,1,Home,0,9.0,9.0,3.0,4.0,4.0
Joel Selwood,17.0,9.0,26.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,3.0,3.0,2.0,1.0,10.0,17.0,18.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,413.0,5.0,1.0,0.0,80.0,1,Home,0,4.0,5.0,4.0,4.0,8.0
Lachlan Henderson,15.0,7.0,22.0,9.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,13.0,14.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,330.0,2.0,4.0,0.0,100.0,1,Home,0,9.0,7.0,2.0,3.0,8.0
Isaac Smith,16.0,6.0,22.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,19.0,19.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,336.0,2.0,0.0,1.0,83.0,1,Home,0,7.0,6.0,0.0,6.0,3.0
Luke Dahlhaus,4.0,14.0,18.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,11.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-17.0,2.0,2.0,4.0,78.0,1,Home,0,1.0,1.0,5.0,2.0,2.0
Sam Simpson,9.0,9.0,18.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,2.0,8.0,10.0,15.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,154.0,3.0,1.0,0.0,66.0,1,Home,0,5.0,4.0,1.0,4.0,3.0
Jack Henry,10.0,7.0,17.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,14.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,205.0,0.0,4.0,0.0,95.0,1,Home,0,8.0,8.0,1.0,2.0,0.0
Max Holmes,7.0,10.0,17.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,7.0,10.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,140.0,4.0,2.0,1.0,60.0,1,Home,0,3.0,3.0,2.0,1.0,4.0
Rhys Stanley,7.0,9.0,16.0,4.0,1.0,0.0,5.0,31.0,0.0,3.0,6.0,1.0,1.0,3.0,1.0,9.0,8.0,15.0,1.0,2.0,4.0,0.0,1.0,5.0,6.0,87.0,0.0,1.0,0.0,82.0,1,Home,0,3.0,2.0,5.0,6.0,1.0
Mark O'Connor,9.0,7.0,16.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,12.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,165.0,3.0,3.0,0.0,83.0,1,Home,0,5.0,5.0,1.0,4.0,3.0
Zach Guthrie,14.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,12.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,302.0,3.0,6.0,0.0,79.0,1,Home,0,5.0,6.0,0.0,3.0,4.0
Jed Bews,7.0,8.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,93.0,2.0,2.0,0.0,74.0,1,Home,0,2.0,2.0,0.0,1.0,4.0
Tom Hawkins,10.0,4.0,14.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,4.0,11.0,11.0,0.0,3.0,1.0,0.0,0.0,2.0,9.0,186.0,5.0,0.0,1.0,100.0,1,Home,0,4.0,1.0,1.0,8.0,3.0
