Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Jake Stringer,15.0,14.0,29.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,9.0,9.0,4.0,0.0,0.0,16.0,13.0,14.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,504.0,10.0,4.0,0.0,85.0,0,Home,0,4.0,4.0,1.0,2.0,15.0
Devon Smith,19.0,7.0,26.0,9.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,6.0,3.0,1.0,0.0,6.0,20.0,14.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,472.0,6.0,4.0,1.0,89.0,0,Home,0,9.0,8.0,5.0,3.0,12.0
Zachary Merrett,13.0,12.0,25.0,4.0,1.0,0.0,5.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,8.0,18.0,18.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,332.0,5.0,4.0,0.0,88.0,0,Home,0,4.0,4.0,5.0,4.0,7.0
Brendon Goddard,10.0,12.0,22.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,5.0,1.0,2.0,1.0,6.0,16.0,18.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,217.0,4.0,5.0,0.0,88.0,0,Home,0,5.0,5.0,3.0,2.0,4.0
Dyson Heppell,14.0,8.0,22.0,4.0,0.0,0.0,4.0,0.0,1.0,8.0,5.0,4.0,0.0,1.0,2.0,10.0,12.0,14.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,414.0,7.0,2.0,0.0,86.0,0,Home,0,4.0,4.0,4.0,1.0,8.0
Adam Saad,10.0,12.0,22.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,6.0,15.0,17.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,488.0,8.0,6.0,0.0,84.0,0,Home,0,3.0,3.0,3.0,0.0,5.0
Michael Hurley,14.0,7.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,19.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,403.0,7.0,3.0,0.0,86.0,0,Home,0,4.0,4.0,0.0,2.0,6.0
Kyle Langford,10.0,10.0,20.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,10.0,8.0,15.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,220.0,3.0,2.0,0.0,80.0,0,Home,0,4.0,3.0,5.0,1.0,5.0
Matthew Dea,13.0,6.0,19.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,6.0,12.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,314.0,5.0,7.0,0.0,76.0,0,Home,0,7.0,7.0,1.0,3.0,3.0
Conor McKenna,10.0,8.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,5.0,9.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,245.0,2.0,5.0,0.0,80.0,0,Home,0,2.0,2.0,0.0,3.0,4.0
Tom Bellchambers,11.0,6.0,17.0,5.0,0.0,0.0,2.0,39.0,0.0,1.0,6.0,3.0,4.0,5.0,1.0,11.0,7.0,12.0,2.0,0.0,5.0,0.0,1.0,5.0,2.0,132.0,5.0,6.0,2.0,87.0,0,Home,0,3.0,5.0,0.0,2.0,5.0
