Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Brayden Fiorini,18.0,13.0,31.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,0.0,8.0,22.0,21.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,457.0,6.0,1.0,0.0,86.0,0,Home,0,6.0,6.0,2.0,4.0,10.0
Will Brodie,19.0,10.0,29.0,9.0,1.0,0.0,9.0,0.0,0.0,4.0,6.0,4.0,4.0,2.0,2.0,10.0,18.0,20.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,370.0,5.0,3.0,0.0,82.0,0,Home,0,9.0,9.0,9.0,5.0,9.0
Anthony Miles,15.0,13.0,28.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,6.0,5.0,3.0,1.0,2.0,14.0,15.0,10.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,378.0,8.0,4.0,1.0,79.0,0,Home,0,2.0,2.0,1.0,2.0,18.0
Jarrod Harbrow,23.0,4.0,27.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,10.0,2.0,0.0,11.0,14.0,21.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,505.0,5.0,11.0,0.0,88.0,0,Home,0,5.0,5.0,1.0,2.0,6.0
Lachlan Weller,15.0,12.0,27.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,1.0,6.0,17.0,20.0,0.0,0.0,3.0,6.0,0.0,0.0,4.0,489.0,6.0,6.0,0.0,92.0,0,Home,0,7.0,7.0,2.0,4.0,7.0
David Swallow,11.0,13.0,24.0,1.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,2.0,14.0,10.0,19.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,352.0,5.0,4.0,0.0,85.0,0,Home,0,1.0,1.0,5.0,5.0,5.0
Darcy Macpherson,15.0,6.0,21.0,6.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,7.0,15.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,329.0,3.0,2.0,2.0,84.0,0,Home,0,6.0,6.0,4.0,7.0,9.0
Jack Martin,11.0,6.0,17.0,6.0,1.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,1.0,3.0,2.0,12.0,5.0,12.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,343.0,4.0,3.0,1.0,81.0,0,Home,0,5.0,6.0,4.0,5.0,5.0
Charlie Ballard,11.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,4.0,10.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,230.0,4.0,7.0,0.0,92.0,0,Home,0,6.0,6.0,0.0,2.0,4.0
Nicholas Holman,7.0,8.0,15.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,8.0,7.0,11.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,189.0,1.0,1.0,0.0,85.0,0,Home,0,2.0,1.0,4.0,4.0,4.0
Jarrod Witts,8.0,6.0,14.0,0.0,0.0,0.0,2.0,47.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,9.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,192.0,4.0,2.0,1.0,88.0,0,Home,0,0.0,0.0,1.0,4.0,6.0
Jesse Joyce,10.0,4.0,14.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,11.0,12.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,127.0,2.0,2.0,0.0,81.0,0,Home,0,4.0,4.0,2.0,3.0,2.0
Alex Sexton,10.0,2.0,12.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,1.0,2.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,402.0,5.0,1.0,0.0,89.0,0,Home,0,2.0,2.0,0.0,2.0,5.0
Jack Lukosius,11.0,1.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,9.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,333.0,3.0,2.0,0.0,74.0,0,Home,0,5.0,5.0,0.0,2.0,1.0
Jack Hombsch,7.0,3.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,5.0,4.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,34.0,2.0,7.0,0.0,86.0,0,Home,0,2.0,3.0,2.0,1.0,2.0
Wil Powell,5.0,5.0,10.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,6.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,128.0,2.0,3.0,1.0,89.0,0,Home,0,3.0,3.0,3.0,5.0,1.0
Jordan Murdoch,7.0,2.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,8.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,183.0,3.0,1.0,0.0,55.0,0,Home,0,4.0,4.0,2.0,0.0,3.0
Peter Wright,5.0,4.0,9.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,96.0,1.0,1.0,0.0,82.0,0,Home,0,3.0,2.0,0.0,4.0,1.0
