Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Jordan Lewis,18.0,11.0,29.0,6.0,0.0,0.0,3.0,1.0,0.0,5.0,6.0,3.0,2.0,2.0,1.0,11.0,16.0,20.0,0.0,0.0,2.0,0.0,3.0,3.0,5.0,383.0,5.0,4.0,0.0,82.0,1,Home,0,6.0,6.0,3.0,5.0,9.0
Isaac Smith,24.0,5.0,29.0,7.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,3.0,0.0,1.0,0.0,6.0,20.0,20.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,719.0,7.0,3.0,0.0,85.0,1,Home,0,7.0,7.0,1.0,6.0,9.0
Sam Mitchell,18.0,9.0,27.0,4.0,0.0,0.0,7.0,0.0,0.0,8.0,4.0,3.0,1.0,3.0,2.0,8.0,18.0,14.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,582.0,6.0,3.0,0.0,92.0,1,Home,0,4.0,3.0,7.0,6.0,13.0
Grant Birchall,19.0,3.0,22.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,5.0,0.0,1.0,7.0,13.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,457.0,4.0,8.0,0.0,85.0,1,Home,0,6.0,6.0,1.0,3.0,9.0
Taylor Duryea,13.0,7.0,20.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,229.0,2.0,13.0,0.0,75.0,1,Home,0,5.0,5.0,2.0,4.0,1.0
Luke Breust,13.0,6.0,19.0,3.0,2.0,3.0,5.0,0.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,9.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,4.0,7.0,248.0,4.0,1.0,2.0,81.0,1,Home,0,2.0,1.0,3.0,6.0,12.0
Paul Puopolo,11.0,8.0,19.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,2.0,13.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,205.0,6.0,1.0,6.0,84.0,1,Home,0,0.0,0.0,4.0,3.0,10.0
Josh Gibson,11.0,7.0,18.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,9.0,9.0,14.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,231.0,2.0,10.0,0.0,100.0,1,Home,2,5.0,6.0,3.0,3.0,4.0
Billy Hartung,12.0,6.0,18.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,10.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,257.0,2.0,5.0,1.0,65.0,1,Home,0,3.0,3.0,2.0,2.0,4.0
Shaun Burgoyne,9.0,7.0,16.0,2.0,0.0,2.0,10.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,6.0,9.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,150.0,4.0,4.0,1.0,82.0,1,Home,0,2.0,2.0,9.0,5.0,7.0
James Frawley,12.0,4.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,11.0,13.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,291.0,4.0,9.0,0.0,100.0,1,Home,0,6.0,7.0,0.0,2.0,3.0
Liam Shiels,11.0,5.0,16.0,1.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,204.0,1.0,2.0,1.0,79.0,1,Home,0,1.0,1.0,10.0,3.0,12.0
Kade Stewart,8.0,8.0,16.0,2.0,1.0,1.0,9.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,9.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,224.0,3.0,2.0,1.0,76.0,1,Home,0,2.0,2.0,8.0,6.0,4.0
Jack Gunston,10.0,5.0,15.0,3.0,3.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,8.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,253.0,1.0,2.0,4.0,86.0,1,Home,0,2.0,2.0,1.0,7.0,3.0
Bradley Hill,11.0,4.0,15.0,1.0,1.0,1.0,5.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,3.0,3.0,7.0,9.0,0.0,0.0,3.0,0.0,1.0,1.0,6.0,107.0,3.0,4.0,1.0,85.0,1,Home,0,1.0,1.0,4.0,5.0,6.0
Benjamin Stratton,9.0,4.0,13.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,6.0,9.0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,100.0,0.0,6.0,0.0,98.0,1,Home,0,4.0,6.0,4.0,4.0,4.0
Daniel Howe,9.0,4.0,13.0,3.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,6.0,10.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,216.0,4.0,5.0,1.0,64.0,1,Home,0,3.0,3.0,8.0,3.0,3.0
Cyril Rioli,10.0,1.0,11.0,4.0,1.0,0.0,11.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,2.0,3.0,7.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,223.0,5.0,1.0,4.0,79.0,1,Home,0,4.0,3.0,7.0,3.0,6.0
Tim O'Brien,6.0,4.0,10.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,169.0,2.0,2.0,1.0,87.0,1,Home,0,2.0,0.0,2.0,6.0,2.0
