Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Clayton Oliver,6.0,28.0,34.0,6.0,1.0,0.0,4.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,2.0,15.0,18.0,29.0,0.0,1.0,1.0,0.0,4.0,4.0,13.0,289.0,1.0,3.0,0.0,82.0,0,Home,1,6.0,5.0,4.0,13.0,5.0
James Harmes,12.0,17.0,29.0,3.0,1.0,1.0,3.0,0.0,0.0,6.0,4.0,5.0,0.0,1.0,2.0,13.0,17.0,20.0,0.0,0.0,1.0,0.0,2.0,2.0,11.0,381.0,3.0,3.0,2.0,79.0,0,Home,0,3.0,3.0,1.0,11.0,9.0
Nathan Jones,14.0,14.0,28.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,8.0,20.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,349.0,5.0,8.0,0.0,89.0,0,Home,0,4.0,4.0,2.0,9.0,6.0
Max Gawn,16.0,9.0,25.0,7.0,0.0,2.0,2.0,30.0,0.0,2.0,4.0,4.0,1.0,2.0,1.0,13.0,12.0,16.0,3.0,1.0,5.0,0.0,2.0,2.0,8.0,297.0,2.0,9.0,0.0,88.0,0,Home,2,4.0,6.0,2.0,8.0,9.0
Jack Viney,13.0,11.0,24.0,7.0,0.0,0.0,6.0,0.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,9.0,17.0,18.0,0.0,1.0,2.0,0.0,2.0,1.0,7.0,388.0,4.0,2.0,1.0,73.0,0,Home,0,7.0,6.0,5.0,6.0,6.0
Angus Brayshaw,15.0,8.0,23.0,2.0,1.0,0.0,4.0,0.0,0.0,6.0,5.0,4.0,4.0,2.0,0.0,12.0,13.0,15.0,0.0,0.0,3.0,0.0,2.0,3.0,6.0,610.0,7.0,5.0,1.0,83.0,0,Home,0,2.0,2.0,3.0,6.0,8.0
Michael Hibberd,14.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,2.0,1.0,6.0,16.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,462.0,6.0,5.0,0.0,81.0,0,Home,0,4.0,5.0,0.0,7.0,2.0
Oskar Baker,12.0,9.0,21.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,6.0,15.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,486.0,8.0,2.0,2.0,69.0,0,Home,0,6.0,7.0,1.0,1.0,9.0
Bayley Fritsch,16.0,4.0,20.0,5.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,6.0,0.0,1.0,4.0,13.0,18.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,424.0,4.0,4.0,0.0,80.0,0,Home,0,5.0,5.0,2.0,4.0,2.0
Jay K-Harris,12.0,6.0,18.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0,0.0,4.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,253.0,6.0,3.0,1.0,68.0,0,Home,0,6.0,6.0,5.0,4.0,7.0
