Player,Kicks BTP,Kicks OTP,Handballs BTP,Handballs OTP,Disposals BTP,Disposals OTP,Marks BTP,Marks OTP,Goals BTP,Goals OTP,Behinds BTP,Behinds OTP,Tackles BTP,Tackles OTP,Hitouts BTP,Hitouts OTP,Goal Assists BTP,Goal Assists OTP,Inside 50s BTP,Inside 50s OTP,Clearances BTP,Clearances OTP,Clangers BTP,Clangers OTP,Rebound 50s BTP,Rebound 50s OTP,Frees For BTP,Frees For OTP,Frees Agains BTP,Frees Agains OTP,Contested Possessions BTP,Contested Possessions OTP,Uncontested Possessions BTP,Uncontested Possessions OTP,Effective Disposals BTP,Effective Disposals OTP,Contested Marks BTP,Contested Marks OTP,Marks Inside 50 BTP,Marks Inside 50 OTP,One Percenters BTP,One Percenters OTP,Bounces BTP,Bounces OTP,Centre Clearances BTP,Centre Clearances OTP,Stoppage Clearances BTP,Stoppage Clearances OTP,Score Involvements BTP,Score Involvements OTP,Metres Gained BTP,Metres Gained OTP,Turnovers BTP,Turnovers OTP,Intercepts BTP,Intercepts OTP,Tackles Inside 50 BTP,Tackles Inside 50 OTP,Time On Ground % BTP,Time On Ground % OTP,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTP,Uncontested Marks OTP,Marks Outside 50 BTP,Marks Outside 50 OTP,Tackles Outside 50 BTP,Tackles Outside 50 OTP,Behind Assists BTP,Behind Assists OTP,Ineffective Disposals BTP,Ineffective Disposals OTP
Lachie Neale,0.053864168618266976,0.1031390134529148,0.031055900621118012,0.059880239520958084,0.044058744993324434,0.08461538461538462,0.03608247422680412,0.06542056074766354,0.05263157894736842,0.08333333333333333,0.0,0.0,0.024193548387096774,0.05084745762711865,0.0,0.0,0.0,0.0,0.07954545454545454,0.16279069767441862,0.09859154929577464,0.2,0.03409090909090909,0.08108108108108109,0.031746031746031744,0.05714285714285714,0.10714285714285714,0.15,0.0,0.0,0.05263157894736842,0.10135135135135136,0.04121475054229935,0.07818930041152264,0.03783783783783784,0.0711864406779661,0.0,0.0,0.058823529411764705,0.1,0.011904761904761904,0.025,0.07142857142857142,0.125,0.05,0.1,0.09803921568627451,0.2,0.04054054054054054,0.09090909090909091,0.06360524814603537,0.12331797235023041,0.05161290322580645,0.10256410256410256,0.03225806451612903,0.06493506493506493,0.0,0.0,0.02277777777777778,0.04553026096612993,1,Home,3,0.04,0.07692307692307693,0.03389830508474576,0.061855670103092786,0.027522935779816515,0.0625,0.043795620437956206,0.1,0.061855670103092786,0.12631578947368421
Lee Spurr,0.03981264637002342,0.07623318385650224,0.037267080745341616,0.0718562874251497,0.03871829105473965,0.07435897435897436,0.041237113402061855,0.07476635514018691,0.0,0.0,0.0,0.0,0.024193548387096774,0.05084745762711865,0.0,0.0,0.0,0.0,0.022727272727272728,0.046511627906976744,0.0,0.0,0.03409090909090909,0.08108108108108109,0.07936507936507936,0.14285714285714285,0.03571428571428571,0.05,0.03571428571428571,0.125,0.03859649122807018,0.07432432432432433,0.0368763557483731,0.06995884773662552,0.03783783783783784,0.0711864406779661,0.05263157894736842,0.0625,0.0,0.0,0.023809523809523808,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.015151515151515152,0.03479749001711352,0.06746543778801843,0.03870967741935484,0.07692307692307693,0.07741935483870968,0.15584415584415584,0.0,0.0,0.025833333333333333,0.051637978900610775,1,Home,0,0.04,0.07692307692307693,0.04519774011299435,0.08247422680412371,0.027522935779816515,0.0625,0.0072992700729927005,0.016666666666666666,0.041237113402061855,0.08421052631578947
David Mundy,0.0351288056206089,0.06726457399103139,0.040372670807453416,0.07784431137724551,0.037383177570093455,0.07179487179487179,0.03608247422680412,0.06542056074766354,0.0,0.0,0.0,0.0,0.03225806451612903,0.06779661016949153,0.03896103896103896,0.06382978723404255,0.0,0.0,0.0,0.0,0.07042253521126761,0.14285714285714285,0.022727272727272728,0.05405405405405406,0.07936507936507936,0.14285714285714285,0.10714285714285714,0.15,0.0,0.0,0.05263157894736842,0.10135135135135136,0.026030368763557483,0.04938271604938271,0.036036036036036036,0.06779661016949153,0.05263157894736842,0.0625,0.0,0.0,0.0,0.0,0.07142857142857142,0.125,0.05,0.1,0.0784313725490196,0.16,0.033783783783783786,0.07575757575757576,0.028142232363567218,0.05456221198156682,0.012903225806451613,0.02564102564102564,0.03225806451612903,0.06493506493506493,0.0,0.0,0.023055555555555555,0.04608550805108273,1,Home,0,0.03428571428571429,0.06593406593406594,0.03954802259887006,0.07216494845360824,0.03669724770642202,0.08333333333333333,0.0364963503649635,0.08333333333333333,0.041237113402061855,0.08421052631578947
Nathan Fyfe,0.02810304449648712,0.053811659192825115,0.046583850931677016,0.08982035928143713,0.036048064085447265,0.06923076923076923,0.03608247422680412,0.06542056074766354,0.0,0.0,0.16666666666666666,0.3333333333333333,0.016129032258064516,0.03389830508474576,0.03896103896103896,0.06382978723404255,0.09090909090909091,0.16666666666666666,0.056818181818181816,0.11627906976744186,0.09859154929577464,0.2,0.0,0.0,0.015873015873015872,0.02857142857142857,0.03571428571428571,0.05,0.0,0.0,0.05263157894736842,0.10135135135135136,0.026030368763557483,0.04938271604938271,0.036036036036036036,0.06779661016949153,0.15789473684210525,0.1875,0.17647058823529413,0.3,0.023809523809523808,0.05,0.0,0.0,0.3,0.6,0.0196078431372549,0.04,0.0472972972972973,0.10606060606060606,0.033276288267731505,0.06451612903225806,0.03870967741935484,0.07692307692307693,0.025806451612903226,0.05194805194805195,0.06666666666666667,0.09090909090909091,0.02361111111111111,0.04719600222098834,1,Home,2,0.022857142857142857,0.04395604395604396,0.022598870056497175,0.041237113402061855,0.009174311926605505,0.020833333333333332,0.043795620437956206,0.1,0.03608247422680412,0.07368421052631578
Clancee Pearce,0.03278688524590164,0.06278026905829596,0.037267080745341616,0.0718562874251497,0.03471295060080107,0.06666666666666667,0.041237113402061855,0.07476635514018691,0.05263157894736842,0.08333333333333333,0.0,0.0,0.024193548387096774,0.05084745762711865,0.0,0.0,0.0,0.0,0.011363636363636364,0.023255813953488372,0.0,0.0,0.011363636363636364,0.02702702702702703,0.06349206349206349,0.11428571428571428,0.03571428571428571,0.05,0.03571428571428571,0.125,0.017543859649122806,0.033783783783783786,0.0455531453362256,0.08641975308641975,0.04144144144144144,0.07796610169491526,0.05263157894736842,0.0625,0.0,0.0,0.023809523809523808,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02027027027027027,0.045454545454545456,0.015782468149838372,0.030599078341013827,0.0064516129032258064,0.01282051282051282,0.025806451612903226,0.05194805194805195,0.0,0.0,0.02361111111111111,0.04719600222098834,1,Home,0,0.04,0.07692307692307693,0.04519774011299435,0.08247422680412371,0.027522935779816515,0.0625,0.021897810218978103,0.05,0.015463917525773196,0.031578947368421054
Danyle Pearce,0.04215456674473068,0.08071748878923767,0.018633540372670808,0.03592814371257485,0.03204272363150868,0.06153846153846154,0.015463917525773196,0.028037383177570093,0.0,0.0,0.0,0.0,0.016129032258064516,0.03389830508474576,0.0,0.0,0.18181818181818182,0.3333333333333333,0.07954545454545454,0.16279069767441862,0.0,0.0,0.045454545454545456,0.10810810810810811,0.031746031746031744,0.05714285714285714,0.0,0.0,0.03571428571428571,0.125,0.010526315789473684,0.02027027027027027,0.04338394793926247,0.0823045267489712,0.032432432432432434,0.061016949152542375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027027027027027,0.045454545454545456,0.0677885529568359,0.13142857142857142,0.05806451612903226,0.11538461538461539,0.012903225806451613,0.025974025974025976,0.0,0.0,0.021944444444444444,0.04386451971127152,1,Home,0,0.017142857142857144,0.03296703296703297,0.01694915254237288,0.030927835051546393,0.01834862385321101,0.041666666666666664,0.0072992700729927005,0.016666666666666666,0.030927835051546393,0.06315789473684211
Michael Barlow,0.03044496487119438,0.05829596412556054,0.031055900621118012,0.059880239520958084,0.030707610146862484,0.05897435897435897,0.041237113402061855,0.07476635514018691,0.0,0.0,0.0,0.0,0.016129032258064516,0.03389830508474576,0.0,0.0,0.18181818181818182,0.3333333333333333,0.022727272727272728,0.046511627906976744,0.028169014084507043,0.05714285714285714,0.011363636363636364,0.02702702702702703,0.031746031746031744,0.05714285714285714,0.03571428571428571,0.05,0.0,0.0,0.02456140350877193,0.0472972972972973,0.03253796095444685,0.06172839506172839,0.03963963963963964,0.07457627118644068,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.125,0.05,0.1,0.0196078431372549,0.04,0.02027027027027027,0.045454545454545456,0.018539646320593267,0.035944700460829496,0.012903225806451613,0.02564102564102564,0.012903225806451613,0.025974025974025976,0.06666666666666667,0.09090909090909091,0.023055555555555555,0.04608550805108273,1,Home,0,0.045714285714285714,0.08791208791208792,0.04519774011299435,0.08247422680412371,0.009174311926605505,0.020833333333333332,0.0072992700729927005,0.016666666666666666,0.005154639175257732,0.010526315789473684
Cameron Sutcliffe,0.02576112412177986,0.04932735426008968,0.031055900621118012,0.059880239520958084,0.028037383177570093,0.05384615384615385,0.020618556701030927,0.037383177570093455,0.0,0.0,0.0,0.0,0.016129032258064516,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.08571428571428572,0.0,0.0,0.0,0.0,0.014035087719298246,0.02702702702702703,0.03470715835140998,0.06584362139917696,0.03423423423423423,0.06440677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021962350256702796,0.04258064516129032,0.0064516129032258064,0.01282051282051282,0.03870967741935484,0.07792207792207792,0.0,0.0,0.024722222222222222,0.049416990560799554,1,Home,0,0.022857142857142857,0.04395604395604396,0.022598870056497175,0.041237113402061855,0.01834862385321101,0.041666666666666664,0.0,0.0,0.010309278350515464,0.021052631578947368
Stephen Hill,0.0351288056206089,0.06726457399103139,0.015527950310559006,0.029940119760479042,0.0267022696929239,0.05128205128205128,0.020618556701030927,0.037383177570093455,0.05263157894736842,0.08333333333333333,0.0,0.0,0.024193548387096774,0.05084745762711865,0.0,0.0,0.0,0.0,0.03409090909090909,0.06976744186046512,0.04225352112676056,0.08571428571428572,0.045454545454545456,0.10810810810810811,0.015873015873015872,0.02857142857142857,0.0,0.0,0.03571428571428571,0.125,0.028070175438596492,0.05405405405405406,0.026030368763557483,0.04938271604938271,0.021621621621621623,0.04067796610169491,0.0,0.0,0.058823529411764705,0.1,0.011904761904761904,0.025,0.0,0.0,0.0,0.0,0.0784313725490196,0.16,0.02027027027027027,0.045454545454545456,0.04126259745198707,0.08,0.04516129032258064,0.08974358974358974,0.012903225806451613,0.025974025974025976,0.0,0.0,0.02277777777777778,0.04553026096612993,1,Home,0,0.022857142857142857,0.04395604395604396,0.01694915254237288,0.030927835051546393,0.027522935779816515,0.0625,0.021897810218978103,0.05,0.041237113402061855,0.08421052631578947
Garrick Ibbotson,0.0234192037470726,0.04484304932735426,0.021739130434782608,0.041916167664670656,0.022696929238985315,0.04358974358974359,0.02577319587628866,0.04672897196261682,0.0,0.0,0.0,0.0,0.016129032258064516,0.03389830508474576,0.0,0.0,0.0,0.0,0.03409090909090909,0.06976744186046512,0.014084507042253521,0.02857142857142857,0.03409090909090909,0.08108108108108109,0.047619047619047616,0.08571428571428572,0.03571428571428571,0.05,0.0,0.0,0.02456140350877193,0.0472972972972973,0.026030368763557483,0.04938271604938271,0.023423423423423424,0.04406779661016949,0.05263157894736842,0.0625,0.0,0.0,0.05952380952380952,0.125,0.0,0.0,0.0,0.0,0.0196078431372549,0.04,0.02027027027027027,0.045454545454545456,0.027571781707548964,0.053456221198156684,0.03225806451612903,0.0641025641025641,0.05161290322580645,0.1038961038961039,0.0,0.0,0.026111111111111113,0.05219322598556358,1,Home,0,0.022857142857142857,0.04395604395604396,0.02824858757062147,0.05154639175257732,0.01834862385321101,0.041666666666666664,0.021897810218978103,0.05,0.020618556701030927,0.042105263157894736
