Player,Kicks BTP,Kicks OTP,Handballs BTP,Handballs OTP,Disposals BTP,Disposals OTP,Marks BTP,Marks OTP,Goals BTP,Goals OTP,Behinds BTP,Behinds OTP,Tackles BTP,Tackles OTP,Hitouts BTP,Hitouts OTP,Goal Assists BTP,Goal Assists OTP,Inside 50s BTP,Inside 50s OTP,Clearances BTP,Clearances OTP,Clangers BTP,Clangers OTP,Rebound 50s BTP,Rebound 50s OTP,Frees For BTP,Frees For OTP,Frees Agains BTP,Frees Agains OTP,Contested Possessions BTP,Contested Possessions OTP,Uncontested Possessions BTP,Uncontested Possessions OTP,Effective Disposals BTP,Effective Disposals OTP,Contested Marks BTP,Contested Marks OTP,Marks Inside 50 BTP,Marks Inside 50 OTP,One Percenters BTP,One Percenters OTP,Bounces BTP,Bounces OTP,Centre Clearances BTP,Centre Clearances OTP,Stoppage Clearances BTP,Stoppage Clearances OTP,Score Involvements BTP,Score Involvements OTP,Metres Gained BTP,Metres Gained OTP,Turnovers BTP,Turnovers OTP,Intercepts BTP,Intercepts OTP,Tackles Inside 50 BTP,Tackles Inside 50 OTP,Time On Ground % BTP,Time On Ground % OTP,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTP,Uncontested Marks OTP,Marks Outside 50 BTP,Marks Outside 50 OTP,Tackles Outside 50 BTP,Tackles Outside 50 OTP,Behind Assists BTP,Behind Assists OTP,Ineffective Disposals BTP,Ineffective Disposals OTP
Jack Billings,0.0319634703196347,0.05982905982905983,0.04590163934426229,0.09090909090909091,0.03768506056527591,0.07216494845360824,0.025477707006369428,0.04938271604938271,0.0,0.0,0.0,0.0,0.007633587786259542,0.014084507042253521,0.0,0.0,0.0,0.0,0.035398230088495575,0.06666666666666667,0.011627906976744186,0.021739130434782608,0.022058823529411766,0.03896103896103896,0.023255813953488372,0.05,0.02127659574468085,0.05555555555555555,0.02127659574468085,0.034482758620689655,0.0219435736677116,0.042682926829268296,0.04883720930232558,0.09417040358744394,0.04339622641509434,0.08273381294964029,0.0,0.0,0.0,0.0,0.018518518518518517,0.031746031746031744,0.0,0.0,0.037037037037037035,0.0625,0.0,0.0,0.048484848484848485,0.09090909090909091,0.029525966672059537,0.05903283195859615,0.03164556962025317,0.06329113924050633,0.01875,0.0375,0.0,0.0,0.02529182879377432,0.050555555555555555,1,Home,0,0.029850746268656716,0.05714285714285714,0.029197080291970802,0.058823529411764705,0.009259259259259259,0.016666666666666666,0.05555555555555555,0.1038961038961039,0.023474178403755867,0.045454545454545456
Sebastian Ross,0.0365296803652968,0.06837606837606838,0.036065573770491806,0.07142857142857142,0.03633916554508748,0.06958762886597938,0.025477707006369428,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.09090909090909091,0.061946902654867256,0.11666666666666667,0.023255813953488372,0.043478260869565216,0.014705882352941176,0.025974025974025976,0.03488372093023256,0.075,0.0,0.0,0.0,0.0,0.01567398119122257,0.03048780487804878,0.05116279069767442,0.09865470852017937,0.03962264150943396,0.07553956834532374,0.0,0.0,0.0,0.0,0.009259259259259259,0.015873015873015872,0.3333333333333333,0.45454545454545453,0.07407407407407407,0.125,0.0,0.0,0.04242424242424243,0.07954545454545454,0.03648276977835302,0.07294193757075854,0.02531645569620253,0.05063291139240506,0.00625,0.0125,0.0,0.0,0.024735964424680377,0.049444444444444444,1,Home,2,0.029850746268656716,0.05714285714285714,0.029197080291970802,0.058823529411764705,0.0,0.0,0.041666666666666664,0.07792207792207792,0.028169014084507043,0.05454545454545454
Jack Steven,0.0319634703196347,0.05982905982905983,0.029508196721311476,0.05844155844155844,0.03095558546433378,0.059278350515463915,0.012738853503184714,0.024691358024691357,0.0,0.0,0.0,0.0,0.03816793893129771,0.07042253521126761,0.0,0.0,0.0,0.0,0.04424778761061947,0.08333333333333333,0.11627906976744186,0.21739130434782608,0.029411764705882353,0.05194805194805195,0.023255813953488372,0.05,0.0851063829787234,0.2222222222222222,0.0,0.0,0.050156739811912224,0.0975609756097561,0.01627906976744186,0.03139013452914798,0.024528301886792454,0.046762589928057555,0.043478260869565216,0.09090909090909091,0.05,0.07692307692307693,0.0,0.0,0.06666666666666667,0.09090909090909091,0.14814814814814814,0.25,0.1016949152542373,0.2,0.024242424242424242,0.045454545454545456,0.03931402685649571,0.07860262008733625,0.0379746835443038,0.0759493670886076,0.0,0.0,0.043478260869565216,0.09090909090909091,0.019733185102834908,0.03944444444444444,1,Home,1,0.007462686567164179,0.014285714285714285,0.0072992700729927005,0.014705882352941176,0.037037037037037035,0.06666666666666667,0.027777777777777776,0.05194805194805195,0.046948356807511735,0.09090909090909091
Jack Newnes,0.0410958904109589,0.07692307692307693,0.01639344262295082,0.032467532467532464,0.03095558546433378,0.059278350515463915,0.025477707006369428,0.04938271604938271,0.0,0.0,0.0,0.0,0.03816793893129771,0.07042253521126761,0.0,0.0,0.09523809523809523,0.18181818181818182,0.07079646017699115,0.13333333333333333,0.023255813953488372,0.043478260869565216,0.029411764705882353,0.05194805194805195,0.05813953488372093,0.125,0.0,0.0,0.0425531914893617,0.06896551724137931,0.018808777429467086,0.036585365853658534,0.03953488372093023,0.07623318385650224,0.035849056603773584,0.0683453237410072,0.0,0.0,0.0,0.0,0.009259259259259259,0.015873015873015872,0.13333333333333333,0.18181818181818182,0.0,0.0,0.03389830508474576,0.06666666666666667,0.048484848484848485,0.09090909090909091,0.0405274227471283,0.08102862688015526,0.03164556962025317,0.06329113924050633,0.025,0.05,0.08695652173913043,0.18181818181818182,0.024458032240133407,0.04888888888888889,1,Home,0,0.029850746268656716,0.05714285714285714,0.029197080291970802,0.058823529411764705,0.027777777777777776,0.05,0.041666666666666664,0.07792207792207792,0.018779342723004695,0.03636363636363636
Jack Steele,0.02511415525114155,0.04700854700854701,0.036065573770491806,0.07142857142857142,0.029609690444145357,0.05670103092783505,0.03184713375796178,0.06172839506172839,0.038461538461538464,0.07692307692307693,0.0,0.0,0.07633587786259542,0.14084507042253522,0.0,0.0,0.0,0.0,0.017699115044247787,0.03333333333333333,0.046511627906976744,0.08695652173913043,0.029411764705882353,0.05194805194805195,0.011627906976744186,0.025,0.02127659574468085,0.05555555555555555,0.0425531914893617,0.06896551724137931,0.03134796238244514,0.06097560975609756,0.02558139534883721,0.04932735426008968,0.033962264150943396,0.06474820143884892,0.0,0.0,0.05,0.07692307692307693,0.009259259259259259,0.015873015873015872,0.0,0.0,0.037037037037037035,0.0625,0.05084745762711865,0.1,0.03636363636363636,0.06818181818181818,0.02256916356576606,0.04512372634643377,0.006329113924050633,0.012658227848101266,0.025,0.05,0.0,0.0,0.02529182879377432,0.050555555555555555,1,Home,0,0.03731343283582089,0.07142857142857142,0.029197080291970802,0.058823529411764705,0.09259259259259259,0.16666666666666666,0.041666666666666664,0.07792207792207792,0.018779342723004695,0.03636363636363636
Jack Lonie,0.0319634703196347,0.05982905982905983,0.02622950819672131,0.05194805194805195,0.029609690444145357,0.05670103092783505,0.03821656050955414,0.07407407407407407,0.038461538461538464,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.030534351145038167,0.056338028169014086,0.0,0.0,0.047619047619047616,0.09090909090909091,0.04424778761061947,0.08333333333333333,0.023255813953488372,0.043478260869565216,0.022058823529411766,0.03896103896103896,0.011627906976744186,0.025,0.0425531914893617,0.1111111111111111,0.06382978723404255,0.10344827586206896,0.0219435736677116,0.042682926829268296,0.037209302325581395,0.07174887892376682,0.026415094339622643,0.050359712230215826,0.0,0.0,0.1,0.15384615384615385,0.0,0.0,0.0,0.0,0.037037037037037035,0.0625,0.01694915254237288,0.03333333333333333,0.01818181818181818,0.03409090909090909,0.023701666397023136,0.047387999353064855,0.03164556962025317,0.06329113924050633,0.00625,0.0125,0.08695652173913043,0.18181818181818182,0.022512506948304613,0.045,1,Home,0,0.04477611940298507,0.08571428571428572,0.029197080291970802,0.058823529411764705,0.018518518518518517,0.03333333333333333,0.013888888888888888,0.025974025974025976,0.03755868544600939,0.07272727272727272
Jimmy Webster,0.02968036529680365,0.05555555555555555,0.022950819672131147,0.045454545454545456,0.026917900403768506,0.05154639175257732,0.006369426751592357,0.012345679012345678,0.0,0.0,0.0,0.0,0.007633587786259542,0.014084507042253521,0.0,0.0,0.047619047619047616,0.09090909090909091,0.017699115044247787,0.03333333333333333,0.0,0.0,0.022058823529411766,0.03896103896103896,0.03488372093023256,0.075,0.0,0.0,0.0,0.0,0.018808777429467086,0.036585365853658534,0.027906976744186046,0.053811659192825115,0.022641509433962263,0.04316546762589928,0.0,0.0,0.0,0.0,0.05555555555555555,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.03409090909090909,0.028474356900177966,0.056930292738153,0.0189873417721519,0.0379746835443038,0.0375,0.075,0.0,0.0,0.024735964424680377,0.049444444444444444,1,Home,0,0.007462686567164179,0.014285714285714285,0.0072992700729927005,0.014705882352941176,0.009259259259259259,0.016666666666666666,0.013888888888888888,0.025974025974025976,0.03755868544600939,0.07272727272727272
Jack Sinclair,0.02968036529680365,0.05555555555555555,0.022950819672131147,0.045454545454545456,0.026917900403768506,0.05154639175257732,0.025477707006369428,0.04938271604938271,0.038461538461538464,0.07692307692307693,0.0,0.0,0.030534351145038167,0.056338028169014086,0.0,0.0,0.047619047619047616,0.09090909090909091,0.04424778761061947,0.08333333333333333,0.03488372093023256,0.06521739130434782,0.029411764705882353,0.05194805194805195,0.023255813953488372,0.05,0.0,0.0,0.02127659574468085,0.034482758620689655,0.0219435736677116,0.042682926829268296,0.03255813953488372,0.06278026905829596,0.018867924528301886,0.03597122302158273,0.0,0.0,0.0,0.0,0.018518518518518517,0.031746031746031744,0.0,0.0,0.037037037037037035,0.0625,0.03389830508474576,0.06666666666666667,0.030303030303030304,0.056818181818181816,0.029364180553308528,0.05870936438622028,0.0379746835443038,0.0759493670886076,0.0125,0.025,0.043478260869565216,0.09090909090909091,0.023624235686492495,0.04722222222222222,1,Home,0,0.029850746268656716,0.05714285714285714,0.029197080291970802,0.058823529411764705,0.027777777777777776,0.05,0.027777777777777776,0.05194805194805195,0.046948356807511735,0.09090909090909091
Jade Gresham,0.0273972602739726,0.05128205128205128,0.022950819672131147,0.045454545454545456,0.02557200538358008,0.04896907216494845,0.012738853503184714,0.024691358024691357,0.038461538461538464,0.07692307692307693,0.0,0.0,0.015267175572519083,0.028169014084507043,0.0,0.0,0.047619047619047616,0.09090909090909091,0.017699115044247787,0.03333333333333333,0.09302325581395349,0.17391304347826086,0.022058823529411766,0.03896103896103896,0.0,0.0,0.02127659574468085,0.05555555555555555,0.0425531914893617,0.06896551724137931,0.034482758620689655,0.06707317073170732,0.018604651162790697,0.03587443946188341,0.02830188679245283,0.0539568345323741,0.0,0.0,0.05,0.07692307692307693,0.0,0.0,0.06666666666666667,0.09090909090909091,0.037037037037037035,0.0625,0.11864406779661017,0.23333333333333334,0.04242424242424243,0.07954545454545454,0.025723992881410775,0.051431344007763224,0.03164556962025317,0.06329113924050633,0.0125,0.025,0.0,0.0,0.02028904947192885,0.04055555555555555,1,Home,0,0.014925373134328358,0.02857142857142857,0.0072992700729927005,0.014705882352941176,0.018518518518518517,0.03333333333333333,0.041666666666666664,0.07792207792207792,0.018779342723004695,0.03636363636363636
Jarryn Geary,0.0182648401826484,0.03418803418803419,0.03278688524590164,0.06493506493506493,0.024226110363391656,0.04639175257731959,0.01910828025477707,0.037037037037037035,0.0,0.0,0.1111111111111111,0.3333333333333333,0.022900763358778626,0.04225352112676056,0.0,0.0,0.0,0.0,0.017699115044247787,0.03333333333333333,0.0,0.0,0.014705882352941176,0.025974025974025976,0.03488372093023256,0.075,0.0,0.0,0.0,0.0,0.0219435736677116,0.042682926829268296,0.02558139534883721,0.04932735426008968,0.024528301886792454,0.046762589928057555,0.043478260869565216,0.09090909090909091,0.0,0.0,0.009259259259259259,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.011363636363636364,0.027746319365798414,0.05547468866246159,0.0189873417721519,0.0379746835443038,0.05,0.1,0.0,0.0,0.023346303501945526,0.04666666666666667,1,Home,0,0.014925373134328358,0.02857142857142857,0.021897810218978103,0.04411764705882353,0.027777777777777776,0.05,0.006944444444444444,0.012987012987012988,0.023474178403755867,0.045454545454545456
