Player,Kicks BTPN,Kicks OTPN,Handballs BTPN,Handballs OTPN,Disposals BTPN,Disposals OTPN,Marks BTPN,Marks OTPN,Goals BTPN,Goals OTPN,Behinds BTPN,Behinds OTPN,Tackles BTPN,Tackles OTPN,Hitouts BTPN,Hitouts OTPN,Goal Assists BTPN,Goal Assists OTPN,Inside 50s BTPN,Inside 50s OTPN,Clearances BTPN,Clearances OTPN,Clangers BTPN,Clangers OTPN,Rebound 50s BTPN,Rebound 50s OTPN,Frees For BTPN,Frees For OTPN,Frees Agains BTPN,Frees Agains OTPN,Contested Possessions BTPN,Contested Possessions OTPN,Uncontested Possessions BTPN,Uncontested Possessions OTPN,Effective Disposals BTPN,Effective Disposals OTPN,Contested Marks BTPN,Contested Marks OTPN,Marks Inside 50 BTPN,Marks Inside 50 OTPN,One Percenters BTPN,One Percenters OTPN,Bounces BTPN,Bounces OTPN,Centre Clearances BTPN,Centre Clearances OTPN,Stoppage Clearances BTPN,Stoppage Clearances OTPN,Score Involvements BTPN,Score Involvements OTPN,Metres Gained BTPN,Metres Gained OTPN,Turnovers BTPN,Turnovers OTPN,Intercepts BTPN,Intercepts OTPN,Tackles Inside 50 BTPN,Tackles Inside 50 OTPN,Time On Ground % BTPN,Time On Ground % OTPN,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTPN,Uncontested Marks OTPN,Marks Outside 50 BTPN,Marks Outside 50 OTPN,Tackles Outside 50 BTPN,Tackles Outside 50 OTPN,Behind Assists BTPN,Behind Assists OTPN,Ineffective Disposals BTPN,Ineffective Disposals OTPN
Richard Douglas,2.774996773261442,2.3995810098701114,0.7364975017525959,0.9042553072608017,2.565987014050907,2.3140641191854923,0.29268289180223944,-0.06293464483839946,-0.5143972482867325,-0.6011109496430139,-0.36318788126037344,-0.3349895083559137,0.29754648606655454,0.2476186052906922,-0.25586969233109774,-0.2627713475901365,2.050980677415182,1.5389084948693759,2.2055668522320526,1.7261203563971228,3.605107864124238,3.0922982517924775,-3.730534840700347,-3.207732693608294,0.9224741542418853,0.9194860224356568,-0.7952062255644574,-0.7385489458759966,-2.5210790182099414,-2.0893670202849832,2.4813035816594695,2.1254652140646892,1.985309718134945,1.788274658659947,1.6520705934278062,1.4071458524569151,-0.5888753633396351,-0.6506975498340665,-0.4012014043406622,-0.4777665429529547,-0.9936181539004051,-1.0946250665362895,-0.5120499213467564,-0.5170415552105212,3.454805843461374,2.730055608031697,3.4677018468834433,2.981070773856045,1.6243269787435781,1.0831206921391714,2.2446929828993993,1.917301366307849,-2.6843047525704553,-2.7663450926521267,-0.04898827586290754,-0.06960896780378135,-0.498112310391484,-0.3882237799894312,0.41298988602828274,0.3729020250678139,1,Home,0,0.5270705976045824,0.16236214674484778,0.738289929675764,0.47898935957090083,0.5633916651025553,0.501781967934626,1.374812674552388,0.8813076527166074,3.2383273413870595,2.8138967324690327
Rory Sloane,1.0149988197695001,0.6616128710341462,1.501990968141121,1.7218012014965958,1.7382492675828731,1.5085354701019342,0.6714489870757248,0.28320590177279825,0.9945013466876831,0.6583596115137771,-0.36318788126037344,-0.3349895083559137,1.3449101170208266,1.4581984533785213,-0.10164686407673747,-0.08211604612191765,-0.6836602258050605,-0.8793762827825006,0.7351889507440181,0.47420888912008874,1.6765395234377152,1.370005554591604,-1.5272659414947725,-1.3004321730844433,-0.34592780784070615,-0.38559091263430795,3.4458936441126498,3.3234702564419845,-2.5210790182099414,-2.0893670202849832,1.9394804670539278,1.628015908645294,1.200696296596583,1.001433808849571,2.079665335256179,1.8312172052521498,-0.5888753633396351,-0.6506975498340665,0.2292579453375213,7.293376975251595e-17,2.000847515388486,1.7055785920449162,1.5361497640402697,1.2789975313102369,1.0671913338440893,0.7715374544437403,1.7910108439947456,1.4734027962736773,1.9196591566969559,1.3508583913196406,1.4499775780255846,1.1713044815283489,-1.3109395303251061,-1.361892968690278,1.0287537931210606,1.0789390009586137,-0.498112310391484,-0.3882237799894312,0.41298988602828274,0.3729020250678139,1,Home,0,0.9411974957224691,0.5592473943433649,0.738289929675764,0.47898935957090083,1.8346343966160124,1.9736757405428627,2.405922180466679,1.8348536376231,0.3219389754595334,0.26483733952649763
Patrick Dangerfield,1.2349985639559926,0.8788588883886419,0.9916619905487712,1.1767706053393998,1.5727017182892664,1.347429740285223,-0.8436153940182167,-1.1013562846719926,0.9945013466876831,0.6583596115137771,-0.36318788126037344,-0.3349895083559137,0.8212283015436904,0.8529085293346068,-0.25586969233109774,-0.2627713475901365,2.050980677415182,1.5389084948693759,1.2253149179066967,0.8915127115457667,2.1586816086093457,1.800578728891822,-0.9764487166933786,-0.8236070429534805,-0.9801287888820017,-1.0381293801692904,-0.7952062255644574,-0.7385489458759966,-1.4005994545610787,-1.1512838683202966,2.7522151389622405,2.3741898667743873,-0.10699273930068579,-0.3099676075010565,0.7968811097710592,0.5590031468664455,0.5888753633396353,0.45048291911589217,0.2292579453375213,7.293376975251595e-17,-0.39472502004262683,-0.5345843348200484,-0.5120499213467564,-0.5170415552105212,3.454805843461374,2.730055608031697,0.9526653425503966,0.7195688074824935,1.6243269787435781,1.0831206921391714,1.4931016697629234,1.211784932640415,0.5202140993353597,0.5107098632588537,-0.7674829885188863,-0.8353076136453781,-0.498112310391484,-0.3882237799894312,0.009177553022854017,0.008286711668175127,1,Home,2,-1.1294369948669647,-1.4251788436492216,-1.3575008384360823,-1.8627363983312817,1.1990130308592841,1.2377288542387443,1.374812674552388,0.8813076527166074,2.4050735225506235,2.0855940487711657
Rory Laird,1.0149988197695001,0.6616128710341462,0.9916619905487712,1.1767706053393998,1.40715416899566,1.1863240104685113,1.0502150823492102,0.629346448383996,0.24005204920047524,0.028624330935381564,-0.36318788126037344,-0.3349895083559137,-0.2261353294105816,-0.3576713187532224,-0.25586969233109774,-0.2627713475901365,-0.6836602258050605,-0.8793762827825006,-0.2450629835813385,-0.3603987557312673,-0.25202881724880705,-0.35228714260926974,-0.9764487166933786,-0.8236070429534805,0.9224741542418853,0.9194860224356568,-0.7952062255644574,-0.7385489458759966,-1.4005994545610787,-1.1512838683202966,0.5849226805400733,0.38439264509680593,1.985309718134945,1.788274658659947,1.8658679643419926,1.6191815288545324,-0.5888753633396351,-0.6506975498340665,0.2292579453375213,7.293376975251595e-17,2.000847515388486,1.7055785920449162,-0.5120499213467564,-0.5170415552105212,-0.5245516725674337,-0.5341413146148974,0.11431984110604773,-0.03426518130869022,0.14766608897668887,-0.25556780376317556,0.46428405260069905,0.24603702753827092,-0.8531511229099897,-0.8937422607029951,0.6695064367930714,0.6960896780378152,-0.498112310391484,-0.3882237799894312,0.41298988602828274,0.3729020250678139,1,Home,0,1.3553243938403563,0.9561326419418826,1.2622376217037254,1.0644207990464465,-0.07222970065417302,-0.23416491836949224,0.3437031686380969,-0.07223833218988512,-0.09468793395868448,-0.09931400232243605
Taylor Walker,2.5549970290749493,2.1823349925156155,-1.3048184086168042,-1.2758670773679814,1.0760590704084458,0.8641125508350878,4.080343844537093,3.398470821273578,4.012298536636514,3.1773007338273587,4.963567710558437,3.7593267048830317,-1.2734989603648537,-1.5682511668410515,-0.25586969233109774,-0.2627713475901365,2.050980677415182,1.5389084948693759,2.2055668522320526,1.7261203563971228,-0.7341709024204377,-0.7828603169094882,-0.9764487166933786,-0.8236070429534805,-0.9801287888820017,-1.0381293801692904,0.26506874185481943,0.2769558547034987,-1.4005994545610787,-1.1512838683202966,0.04309956593453147,-0.11305666032258942,1.7237719109554908,1.5259943753898217,0.7968811097710592,0.5590031468664455,2.944376816698176,2.6528438570158093,5.272932742762991,3.822132343623638,-0.39472502004262683,-0.5345843348200484,0.17068330711558558,0.08163814029639821,-0.5245516725674337,-0.5341413146148974,-0.7240256603383012,-0.788099170099874,2.8056556905570895,2.1540714888610486,2.4171893498487544,2.079223170756113,-1.3109395303251061,-1.361892968690278,-0.7674829885188863,-0.8353076136453781,-0.498112310391484,-0.3882237799894312,1.0187083855364267,0.9198249951672728,1,Home,3,3.42595888442979,2.9405588799344686,1.2622376217037254,1.0644207990464465,-1.3434724321676301,-1.7060586909777289,2.7496253491047757,2.152702299258597,1.1551927942959694,0.9931400232243648
Brodie Smith,1.0149988197695001,0.6616128710341462,0.48133301295642095,0.6317400091822041,1.0760590704084458,0.8641125508350878,0.29268289180223944,-0.06293464483839946,0.24005204920047524,0.028624330935381564,-0.36318788126037344,-0.3349895083559137,0.29754648606655454,0.2476186052906922,-0.25586969233109774,-0.2627713475901365,0.6836602258050609,0.32976610604343765,1.7154408850693748,1.3088165339714446,0.7122553530944541,0.5088592059911671,-0.4256314918919853,-0.34678191282251775,2.1908761163244765,2.224562957505621,1.3253437092740963,1.292460655282994,0.8403596727366467,0.7248824356090757,1.126745795145615,0.8818419505162013,0.6776206822376758,0.47687324230931966,1.4382732225136197,1.1951101760592977,1.7666260900189057,1.5516633880658508,-0.4012014043406622,-0.4777665429529547,0.20416811381515143,0.025456396896192737,2.9016162209649536,2.476356922324076,0.27131983063832776,0.11869806991442149,0.9526653425503966,0.7195688074824935,0.7383304448834446,0.2799075945977631,1.690240374847901,1.3968384234384306,0.06242569192024323,0.042559155271570684,1.0287537931210606,1.0789390009586137,-0.498112310391484,-0.3882237799894312,-0.058124502478050774,-0.05248250723176467,1,Home,0,-0.30118319863119125,-0.6314083484521871,0.738289929675764,0.47898935957090083,0.5633916651025553,0.501781967934626,0.6874063372761938,0.24561032944561229,-0.09468793395868448,-0.09931400232243605
Eddie Betts,1.2349985639559926,0.8788588883886419,-0.028995964635929097,0.08670941302500819,0.9105115211148391,0.7030068210183763,1.428981177622696,0.9754869949951938,2.5033999416620984,1.9178301726705678,-0.36318788126037344,-0.3349895083559137,2.3922737479750986,2.6687783014663506,-0.25586969233109774,-0.2627713475901365,2.050980677415182,1.5389084948693759,0.7351889507440181,0.47420888912008874,0.23011326792282355,0.07828603169094871,0.1251857329094083,0.13004321730844487,-0.34592780784070615,-0.38559091263430795,-0.7952062255644574,-0.7385489458759966,-0.28011989091221606,-0.21320071635561047,0.3140111232373024,0.13566799238710814,1.4622341037760374,1.2637140921196963,0.7968811097710592,0.5590031468664455,-0.5888753633396351,-0.6506975498340665,1.4901766446938884,0.9555330859059095,-0.39472502004262683,-0.5345843348200484,3.5843494494272954,3.0750366178309956,1.0671913338440893,0.7715374544437403,-0.7240256603383012,-0.788099170099874,2.214991334650334,1.61859609050011,0.5258898979397544,0.3038662434126508,-0.3953627154948733,-0.42559155271571214,-0.4082356321908969,-0.4524582907245797,4.198375187585366,3.8822377998943125,0.6821981080319027,0.6159789006675738,1,Home,1,1.769451291958243,1.3530178895403997,0.738289929675764,0.47898935957090083,1.1990130308592841,1.2377288542387443,2.062219011828582,1.517004975987602,0.7385658848777513,0.6289886813754311
Nathan Van Berlo,0.1349998430235292,-0.20737119838383655,0.22616852416024605,0.3592247111036061,0.2483213239404119,0.058583901751529964,-0.08608320347124587,-0.4090751914495972,-0.5143972482867325,-0.6011109496430139,-0.36318788126037344,-0.3349895083559137,0.8212283015436904,0.8529085293346068,-0.25586969233109774,-0.2627713475901365,0.6836602258050609,0.32976610604343765,1.7154408850693748,1.3088165339714446,0.7122553530944541,0.5088592059911671,0.6760029577108018,0.6068683474394075,-0.34592780784070615,-0.38559091263430795,0.26506874185481943,0.2769558547034987,-0.28011989091221606,-0.21320071635561047,-0.22781199136823943,-0.36178131303228694,0.6776206822376758,0.47687324230931966,0.3692863679426858,0.13493179407121078,-0.5888753633396351,-0.6506975498340665,-0.4012014043406622,-0.4777665429529547,-0.9936181539004051,-1.0946250665362895,-0.5120499213467564,-0.5170415552105212,-0.5245516725674337,-0.5341413146148974,1.7910108439947456,1.4734027962736773,-0.14766608897668887,-0.523305502943645,0.05152488882902804,-0.1414187188200742,0.5202140993353597,0.5107098632588537,-1.1267303448468757,-1.2181569365661764,-0.498112310391484,-0.3882237799894312,0.0764796085237588,0.06905593056811492,1,Home,0,0.1129436994866957,-0.23452310085366965,0.21434223764780236,-0.1064420799046448,1.1990130308592841,1.2377288542387443,-0.34370316863809713,-0.7079356554608801,-0.09468793395868448,-0.09931400232243605
Daniel Talia,-0.5249993895359489,-0.8591092504473234,0.9916619905487712,1.1767706053393998,0.2483213239404119,0.058583901751529964,-0.08608320347124587,-0.4090751914495972,-0.5143972482867325,-0.6011109496430139,-0.36318788126037344,-0.3349895083559137,-0.2261353294105816,-0.3576713187532224,-0.25586969233109774,-0.2627713475901365,-0.6836602258050605,-0.8793762827825006,-1.2253149179066951,-1.1950064005826233,-0.7341709024204377,-0.7828603169094882,0.6760029577108018,0.6068683474394075,0.2882731732005895,0.26694755490067434,0.26506874185481943,0.2769558547034987,0.8403596727366467,0.7248824356090757,0.04309956593453147,-0.11305666032258942,0.15454506787876807,-0.04768732423093111,0.7968811097710592,0.5590031468664455,-0.5888753633396351,-0.6506975498340665,-0.4012014043406622,-0.4777665429529547,2.000847515388486,1.7055785920449162,-0.5120499213467564,-0.5170415552105212,-0.5245516725674337,-0.5341413146148974,-0.7240256603383012,-0.788099170099874,-0.44299826693006683,-0.7910432021241144,-0.6014970717649588,-0.7544084070885008,0.5202140993353597,0.5107098632588537,0.31025908046508194,0.3132403551170169,-0.498112310391484,-0.3882237799894312,1.2206145520391412,1.1021326518670922,1,Home,0,0.1129436994866957,-0.23452310085366965,0.21434223764780236,-0.1064420799046448,-0.07222970065417302,-0.23416491836949224,-0.34370316863809713,-0.7079356554608801,-0.9279417527951205,-0.8276166860203032
Kyle Hartigan,-0.7449991337224415,-1.0763552678018191,0.9916619905487712,1.1767706053393998,0.08277377464680527,-0.10252182806518184,0.29268289180223944,-0.06293464483839946,-0.5143972482867325,-0.6011109496430139,-0.36318788126037344,-0.3349895083559137,-1.2734989603648537,-1.5682511668410515,-0.25586969233109774,-0.2627713475901365,-0.6836602258050605,-0.8793762827825006,-1.2253149179066951,-1.1950064005826233,-0.7341709024204377,-0.7828603169094882,1.2268201825121954,1.0836934775703702,0.9224741542418853,0.9194860224356568,-0.7952062255644574,-0.7385489458759966,0.8403596727366467,0.7248824356090757,0.04309956593453147,-0.11305666032258942,0.15454506787876807,-0.04768732423093111,0.3692863679426858,0.13493179407121078,-0.5888753633396351,-0.6506975498340665,-0.4012014043406622,-0.4777665429529547,0.20416811381515143,0.025456396896192737,-0.5120499213467564,-0.5170415552105212,-0.5245516725674337,-0.5341413146148974,-0.7240256603383012,-0.788099170099874,-0.14766608897668887,-0.523305502943645,-1.1374679262147405,-1.2575225851956056,0.9780025067504761,0.9788605712461366,1.7472485057770395,1.84463764680021,-0.498112310391484,-0.3882237799894312,1.1533124965382362,1.0413634329671524,1,Home,0,0.5270705976045824,0.16236214674484778,0.738289929675764,0.47898935957090083,-1.3434724321676301,-1.7060586909777289,0.0,-0.39008699382538253,-0.5113148433769026,-0.46346534417136975
